year,selected_rows,invalid_ohlc_selected_rows,invalid_limit_selected_rows,vwap_unit_outlier_selected_rows,failed_selected_rows,warning_selected_rows,invalid_ohlc_selected_ratio,invalid_limit_selected_ratio,vwap_unit_outlier_selected_ratio,failed_selected_ratio,warning_selected_ratio
2018,105570,390,2975,2119,2977,1532,0.003694231315714692,0.02818035426731079,0.020071990148716492,0.028199299043288814,0.014511698399166429
2019,105629,132,2733,1360,2733,1003,0.0012496568177299795,0.025873576385272982,0.012875252061460394,0.025873576385272982,0.009495498395327042
2020,102618,120,2897,822,2898,645,0.001169385487926095,0.02823091465434914,0.00801029059229375,0.028240659533415192,0.00628544699760276
2021,103434,0,3182,211,3182,179,0.0,0.030763578707194927,0.0020399481795154396,0.030763578707194927,0.0017305721522903495
2022,104670,0,2507,47,2507,51,0.0,0.02395146651380529,0.00044903028565969235,0.02395146651380529,0.0004872456291200917
2023,104597,0,1263,10,1263,19,0.0,0.012074916106580494,9.560503647332141e-05,0.012074916106580494,0.0001816495692993107
2024,107254,0,2119,0,2119,25,0.0,0.019756838905775075,0.0,0.019756838905775075,0.0002330915397094747
2025,108226,0,2161,0,2161,21,0.0,0.019967475468002142,0.0,0.019967475468002142,0.00019403840112357473
2026,49823,0,1084,0,1084,12,0.0,0.021757019850269954,0.0,0.021757019850269954,0.0002408526182686711
