benchmark,beta,correlation,strategy_vol,benchmark_vol
csi1000,0.8696809334773935,0.8618531141352427,0.23337262239128811,0.23192539435076076
csi500,0.9420553269553772,0.8897627258155151,0.23337262239128811,0.22104097925998098
hs300,1.2920169356465427,0.8784387998429659,0.23337262239128811,0.15911762979043897
