symbol,avg_weight,max_weight,holding_days,first_date,last_date
002594.SZ,0.02211126147908925,0.0257281551955465,93,2025-01-21,2026-03-10
601868.SH,0.021701574221186307,0.0284866360515369,22,2025-07-18,2026-06-10
000625.SZ,0.021178314436726527,0.0222515625461971,7,2026-05-28,2026-06-22
000895.SZ,0.021045082919447115,0.0230043016323804,15,2025-02-05,2026-03-20
001965.SZ,0.02099417638271949,0.0235033599431149,20,2025-01-20,2026-03-20
300476.SZ,0.020919210178796905,0.0278645230279306,132,2025-01-06,2026-06-15
601872.SH,0.020674093654553135,0.0272988246397599,44,2025-01-09,2026-06-24
601607.SH,0.02067274531248923,0.0207267228926512,3,2025-02-12,2025-02-14
601169.SH,0.020568912241579335,0.0209584447769698,3,2025-04-21,2025-07-01
601669.SH,0.020552044406827202,0.0281454426149278,25,2025-05-23,2026-06-18
600026.SH,0.020495609949280104,0.0263024531676635,41,2025-01-14,2026-06-24
301269.SZ,0.020481180183706277,0.0288728209354631,63,2025-01-03,2026-05-27
688981.SH,0.020452278525711985,0.0231304042362299,93,2025-01-03,2026-04-28
002384.SZ,0.020410168810668632,0.0246187423748209,124,2025-01-06,2026-04-01
300015.SZ,0.020410052622840062,0.0210727502569619,24,2025-01-14,2026-05-11
600999.SH,0.020390098614130377,0.021471561347292,13,2026-05-13,2026-06-24
002422.SZ,0.020360646378255822,0.0216095904285986,66,2025-02-27,2026-06-11
000768.SZ,0.020354553287773507,0.0227830059267031,46,2025-01-10,2026-06-01
688041.SH,0.020345629989801214,0.0255204228750597,85,2025-01-03,2026-06-08
300750.SZ,0.02032319253642018,0.0243530671545104,76,2025-02-10,2026-05-07
600018.SH,0.020315551148196036,0.0210200279217305,28,2025-01-07,2026-05-21
688072.SH,0.020311054404797815,0.0234887426622984,98,2025-01-03,2026-05-15
600426.SH,0.020306406200041337,0.0224792520251248,69,2025-03-12,2026-06-24
601825.SH,0.020305102214277025,0.0220888678964481,30,2025-06-04,2026-03-23
000538.SZ,0.020288836235555018,0.0206122085902311,6,2025-09-02,2025-09-17
600183.SH,0.020288426589641632,0.0258581626656352,180,2025-01-09,2026-05-11
601995.SH,0.020287896507623863,0.0222923720984314,8,2025-02-19,2025-02-28
002602.SZ,0.020271428034219826,0.0241396067106052,110,2025-01-03,2026-06-24
300308.SZ,0.02026672755893878,0.0251257298580193,173,2025-01-13,2026-06-15
601077.SH,0.020254416296213846,0.0221135108295611,50,2025-01-16,2026-03-20
601600.SH,0.020248321998275958,0.0218546977092182,96,2025-01-17,2026-06-24
600674.SH,0.020245748572629826,0.0205171885432091,4,2025-04-01,2026-05-22
600050.SH,0.020242738596891817,0.0219724398825333,26,2025-02-18,2026-05-20
601318.SH,0.020242550850589472,0.0215162615697202,18,2025-03-20,2025-12-22
600584.SH,0.02023319349574363,0.0222213437647801,39,2025-01-13,2026-05-20
600176.SH,0.020230103689061803,0.025038810114666,79,2025-02-13,2026-06-09
600585.SH,0.020213001097262474,0.0213834857138145,12,2025-01-20,2026-01-23
600690.SH,0.020196079001885258,0.0207569608831782,12,2025-01-09,2025-11-05
600436.SH,0.02019541990331575,0.0212355583391342,10,2025-08-28,2026-06-23
002230.SZ,0.020179765379324307,0.0225264703333952,45,2025-01-24,2026-05-07
600188.SH,0.020177163853329957,0.0233371260603638,46,2025-04-22,2026-06-24
605117.SH,0.020168369552294958,0.026041329307867,135,2025-01-07,2026-06-12
601668.SH,0.020168255999528602,0.0203101958820729,4,2025-05-26,2025-05-29
300408.SZ,0.020162601556831725,0.0222762492584776,63,2025-01-20,2026-04-22
002179.SZ,0.020160637011645242,0.0219109909912836,55,2025-02-27,2026-06-16
600482.SH,0.02014620798683418,0.021872324109386,35,2025-02-11,2026-06-18
300122.SZ,0.0201449276899675,0.0220182111023412,50,2025-02-18,2026-06-10
600438.SH,0.02012693862873716,0.0228811622553472,102,2025-01-06,2026-06-24
000776.SZ,0.020109749709675308,0.0234256963018957,29,2025-09-04,2026-06-24
600460.SH,0.020107717476467356,0.0215710830195065,16,2025-03-05,2026-06-16
