symbol,avg_weight,max_weight,holding_days,first_date,last_date
600126.SH,0.023904153145202,0.0335621161277151,13,2025-02-06,2026-04-24
001896.SZ,0.023471978563725307,0.0331912377274393,12,2025-07-08,2026-06-05
600633.SH,0.02337103816283464,0.0258701674001326,5,2025-02-07,2025-02-13
000783.SZ,0.0232790751905644,0.0232790751905644,1,2026-06-24,2026-06-24
001236.SZ,0.023274466520053067,0.0269372248194684,6,2025-06-17,2025-07-01
002131.SZ,0.023220646949135528,0.0272626944861653,13,2025-01-08,2026-01-20
300098.SZ,0.02313025384670184,0.023862583894791,5,2025-01-06,2025-01-10
300459.SZ,0.0229776326308864,0.0236743908713646,4,2025-01-06,2025-01-09
002044.SZ,0.022928712339618202,0.026631743788043,7,2025-02-17,2026-01-15
002065.SZ,0.0227051113007824,0.0232641229022733,2,2025-02-18,2025-02-19
688676.SH,0.02268897776097769,0.0243755263023494,30,2025-04-18,2026-05-15
688313.SH,0.02260773285968509,0.0269252259418579,22,2025-04-22,2025-11-19
002881.SZ,0.02260723930988609,0.0276522145892987,11,2025-02-05,2025-04-15
300777.SZ,0.022583246668849546,0.0236144794619236,20,2026-04-22,2026-05-22
603533.SH,0.022539397220215564,0.0272734539642198,8,2025-06-20,2026-02-24
301316.SZ,0.0224816253207741,0.0243601475249366,7,2025-05-21,2026-06-18
600075.SH,0.0224619425962385,0.0227474042411645,2,2026-06-05,2026-06-08
002738.SZ,0.0224544112237695,0.0233053562879549,7,2026-06-05,2026-06-15
603613.SH,0.022445182939108032,0.0243432663097547,30,2025-08-28,2025-10-16
688306.SH,0.0224440665819188,0.0224440665819188,1,2025-08-18,2025-08-18
300058.SZ,0.022430300948848472,0.0262988050454202,23,2026-01-05,2026-04-17
600552.SH,0.0224284879081999,0.0231757230403256,3,2026-06-18,2026-06-23
300685.SZ,0.02242228629076765,0.0227538006160523,6,2026-05-28,2026-06-04
600662.SH,0.022372054689597964,0.02388786510244,3,2026-01-14,2026-01-16
000400.SZ,0.0223221607183393,0.0223221607183393,1,2026-01-20,2026-01-20
600578.SH,0.02224182508226502,0.0252105780921599,5,2025-04-29,2026-05-26
300855.SZ,0.022240248370661398,0.0235086926898246,9,2026-01-28,2026-02-09
601698.SH,0.022219482541817034,0.02288673101921,3,2026-01-05,2026-01-07
000960.SZ,0.0222106820314064,0.0222106820314064,1,2026-03-03,2026-03-03
002273.SZ,0.022149178956702542,0.0234582570236069,7,2025-02-21,2025-04-18
001696.SZ,0.0221469753580497,0.0226873253471039,9,2025-01-06,2026-06-15
300475.SZ,0.022146031506043575,0.0233924743506374,4,2025-09-12,2026-06-23
600606.SH,0.02214511980579657,0.0228265024499536,3,2025-07-11,2025-07-15
688690.SH,0.022130786667695707,0.0242481585290715,21,2025-07-04,2026-04-13
601212.SH,0.022112589315829313,0.0340775877652984,37,2025-06-09,2026-05-28
600637.SH,0.02210215907894825,0.0239919528863928,4,2025-11-04,2026-01-13
603025.SH,0.0220765989720774,0.0224458030524341,2,2025-08-18,2025-08-19
600649.SH,0.0220653557713511,0.0220653557713511,1,2026-01-21,2026-01-21
688380.SH,0.0220591596981349,0.0220591596981349,1,2026-01-21,2026-01-21
601609.SH,0.022049720180644466,0.0234637887366311,3,2025-08-15,2025-08-19
600179.SH,0.022040591710874642,0.0254695702768587,5,2025-10-21,2025-12-26
002611.SZ,0.02203112325127562,0.0264091984274271,13,2025-01-06,2025-12-03
301153.SZ,0.02202910957826591,0.0227778376531142,12,2025-01-06,2026-01-05
601921.SH,0.0219857891248359,0.0219857891248359,1,2025-02-21,2025-02-21
603000.SH,0.021971854326906803,0.0238585171127372,3,2026-01-14,2026-02-11
600893.SH,0.02196617066872482,0.023152634011037,11,2026-01-28,2026-02-24
601669.SH,0.021961409832501565,0.023870155402757,3,2025-07-22,2025-07-24
002768.SZ,0.02193323349413512,0.0243866330298337,30,2025-07-10,2025-09-19
600320.SH,0.021906586731359902,0.0230233063810401,4,2025-03-21,2025-07-03
300783.SZ,0.021902105914865962,0.0239695507352617,19,2025-02-19,2025-05-21
