industry,avg_weight,max_weight,days
C 制造业,0.3854286201996482,0.6254930171217482,354
I 信息技术,0.06789466660913786,0.2277848475387928,334
数字芯片设计,0.04046303452471248,0.1142846654507827,273
电子,0.039301881384888555,0.1068671405893603,277
汽车零部件,0.03256197955435992,0.0798180911076596,223
国防军工,0.030973217339968585,0.043370296315568796,34
B 采矿业,0.030395525112324514,0.08658037894697371,142
银行Ⅱ,0.03005395505382425,0.0399857670134955,54
铜,0.029661032810905093,0.0646641585892414,47
IT服务Ⅱ,0.02950218996814873,0.0588061290108593,133
通信设备,0.028219393814329967,0.0966341408345763,226
D 水电煤气,0.027728158080188515,0.0640434523394166,86
电力设备,0.027651002385584177,0.082402636312505,151
底盘与发动机系统,0.02762341353576959,0.087423453578229,141
垂直应用软件,0.027026838190741732,0.0747921988794117,239
基础建设,0.026889420738789728,0.0682334591941845,27
军工电子Ⅱ,0.026841457592847406,0.0431796483858387,117
机械设备,0.026737397353959948,0.0804385857219566,147
交通运输,0.02615329519626519,0.049740901555202804,26
数字媒体,0.025497463082383324,0.0444067843159555,9
化学原料,0.02539329170792295,0.045858050329486894,23
基础化工,0.025376725855770655,0.0408675784909334,11
模拟芯片设计,0.02530405088394835,0.061608382159362,142
医药生物,0.025301662468740133,0.0629144428048782,114
化学制剂,0.025229321849112942,0.0456673822372909,131
板材,0.025197910741504716,0.06354782843112139,99
计算机,0.024669451922468014,0.0639231596489732,182
清洁小家电,0.02462771281220913,0.0417859620072708,56
工业金属,0.024507651466764403,0.069824179801797,89
E 建筑业,0.02429981600350543,0.0435850160649676,82
住宅开发,0.024280858748435708,0.0604342167029218,69
L 商务服务,0.024126489751005637,0.0586013351053393,135
分立器件,0.024001878613448654,0.061289450740369705,229
通用设备,0.023823871995577468,0.047350234419850395,24
航运,0.02378952609588713,0.0657874715088337,77
油服工程,0.023766868277150813,0.04385149859635171,8
输变电设备,0.023766755625080717,0.0625099986476556,41
F 批发零售,0.023557014748236058,0.0622656987359343,198
公用事业,0.02354248584450911,0.0779924189944225,64
地面兵装Ⅱ,0.02353277022301106,0.05982359374611659,71
煤炭,0.023473215151591974,0.08215680369069331,51
J 金融业,0.023096953584195473,0.08891082321992369,132
房屋建设Ⅱ,0.022901896881071682,0.0253582463224621,5
人力资源服务,0.02285910351635127,0.0244136979896176,3
自动化设备,0.02279756389773842,0.0621227273920843,204
M 科研服务,0.022705844032964797,0.0441020657859734,67
金属制品,0.022634348380981373,0.0423601272761965,50
建筑材料,0.022474423866667797,0.0408597744450485,45
印制电路板,0.0224036477551684,0.0428656738035922,84
电池化学品,0.02240241540735448,0.056252496274928204,58
化学工程,0.022348533164885803,0.0224379554278348,2
火力发电,0.022329398637241853,0.0455823040650149,73
A 农林牧渔,0.022326254521953807,0.0283277890331917,13
unknown,0.022298520746498886,0.0236257921184071,8
期货,0.022282888610621783,0.041018264176484,14
文字媒体,0.0221338290163611,0.026190363370205,12
游戏Ⅱ,0.02197891674312355,0.0235950338451246,4
油气及炼化工程,0.0219297905003107,0.0219297905003107,1
其他生物制品,0.0216718805287784,0.0606194389053787,104
K 房地产,0.021630305618482153,0.0275372534006545,19
其他电子Ⅱ,0.02158959232382238,0.0474116252468993,190
有色金属,0.02157360424286523,0.041334126592148995,49
传媒,0.02153795098125938,0.0237814529826089,39
水泥制造,0.02152704380647097,0.0226173423990643,3
航空装备Ⅱ,0.02145960494295225,0.0439806394695824,100
钟表珠宝,0.021399870146770344,0.0263001673679882,25
其他计算机设备,0.02134128853208172,0.0412067457425107,137
一般零售,0.0213183621734733,0.0213183621734733,1
固废治理,0.02131282175094747,0.041751087532856404,121
其他医疗服务,0.0212756462001813,0.0216357199101537,2
煤化工,0.021267960861965897,0.0230634436223232,7
磨具磨料,0.021192573440713066,0.0275266850203535,22
其他种植业,0.021180603186744102,0.0215168403746139,4
元件,0.0211670698653429,0.0220538674443312,4
消费电子,0.021133309443430275,0.0433512341725224,161
纺织化学制品,0.0211034718643559,0.0211034718643559,1
休闲食品,0.0211013925014348,0.0211013925014348,1
建筑装饰,0.021051964550423963,0.0395464343138943,44
体育Ⅱ,0.02097937885864985,0.0213065823612754,2
集成电路制造,0.02097426723558276,0.041573170798116704,63
轻工制造,0.020972540447780783,0.0229971208628185,12
化学纤维,0.0209356463051944,0.0209356463051944,1
N 公共环保,0.020933754205351807,0.0240691536294055,19
食品饮料,0.020921135066859397,0.0390943868876219,76
焦煤,0.0209183086742087,0.0213003182527296,2
金融控股,0.02090784276193478,0.0226569583386353,9
电动乘用车,0.0208618579294594,0.0208618579294594,1
通信线缆及配套,0.02085338021618252,0.0423925730944855,55
磁性材料,0.0208437916242688,0.0220383607536811,4
影视院线,0.020837818817323096,0.0262018097268632,22
电池,0.020830992913327268,0.0246063955838654,83
美容护理,0.020822292338891057,0.022079881634189,12
贵金属,0.020759610990399475,0.0456264941842994,66
电能综合服务,0.020689027898315303,0.0212123140562568,2
其他石化,0.0206361218890398,0.0206361218890398,1
燃气Ⅱ,0.02061062930221146,0.0211945778557393,5
大气治理,0.0205985109874079,0.021383507214429,6
油气开采Ⅱ,0.02057924460156768,0.0211644791614426,5
能源金属,0.0205561674889001,0.0205561674889001,1
影视动漫制作,0.020553849391315916,0.0369864771739241,11
房地产开发,0.0205462587685173,0.0212158465184774,4
塑料,0.020540489637641848,0.0215239805594932,6
R 文化传播,0.020512880869792374,0.0226839838935202,19
汽车,0.020501021085174088,0.0229503650135067,16
综合电力设备商,0.020471598727113356,0.0218696375747523,9
电视广播Ⅱ,0.02046734439401691,0.0240654630993656,17
其他自动化设备,0.02045580932698056,0.020960740149551,5
航海装备Ⅱ,0.020442036248192037,0.0210285327202676,8
稀土,0.020385986030183247,0.038669510218945505,29
非银金融,0.02035294029972519,0.0213425835913883,9
多元金融,0.0202933147054648,0.0229919303302343,39
非金属材料Ⅱ,0.020271356166187224,0.0227751786823986,22
乘用车,0.02026251504825085,0.0203305866574042,2
白酒Ⅱ,0.02024232761243408,0.0216550294759989,5
其他纺织,0.0202186094889126,0.0202186094889126,1
洗护用品,0.0202051560085219,0.0202051560085219,1
其他家居用品,0.0201752701320918,0.0219815463750101,17
其他电源设备Ⅱ,0.020158510365297023,0.0206459603657665,12
膜材料,0.0201233909934562,0.0204127175852714,5
商贸零售,0.02010271100869023,0.0208125281032025,9
农化制品,0.020066254683352637,0.022057823576204,26
商用载货车,0.020046552513663475,0.0201975756196017,4
航运港口,0.020034169190686683,0.0206396448701908,11
调味发酵品Ⅱ,0.02002741542760985,0.041046794521438196,40
线缆部件及其他,0.020025205700825426,0.041894253152321495,56
航空机场,0.0200226672866059,0.0200226672866059,1
电网设备,0.01997553974136483,0.0397561939271861,45
G 运输仓储,0.019961189113372083,0.0229392945678391,29
航空运输,0.0199515826202506,0.0199515826202506,1
特钢Ⅱ,0.019916947585671002,0.0204953171512857,2
综合Ⅱ,0.019910822666061367,0.0215798964542539,19
家电零部件Ⅱ,0.019900067425994514,0.0205879998143015,6
