date,symbol,is_selected,quality_status,quality_flags_x,open,high,low,close,volume,amount,data_source,amount_estimated,price_adjust,source_priority,source_fetch_time,source_error,volume_unit,quality_flags_y,factor,is_paused,is_st,list_date,list_date_fallback,industry,limit_up,limit_down,has_valid_ohlc,has_valid_volume,has_valid_amount,has_valid_limit,has_valid_list_date,has_valid_industry,listed_days,listed_days_fallback,avg_amount,eligible,liquidity_rank,selected,industry_source,industry_update_date,year
2018-01-02,000708.SZ,True,warning,vwap_unit_outlier,1.58,1.81,1.52,1.74,5377200.0,62405500.0,eastmoney,False,qfq,1,2026-06-28T07:45:17.555381+00:00,,share,,1.0,False,False,1997-03-26,False,C 制造业,1.9140000000000001,1.566,True,True,True,True,True,True,7587,False,62405500.0,True,,True,akshare_metadata_cache,,2018
2018-01-02,002709.SZ,True,warning,vwap_unit_outlier,6.83,7.12,6.83,7.1,4532100.0,216678876.0,eastmoney,False,qfq,1,2026-06-28T07:45:20.636122+00:00,,share,,1.0,False,False,2014-01-23,False,C 制造业,7.8100000000000005,6.39,True,True,True,True,True,True,1440,False,216678876.0,True,,True,akshare_metadata_cache,,2018
2018-01-02,002714.SZ,True,warning,vwap_unit_outlier,7.2,7.26,6.89,7.19,4814200.0,251978568.0,eastmoney,False,qfq,1,2026-06-28T07:45:20.698981+00:00,,share,,1.0,False,False,2014-01-28,False,A 农林牧渔,7.909000000000001,6.471,True,True,True,True,True,True,1435,False,251978568.0,True,,True,akshare_metadata_cache,,2018
2018-01-02,002837.SZ,True,warning,vwap_unit_outlier,3.08,3.1,3.04,3.08,2361500.0,47991519.0,eastmoney,False,qfq,1,2026-06-28T07:45:20.694814+00:00,,share,,1.0,False,False,2016-12-29,False,C 制造业,3.3880000000000003,2.7720000000000002,True,True,True,True,True,True,369,False,47991519.0,True,,True,akshare_metadata_cache,,2018
2018-01-02,300015.SZ,True,warning,vwap_unit_outlier,4.82,4.86,4.69,4.71,7607700.0,232862857.0,eastmoney,False,qfq,1,2026-06-28T07:45:21.160894+00:00,,share,,1.0,False,False,2009-10-30,False,Q 卫生,5.652,3.7680000000000002,True,True,True,True,True,True,2986,False,232862857.0,True,,True,akshare_metadata_cache,,2018
2018-01-02,300394.SZ,True,warning,vwap_unit_outlier,2.13,2.21,2.1,2.18,813800.0,18370648.0,eastmoney,False,qfq,1,2026-06-28T07:45:21.699890+00:00,,share,,1.0,False,False,2015-02-17,False,C 制造业,2.616,1.7440000000000002,True,True,True,True,True,True,1050,False,18370648.0,True,,True,akshare_metadata_cache,,2018
2018-01-02,300502.SZ,True,warning,vwap_unit_outlier,4.11,4.15,3.97,4.02,4216900.0,119597197.0,eastmoney,False,qfq,1,2026-06-28T07:45:22.219483+00:00,,share,,1.0,False,False,2016-03-03,False,C 制造业,4.823999999999999,3.2159999999999997,True,True,True,True,True,True,670,False,119597197.0,True,,True,akshare_metadata_cache,,2018
2018-01-02,300628.SZ,True,warning,vwap_unit_outlier,7.98,8.1,7.9,8.07,573000.0,76960522.0,eastmoney,False,qfq,1,2026-06-28T07:45:22.210975+00:00,,share,,1.0,False,False,2017-03-17,False,C 制造业,9.684,6.456,True,True,True,True,True,True,291,False,76960522.0,True,,True,akshare_metadata_cache,,2018
2018-01-02,300661.SZ,True,warning,vwap_unit_outlier,8.73,8.73,8.32,8.45,729800.0,67337488.0,eastmoney,False,qfq,1,2026-06-28T07:45:22.207925+00:00,,share,,1.0,False,False,2017-06-06,False,C 制造业,10.139999999999999,6.76,True,True,True,True,True,True,210,False,67337488.0,True,,True,akshare_metadata_cache,,2018
2018-01-02,600039.SH,True,warning,vwap_unit_outlier,0.66,0.69,0.65,0.68,11218600.0,45829183.0,eastmoney,False,qfq,1,2026-06-28T07:45:24.051710+00:00,,share,,1.0,False,False,2003-03-25,False,基础建设,0.7480000000000001,0.6120000000000001,True,True,True,True,True,False,5397,False,45829183.0,True,,True,eastmoney_board_industry,2026-06-28,2018
