date,symbol,is_selected,quality_status,quality_flags_x,open,high,low,close,volume,amount,data_source,amount_estimated,price_adjust,source_priority,source_fetch_time,source_error,volume_unit,quality_flags_y,factor,is_paused,is_st,list_date,list_date_fallback,industry,limit_up,limit_down,has_valid_ohlc,has_valid_volume,has_valid_amount,has_valid_limit,has_valid_list_date,has_valid_industry,listed_days,listed_days_fallback,avg_amount,eligible,liquidity_rank,selected,industry_source,industry_update_date,year
2018-01-02,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-0.77,-0.4,-0.82,-0.44,200203300.0,1690044240.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,-0.48400000000000004,-0.396,False,True,True,False,True,False,1435,False,1690044240.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-02,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.31,-2.23,-2.35,-2.25,49180700.0,337706672.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.475,-2.025,False,True,True,False,True,False,3843,False,337706672.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-03,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-0.5,-0.2,-0.52,-0.41,136180000.0,1187363264.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,-0.48400000000000004,-0.396,False,True,True,False,True,False,1436,False,1438703752.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-03,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.18,-2.01,-2.21,-2.15,92033800.0,652782880.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.475,-2.025,False,True,True,False,True,False,3844,False,495244776.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-04,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-0.35,-0.11,-0.39,-0.16,96847100.0,852904192.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,-0.451,-0.369,False,True,True,False,True,False,1437,False,1243437232.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-04,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.18,-2.02,-2.22,-2.09,59743000.0,423689296.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.365,-1.935,False,True,True,False,True,False,3845,False,471392949.3333333,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-05,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-0.18,-0.12,-0.3,-0.2,73503800.0,648554864.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,-0.17600000000000002,-0.14400000000000002,False,True,True,False,True,False,1438,False,1094716640.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-05,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.08,-1.96,-2.17,-2.01,72258800.0,515959760.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.299,-1.881,False,True,True,False,True,False,3846,False,482534652.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-08,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-0.14,0.59,-0.16,0.35,210649900.0,1953081424.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,-0.22000000000000003,-0.18000000000000002,False,True,True,False,True,False,1441,False,1266389596.8,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-08,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.0,-1.89,-2.08,-1.98,69018400.0,499748848.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.211,-1.809,False,True,True,False,True,False,3849,False,485977491.2,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-09,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.0,-2.0,-2.17,-2.1,70077900.0,497074464.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.178,-1.782,False,True,True,False,True,False,3850,False,487826986.6666667,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-10,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.09,-2.07,-2.19,-2.08,55710700.0,393856160.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.3100000000000005,-1.8900000000000001,False,True,True,False,True,False,3851,False,474402582.85714287,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-11,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,0.14,0.19,-0.22,-0.09,86641700.0,777549968.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,0.198,0.162,False,True,True,False,True,False,1444,False,1111014760.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-11,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.12,-2.06,-2.16,-2.14,35111200.0,248086299.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.2880000000000003,-1.872,False,True,True,False,True,False,3852,False,446113047.375,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-12,601225.SH,True,failed,invalid_limit;invalid_ohlc,-0.06,0.18,-0.14,0.0,66456900.0,603434992.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,-0.099,-0.081,False,True,True,False,True,False,1445,False,1054617008.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-12,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.14,-2.09,-2.22,-2.2,37260900.0,261282021.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.3540000000000005,-1.9260000000000002,False,True,True,False,True,False,3853,False,425576266.6666667,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-15,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,0.05,0.13,-0.49,-0.4,83514000.0,731282560.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,0.0,0.0,False,True,True,False,True,False,1448,False,1022283563.2,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-15,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.23,-2.2,-2.48,-2.46,63540500.0,430400000.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.4200000000000004,-1.9800000000000002,False,True,True,False,True,False,3856,False,426058640.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-16,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-0.35,-0.23,-0.4,-0.27,49693300.0,434368544.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,-0.44000000000000006,-0.36000000000000004,False,True,True,False,True,False,1449,False,968836743.2727273,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-16,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.48,-2.4,-2.51,-2.42,37202300.0,246825713.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.706,-2.214,False,True,True,False,True,False,3857,False,409764737.54545456,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-17,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-0.24,-0.09,-0.41,-0.17,68243200.0,602155920.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,-0.29700000000000004,-0.24300000000000002,False,True,True,False,True,False,1450,False,938280008.0,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-17,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.44,-2.34,-2.5,-2.41,38210500.0,254913168.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.662,-2.178,False,True,True,False,True,False,3858,False,396860440.0833333,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-18,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-0.15,0.09,-0.16,0.02,73208900.0,660848608.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,-0.18700000000000003,-0.15300000000000002,False,True,True,False,True,False,1451,False,916939131.0769231,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-18,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.44,-2.34,-2.5,-2.37,33483000.0,224337494.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.6510000000000002,-2.169,False,True,True,False,True,False,3859,False,383589444.2307692,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-19,601225.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,0.05,0.32,-0.02,0.17,89332800.0,825358848.0,eastmoney,False,qfq,1,2026-06-28T07:45:29.215022+00:00,,share,,1.0,False,False,2014-01-28,False,煤炭,0.022000000000000002,0.018000000000000002,False,True,True,False,True,False,1452,False,910397682.2857143,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-19,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.38,-2.22,-2.42,-2.24,49148300.0,336043056.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.607,-2.133,False,True,True,False,True,False,3860,False,380193273.64285713,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-22,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.27,-2.21,-2.32,-2.27,34903300.0,239488806.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.4640000000000004,-2.0160000000000005,False,True,True,False,True,False,3863,False,370812975.8,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-23,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.27,-2.18,-2.3,-2.24,33837900.0,233516784.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.4970000000000003,-2.043,False,True,True,False,True,False,3864,False,362231963.8125,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-24,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.25,-2.04,-2.27,-2.05,76582600.0,541392800.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.4640000000000004,-2.0160000000000005,False,True,True,False,True,False,3865,False,372770836.5294118,True,,True,eastmoney_board_industry,2026-06-28,2018
2018-01-25,601919.SH,True,failed,invalid_limit;invalid_ohlc;vwap_unit_outlier,-2.06,-1.94,-2.12,-2.09,60383800.0,434963280.0,eastmoney,False,qfq,1,2026-06-28T07:45:32.034261+00:00,,share,,1.0,False,False,2007-06-26,False,航运,-2.255,-1.845,False,True,True,False,True,False,3866,False,376225972.2777778,True,,True,eastmoney_board_industry,2026-06-28,2018
