date,symbol,is_selected,quality_status,quality_flags_x,open,high,low,close,volume,amount,data_source,amount_estimated,price_adjust,source_priority,source_fetch_time,source_error,volume_unit,quality_flags_y,factor,is_paused,is_st,list_date,list_date_fallback,industry,limit_up,limit_down,has_valid_ohlc,has_valid_volume,has_valid_amount,has_valid_limit,has_valid_list_date,has_valid_industry,listed_days,listed_days_fallback,avg_amount,eligible,liquidity_rank,selected,industry_source,industry_update_date,year
2018-01-02,000708.SZ,True,warning,vwap_unit_outlier,1.58,1.81,1.52,1.74,5377200.0,62405500.0,eastmoney,False,qfq,1,2026-06-28T08:48:32.610388+00:00,,share,,1.0,False,False,1997-03-26,False,C 制造业,1.9140000000000001,1.566,True,True,True,True,True,True,7587.0,False,62405500.0,True,448.0,True,akshare_metadata_cache,,2018
2018-01-02,002709.SZ,True,warning,vwap_unit_outlier,6.83,7.12,6.83,7.1,4532100.0,216678876.0,eastmoney,False,qfq,1,2026-06-28T07:56:06.049302+00:00,,share,,1.0,False,False,2014-01-23,False,C 制造业,7.8100000000000005,6.39,True,True,True,True,True,True,1440.0,False,216678876.0,True,154.0,True,akshare_metadata_cache,,2018
2018-01-02,002746.SZ,False,warning,vwap_unit_outlier,4.37,4.54,4.37,4.45,1046700.0,24566610.0,eastmoney,False,qfq,1,2026-06-28T08:48:46.011288+00:00,,share,,1.0,False,False,2015-02-16,False,C 制造业,4.8950000000000005,4.005,True,True,True,True,True,True,1051.0,False,24566610.0,True,771.0,False,akshare_metadata_cache,,2018
2018-01-02,002749.SZ,False,warning,vwap_unit_outlier,6.39,6.4,6.27,6.39,317500.0,20403988.0,eastmoney,False,qfq,1,2026-06-28T08:48:46.010181+00:00,,share,,1.0,False,False,2015-03-20,False,C 制造业,7.029,5.7509999999999994,True,True,True,True,True,True,1019.0,False,20403988.0,True,839.0,False,akshare_metadata_cache,,2018
2018-01-02,002837.SZ,False,warning,vwap_unit_outlier,3.08,3.1,3.04,3.08,2361500.0,47991519.0,eastmoney,False,qfq,1,2026-06-28T08:48:47.235729+00:00,,share,,1.0,False,False,2016-12-29,False,C 制造业,3.3880000000000003,2.7720000000000002,True,True,True,True,True,True,369.0,False,47991519.0,True,538.0,False,akshare_metadata_cache,,2018
2018-01-02,300394.SZ,False,warning,vwap_unit_outlier,2.13,2.21,2.1,2.18,813800.0,18370648.0,eastmoney,False,qfq,1,2026-06-28T07:56:13.519345+00:00,,share,,1.0,False,False,2015-02-17,False,C 制造业,2.616,1.7440000000000002,True,True,True,True,True,True,1050.0,False,18370648.0,True,870.0,False,akshare_metadata_cache,,2018
2018-01-02,300525.SZ,False,warning,vwap_unit_outlier,4.08,4.09,4.02,4.06,171400.0,7135280.0,eastmoney,False,qfq,1,2026-06-28T07:56:14.724410+00:00,,share,,1.0,False,False,2016-07-26,False,I 信息技术,4.871999999999999,3.2479999999999998,True,True,True,True,True,True,525.0,False,7135280.0,False,1062.0,False,akshare_metadata_cache,,2018
2018-01-02,300575.SZ,False,warning,vwap_unit_outlier,5.61,5.7,5.5,5.67,614000.0,24365965.0,eastmoney,False,qfq,1,2026-06-28T08:48:56.156171+00:00,,share,,1.0,False,False,2016-12-20,False,C 制造业,6.803999999999999,4.5360000000000005,True,True,True,True,True,True,378.0,False,24365965.0,True,774.0,False,akshare_metadata_cache,,2018
2018-01-02,300595.SZ,False,warning,vwap_unit_outlier,6.28,6.38,6.26,6.36,350000.0,17888516.0,eastmoney,False,qfq,1,2026-06-28T07:56:15.923750+00:00,,share,,1.0,False,False,2017-01-17,False,C 制造业,7.632,5.088000000000001,True,True,True,True,True,True,350.0,False,17888516.0,True,879.0,False,akshare_metadata_cache,,2018
2018-01-02,300613.SZ,True,warning,vwap_unit_outlier,39.86,40.43,38.29,40.13,854400.0,175244166.0,eastmoney,False,qfq,1,2026-06-28T08:48:56.865478+00:00,,share,,1.0,False,False,2017-02-20,False,I 信息技术,48.156,32.104000000000006,True,True,True,True,True,True,316.0,False,175244166.0,True,190.0,True,akshare_metadata_cache,,2018
2018-01-02,300628.SZ,True,warning,vwap_unit_outlier,7.98,8.1,7.9,8.07,573000.0,76960522.0,eastmoney,False,qfq,1,2026-06-28T07:56:16.538683+00:00,,share,,1.0,False,False,2017-03-17,False,C 制造业,9.684,6.456,True,True,True,True,True,True,291.0,False,76960522.0,True,377.0,True,akshare_metadata_cache,,2018
