date,raw_count,eligible_count,selected_universe_count,configured_top_n,candidate_pool_limited,st_count,paused_count,limit_buy_blocked_count,listed_days_fallback_rate,industry_coverage_rate,avg_amount_median,avg_amount_min
2018-01-02,569,554,554,0,False,0,0,2,0.0,1.0,182970212.5,10291153.0
2018-01-03,570,558,558,0,False,0,0,3,0.0,1.0,203470428.75,11166215.0
2018-01-04,572,560,560,0,False,0,0,4,0.0,1.0,206885184.1666667,11250282.666666666
2018-01-05,572,560,560,0,False,0,0,4,0.0,1.0,210348327.375,10554856.75
2018-01-08,572,560,560,0,False,0,0,5,0.0,1.0,211166420.3,10731310.8
2018-01-09,571,559,559,0,False,0,0,2,0.0,1.0,212536063.5,10771453.666666666
2018-01-10,571,559,559,0,False,0,0,2,0.0,1.0,214698036.42857143,10801023.142857144
2018-01-11,571,559,559,0,False,0,0,4,0.0,1.0,214110672.75,10317332.25
2018-01-12,571,559,559,0,False,0,0,4,0.0,1.0,214056713.66666666,10174303.777777778
2018-01-15,571,559,559,0,False,0,0,4,0.0,1.0,209546393.8,10174089.1
2018-01-16,571,558,558,0,False,0,0,3,0.0,1.0,212757383.95454544,11065336.363636363
2018-01-17,570,557,557,0,False,0,0,4,0.0,1.0,212938175.33333334,11680554.083333334
2018-01-18,567,554,554,0,False,0,0,3,0.0,1.0,208689207.42307693,11592861.615384616
2018-01-19,567,554,554,0,False,0,0,5,0.0,1.0,206595766.28571427,11880312.0
2018-01-22,565,553,553,0,False,0,0,4,0.0,1.0,206262661.33333334,10028692.733333332
2018-01-23,563,550,550,0,False,0,0,2,0.0,1.0,203613009.6875,11616752.4375
2018-01-24,564,552,552,0,False,0,0,2,0.0,1.0,206617225.91176468,10233202.823529411
2018-01-25,563,551,551,0,False,0,0,4,0.0,1.0,214476767.44444445,10483218.333333334
2018-01-26,563,551,551,0,False,0,0,2,0.0,1.0,212160759.89473686,10396996.315789474
2018-01-29,562,550,550,0,False,0,0,6,0.0,1.0,212100040.8,10421330.6
2018-01-30,562,550,550,0,False,0,0,3,0.0,1.0,211320779.5,10338274.95
2018-01-31,562,549,549,0,False,0,0,2,0.0,1.0,207834466.55,10764038.0
2018-02-01,566,553,553,0,False,0,0,3,0.0,1.0,207878093.25,11064915.35
2018-02-02,562,549,549,0,False,0,0,3,0.0,1.0,202770243.7,10996912.35
