date,industry,portfolio_weight,benchmark_weight,active_weight
2025-01-03,I 信息技术,0.11401586916725709,0.02788339670468948,0.08613247246256761
2025-01-03,L 商务服务,0.038007020774929,0.0063371356147021544,0.03166988516022684
2025-01-03,Q 卫生,0.0190016501107084,0.0025348542458808617,0.01646679586482754
2025-01-03,K 房地产,0.0190035901850795,0.0038022813688212928,0.015201308816258209
2025-01-03,F 批发零售,0.0190015591577829,0.0063371356147021544,0.012664423543080745
2025-01-03,E 建筑业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-03,信息传输、软件和信息技术服务业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-03,公用事业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-03,建筑业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-03,房地产业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-03,采矿业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-03,非银金融,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-03,N 公共环保,0.0,0.0025348542458808617,-0.0025348542458808617
2025-01-03,A 农林牧渔,0.0,0.0038022813688212928,-0.0038022813688212928
2025-01-03,R 文化传播,0.0,0.0038022813688212928,-0.0038022813688212928
2025-01-03,M 科研服务,0.0,0.005069708491761723,-0.005069708491761723
2025-01-03,交通运输、仓储和邮政业,0.0,0.0063371356147021544,-0.0063371356147021544
2025-01-03,金融业,0.0,0.0063371356147021544,-0.0063371356147021544
2025-01-03,B 采矿业,0.0,0.0076045627376425855,-0.0076045627376425855
2025-01-03,电力、热力、燃气及水生产和供应业,0.0,0.0076045627376425855,-0.0076045627376425855
2025-01-03,G 运输仓储,0.0,0.008871989860583017,-0.008871989860583017
2025-01-03,制造业,0.0,0.008871989860583017,-0.008871989860583017
2025-01-03,J 金融业,0.0189424715591656,0.029150823827629912,-0.01020835226846431
2025-01-03,D 水电煤气,0.0,0.012674271229404309,-0.012674271229404309
2025-01-03,C 制造业,0.26588508394309973,0.29277566539923955,-0.026890581456139817
2025-01-03,unknown,0.4553403072282574,0.5487959442332065,-0.09345563700494913
2025-01-06,I 信息技术,0.0943463390403033,0.02788339670468948,0.06646294233561383
2025-01-06,L 商务服务,0.064832940979518,0.0063371356147021544,0.05849580536481584
2025-01-06,J 金融业,0.0645136915093923,0.029150823827629912,0.03536286768176239
2025-01-06,Q 卫生,0.0188171915183504,0.0025348542458808617,0.01628233727246954
2025-01-06,K 房地产,0.0191144662462141,0.0038022813688212928,0.015312184877392809
2025-01-06,F 批发零售,0.0190250675397501,0.0063371356147021544,0.012687931925047944
2025-01-06,C 制造业,0.3009656055838935,0.29277566539923955,0.008189940184653965
2025-01-06,E 建筑业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-06,信息传输、软件和信息技术服务业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-06,公用事业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-06,建筑业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-06,房地产业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-06,采矿业,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-06,非银金融,0.0,0.0012674271229404308,-0.0012674271229404308
2025-01-06,N 公共环保,0.0,0.0025348542458808617,-0.0025348542458808617
2025-01-06,A 农林牧渔,0.0,0.0038022813688212928,-0.0038022813688212928
2025-01-06,R 文化传播,0.0,0.0038022813688212928,-0.0038022813688212928
2025-01-06,M 科研服务,0.0,0.005069708491761723,-0.005069708491761723
2025-01-06,交通运输、仓储和邮政业,0.0,0.0063371356147021544,-0.0063371356147021544
2025-01-06,金融业,0.0,0.0063371356147021544,-0.0063371356147021544
2025-01-06,B 采矿业,0.0,0.0076045627376425855,-0.0076045627376425855
2025-01-06,电力、热力、燃气及水生产和供应业,0.0,0.0076045627376425855,-0.0076045627376425855
2025-01-06,G 运输仓储,0.0,0.008871989860583017,-0.008871989860583017
2025-01-06,制造业,0.0,0.008871989860583017,-0.008871989860583017
2025-01-06,D 水电煤气,0.0,0.012674271229404309,-0.012674271229404309
2025-01-06,unknown,0.4063249942445975,0.5487959442332065,-0.14247094998860904
2025-01-07,I 信息技术,0.0751654524115936,0.027848101265822784,0.04731735114577082
2025-01-07,C 制造业,0.3379715299274849,0.2936708860759494,0.04430064385153554
2025-01-07,L 商务服务,0.0471293793473629,0.006329113924050633,0.04080026542331227
2025-01-07,J 金融业,0.0452809082448396,0.02911392405063291,0.01616698419420669
2025-01-07,Q 卫生,0.0178958140013005,0.002531645569620253,0.015364168431680248
2025-01-07,F 批发零售,0.0188392390003424,0.006329113924050633,0.012510125076291768
2025-01-07,E 建筑业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-07,信息传输、软件和信息技术服务业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-07,公用事业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-07,建筑业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-07,房地产业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-07,采矿业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-07,非银金融,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-07,N 公共环保,0.0,0.002531645569620253,-0.002531645569620253
2025-01-07,A 农林牧渔,0.0,0.0037974683544303796,-0.0037974683544303796
2025-01-07,K 房地产,0.0,0.0037974683544303796,-0.0037974683544303796
2025-01-07,R 文化传播,0.0,0.0037974683544303796,-0.0037974683544303796
2025-01-07,M 科研服务,0.0,0.005063291139240506,-0.005063291139240506
2025-01-07,交通运输、仓储和邮政业,0.0,0.006329113924050633,-0.006329113924050633
2025-01-07,金融业,0.0,0.006329113924050633,-0.006329113924050633
2025-01-07,B 采矿业,0.0,0.007594936708860759,-0.007594936708860759
2025-01-07,电力、热力、燃气及水生产和供应业,0.0,0.007594936708860759,-0.007594936708860759
2025-01-07,G 运输仓储,0.0,0.008860759493670886,-0.008860759493670886
2025-01-07,制造业,0.0,0.008860759493670886,-0.008860759493670886
2025-01-07,D 水电煤气,0.0,0.012658227848101266,-0.012658227848101266
2025-01-07,unknown,0.4474474562510715,0.5481012658227848,-0.10065380957171333
2025-01-08,L 商务服务,0.049112507659937896,0.006329113924050633,0.042783393735887264
2025-01-08,C 制造业,0.3171025087048855,0.2936708860759494,0.02343162262893611
2025-01-08,Q 卫生,0.0179208505952373,0.002531645569620253,0.015389205025617046
2025-01-08,I 信息技术,0.0391541733505255,0.027848101265822784,0.011306072084702714
2025-01-08,J 金融业,0.0393542874664851,0.02911392405063291,0.010240363415852192
2025-01-08,E 建筑业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-08,信息传输、软件和信息技术服务业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-08,公用事业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-08,建筑业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-08,房地产业,0.0,0.0012658227848101266,-0.0012658227848101266
2025-01-08,采矿业,0.0,0.0012658227848101266,-0.0012658227848101266
