benchmark,up_market,months,avg_excess_return,hit_rate,total_excess_return
csi1000,False,6,0.03216675963535411,0.8333333333333334,0.19300055781212466
csi1000,True,12,0.04431886038454602,0.9166666666666666,0.5318263246145523
csi500,False,6,0.03596352754113469,0.8333333333333334,0.21578116524680813
csi500,True,12,0.03802741941629043,0.8333333333333334,0.4563290329954852
hs300,False,6,0.02025586028341401,0.6666666666666666,0.12153516170048406
hs300,True,12,0.06512903979647994,0.9166666666666666,0.7815484775577592
