symbol,total_contribution,avg_contribution,holding_days,avg_weight,max_weight
300502.SZ,0.05704711593192552,0.00022727934634233273,251,0.01983787743937527,0.0284132223299462
688498.SH,0.047901290116061944,0.00026760497271542986,179,0.020459920930415005,0.0262503777431684
300394.SZ,0.04295879902071244,0.0001633414411433933,263,0.019907287066284262,0.0303558303871744
688256.SH,0.03806175059765215,0.00017785864765258014,214,0.020751648313734567,0.0442106977656498
300857.SZ,0.029802534041374878,0.00010956813985799588,272,0.021916299614137377,0.0310894234788058
300548.SZ,0.021686500870365926,0.0002745126692451383,79,0.02040435906443405,0.0236952135829081
603119.SH,0.021572116744008756,8.914097828102791e-05,242,0.019280342778720448,0.0239211541259206
300953.SZ,0.02134681581010355,8.677567402481117e-05,246,0.020244049796617595,0.0248622425482901
300475.SZ,0.01798442671106398,0.0005138407631732566,35,0.02026020387107093,0.0229272931166769
605117.SH,0.017151013009322372,0.00010994239108539982,156,0.019891423318708707,0.026757125791317
301377.SZ,0.016229901791104017,0.0002798258929500693,58,0.02024949355961507,0.0252054127883873
300100.SZ,0.015012189970879695,0.00017255390771126085,87,0.019846256412278034,0.0226982819514695
688313.SH,0.014482169094527347,0.0001328639366470399,109,0.02001154545399578,0.0247369000372413
300308.SZ,0.013948142249337058,0.00034870355623342646,40,0.019801040217887415,0.0213234381286319
002837.SZ,0.013880172277845746,5.7356083792751015e-05,242,0.018935830254960064,0.0257630429253416
600126.SH,0.013835346869834888,0.0003843151908287469,36,0.02184528183535863,0.0343900729893688
002261.SZ,0.013510416154389162,0.0002702083230877832,50,0.02039429743252692,0.0268913173036834
688336.SH,0.012766074273885293,6.480240748165124e-05,197,0.018827738186576525,0.0291316946366585
300570.SZ,0.012244429089689831,0.0001654652579687815,74,0.020107119440433353,0.0222471468292679
688200.SH,0.011636782613576096,7.318731203506978e-05,159,0.020055605273080312,0.0246778067714813
600711.SH,0.011522504923127702,0.0001745834079261773,66,0.020338706613447825,0.0244863328915556
600183.SH,0.011298724910183558,0.000143021834306121,79,0.019952205361567575,0.0223895149437626
601991.SH,0.011262607883485657,0.0005927688359729294,19,0.02305660300848247,0.0288359757712581
002195.SZ,0.011226305770807946,0.0003508220553377483,32,0.019997211803095164,0.0239467232677438
688017.SH,0.010640207720233011,0.00020863152392613748,51,0.020168496471747024,0.0309638923203095
688012.SH,0.010500421290906609,6.287677419704557e-05,167,0.019511094559526296,0.0261336109529488
300033.SZ,0.010185152488184378,8.280611779011689e-05,123,0.0186270563071175,0.024537034442409
000559.SZ,0.009923938124889956,0.00029188053308499873,34,0.02052007498488204,0.0236651911314963
600362.SH,0.009805384739924837,0.0007542603646096028,13,0.021629562859138415,0.0261591516337571
688172.SH,0.009799683489447349,0.000426073195193363,23,0.020989635712421458,0.0237594012142219
688281.SH,0.009673860886721307,6.122696763747663e-05,158,0.01939763131358732,0.0283444508174649
300058.SZ,0.009641363485380954,7.304063246500722e-05,132,0.019742491094897067,0.0237807251494813
603256.SH,0.009617777133884994,0.000188583865370294,51,0.02013816299062257,0.022555569886962
603920.SH,0.009573296606498369,0.00012432852735712167,77,0.02034567281958877,0.0238048292543004
002602.SZ,0.009363293150341234,0.00042560423410641974,22,0.020721949456555408,0.0224348684493492
301358.SZ,0.009362856240199372,0.00024007323692818903,39,0.020307901071568085,0.0229032739380779
688220.SH,0.009294876884173698,0.00013470836064019852,69,0.020240689998795334,0.025301512886509
601872.SH,0.009086123921443803,0.00041300563279290014,22,0.0204976581132207,0.0252496458145194
002265.SZ,0.008960859359305434,0.00017232421844818143,52,0.019928858316751858,0.0225768297348774
300803.SZ,0.008864550588098515,0.0001969900130688559,45,0.019343444429269784,0.0214969074411435
301200.SZ,0.008677536860044459,0.00018462844383073317,47,0.020051924136425862,0.0225961165048695
