date,raw_count,eligible_count,selected_universe_count,configured_top_n,candidate_pool_limited,st_count,paused_count,limit_buy_blocked_count,listed_days_fallback_rate,industry_coverage_rate,avg_amount_median,avg_amount_min
2018-01-02,1088,987,421,450,False,0,0,1,0.0,1.0,136143692.0,61769932.0
2018-01-03,1092,1010,421,450,False,0,0,4,0.0,1.0,156599633.0,69287025.0
2018-01-04,1091,1016,423,450,False,0,0,5,0.0,1.0,163024621.66666666,71330274.33333333
2018-01-05,1093,1022,426,450,False,0,0,4,0.0,1.0,159918584.5,70110503.0
2018-01-08,1095,1026,424,450,False,0,0,8,0.0,1.0,167815544.7,71174283.2
2018-01-09,1095,1027,423,450,False,0,0,6,0.0,1.0,164622770.66666666,69772842.5
2018-01-10,1096,1031,424,450,False,0,0,4,0.0,1.0,163038066.42857143,69067532.42857143
2018-01-11,1095,1029,423,450,False,0,0,4,0.0,1.0,159862622.375,72781935.0
2018-01-12,1094,1026,419,450,False,0,0,6,0.0,1.0,165678679.8888889,75994825.55555555
2018-01-15,1095,1034,419,450,False,0,0,4,0.0,1.0,167368782.2,78271198.0
2018-01-16,1093,1032,418,450,False,0,0,4,0.0,1.0,166251085.4090909,77066009.63636364
2018-01-17,1092,1033,417,450,False,0,0,7,0.0,1.0,164139422.0,78545926.83333333
2018-01-18,1087,1023,416,450,False,0,0,2,0.0,1.0,165998249.96153846,76534708.92307693
2018-01-19,1088,1026,415,450,False,0,0,4,0.0,1.0,167694842.85714287,77035937.21428572
2018-01-22,1082,1020,415,450,False,0,0,3,0.0,1.0,167072086.86666667,76814002.6
2018-01-23,1082,1021,414,450,False,0,0,2,0.0,1.0,167187414.71875,75471645.3125
2018-01-24,1086,1026,415,450,False,0,0,4,0.0,1.0,169981948.4117647,75483235.05882353
2018-01-25,1086,1028,415,450,False,0,0,4,0.0,1.0,170704236.1111111,77664959.55555555
2018-01-26,1083,1026,415,450,False,0,0,0,0.0,1.0,170458744.31578946,77817176.57894737
2018-01-29,1083,1027,415,450,False,0,0,4,0.0,1.0,169956718.25,78031084.75
2018-01-30,1084,1025,414,450,False,0,0,2,0.0,1.0,170543983.55,77583007.45
2018-01-31,1084,1022,413,450,False,0,0,2,0.0,1.0,170222700.4,77114266.55
2018-02-01,1084,1023,413,450,False,0,0,2,0.0,1.0,168953038.1,78176472.25
2018-02-02,1075,1019,413,450,False,0,0,1,0.0,1.0,162380864.4,77743862.85
2018-02-05,1066,1010,414,450,False,0,0,1,0.0,1.0,161103105.225,75798888.2
2018-02-06,1065,1007,413,450,False,0,0,1,0.0,1.0,159288803.65,75734099.6
2018-02-07,1060,1005,414,450,False,0,0,6,0.0,1.0,158912846.425,72916979.1
2018-02-08,1061,1006,414,450,False,0,0,1,0.0,1.0,155718378.575,70635647.9
2018-02-09,1062,1008,413,450,False,0,0,0,0.0,1.0,157590251.25,70408712.55
2018-02-12,1068,1014,415,450,False,0,0,2,0.0,1.0,154583183.5,69101774.45
2018-02-13,1069,1016,418,450,False,0,0,4,0.0,1.0,152844352.45,68093241.8
2018-02-14,1073,1018,418,450,False,0,0,2,0.0,1.0,146263851.05,66128051.75
2018-02-22,1077,1026,421,450,False,0,0,3,0.0,1.0,144453054.5,65758406.95
2018-02-23,1076,1024,422,450,False,0,0,5,0.0,1.0,140719860.425,63758466.4
2018-02-26,1077,1024,422,450,False,0,0,2,0.0,1.0,140020515.025,62805446.45
2018-02-27,1082,1029,423,450,False,0,0,5,0.0,1.0,141984410.85,64264541.15
2018-02-28,1082,1024,423,450,False,0,0,2,0.0,1.0,140088872.25,63671197.2
2018-03-01,1081,1021,425,450,False,0,0,2,0.0,1.0,137301548.1,61660746.05
2018-03-02,1083,1021,425,450,False,0,0,5,0.0,1.0,134790075.6,61570544.85
2018-03-05,1080,1014,424,450,False,0,0,8,0.0,1.0,132265444.775,61793621.65
2018-03-06,1079,1018,426,450,False,0,0,6,0.0,1.0,133500664.2,62096255.7
2018-03-07,1082,1018,426,450,False,0,0,5,0.0,1.0,135193808.39999998,62250927.9
2018-03-08,1081,1010,426,450,False,0,0,4,0.0,1.0,132343604.85,61024850.45
2018-03-09,1084,1022,424,450,False,0,0,5,0.0,1.0,132930425.25,62237636.3
2018-03-12,1086,1028,426,450,False,0,0,5,0.0,1.0,137311330.4,65022531.15
2018-03-13,1085,1026,426,450,False,0,0,5,0.0,1.0,140397529.95,66369626.85
2018-03-14,1085,1027,426,450,False,0,0,3,0.0,1.0,138389131.575,67262450.0
2018-03-15,1090,1035,429,450,False,0,0,2,0.0,1.0,139206455.3,68961078.3
2018-03-16,1091,1037,428,450,False,0,0,6,0.0,1.0,141209826.325,69576677.35
2018-03-19,1090,1039,429,450,False,0,0,4,0.0,1.0,141758347.45,69931449.85
2018-03-20,1088,1041,429,450,False,0,0,3,0.0,1.0,145839508.75,71381974.25
2018-03-21,1090,1045,429,450,False,0,0,3,0.0,1.0,150594199.35,73467252.2
2018-03-22,1089,1046,430,450,False,0,0,2,0.0,1.0,153745539.5,74445154.8
2018-03-23,1088,1050,430,450,False,0,0,3,0.0,1.0,160343382.55,77599986.4
2018-03-26,1088,1050,430,450,False,0,0,1,0.0,1.0,163015290.75,77707391.3
2018-03-27,1085,1048,431,450,False,0,0,3,0.0,1.0,164299528.46666667,80009738.9
2018-03-28,1084,1046,431,450,False,0,0,3,0.0,1.0,166991886.4,82951559.55
2018-03-29,1087,1050,431,450,False,0,0,4,0.0,1.0,167249755.85,82741899.45
2018-03-30,1092,1055,431,450,False,0,0,4,0.0,1.0,169209707.4,83419620.25
2018-04-02,1095,1060,432,450,False,0,0,5,0.0,1.0,175876504.225,85069634.15
2018-04-03,1092,1059,433,450,False,0,0,2,0.0,1.0,177090070.35,86350245.2
2018-04-04,1094,1062,434,450,False,0,0,8,0.0,1.0,182314028.95,88794430.85
2018-04-09,1090,1058,434,450,False,0,0,5,0.0,1.0,187177612.05,89422093.3
2018-04-10,1093,1062,433,450,False,0,0,6,0.0,1.0,183754534.5,88981654.95
2018-04-11,1094,1064,433,450,False,0,0,5,0.0,1.0,183226147.35,88545225.75
2018-04-12,1094,1066,434,450,False,0,0,3,0.0,1.0,184123608.475,88221345.95
2018-04-13,1094,1064,434,450,False,0,0,4,0.0,1.0,184824524.85,88053088.5
2018-04-16,1092,1062,433,450,False,0,0,8,0.0,1.0,181392817.2,88777550.0
2018-04-17,1096,1067,433,450,False,0,0,6,0.0,1.0,188431678.4,90192595.65
2018-04-18,1096,1065,433,450,False,0,0,3,0.0,1.0,188278475.85,91211759.5
2018-04-19,1096,1065,433,450,False,0,0,5,0.0,1.0,184500072.65,90974260.05
2018-04-20,1097,1066,433,450,False,0,0,3,0.0,1.0,181529019.9,90049714.0
2018-04-23,1099,1067,433,450,False,0,0,7,0.0,1.0,181263389.25,90000574.85
2018-04-24,1099,1065,433,450,False,0,0,4,0.0,1.0,179185830.15384614,87223613.45
2018-04-25,1103,1067,433,450,False,0,0,7,0.0,1.0,179377998.0,87387621.8
2018-04-26,1102,1065,434,450,False,0,0,5,0.0,1.0,179291926.1,86578420.15
2018-04-27,1101,1063,433,450,False,0,0,5,0.0,1.0,179187150.3,87171157.55
2018-05-02,1100,1064,433,450,False,0,0,1,0.0,1.0,180376493.2,88151001.6
2018-05-03,1101,1064,434,450,False,0,0,2,0.0,1.0,178988158.475,86168696.5
2018-05-04,1102,1064,434,450,False,0,0,2,0.0,1.0,170683960.075,85059527.15
2018-05-07,1103,1065,436,450,False,0,0,2,0.0,1.0,167469494.875,84657642.2
2018-05-08,1104,1064,436,450,False,0,0,5,0.0,1.0,164727861.80227274,81758620.2
2018-05-09,1102,1063,436,450,False,0,0,5,0.0,1.0,162612849.8,81497234.2
2018-05-10,1103,1064,436,450,False,0,0,5,0.0,1.0,161090130.025,80408038.3
2018-05-11,1105,1065,436,450,False,0,0,6,0.0,1.0,157719148.75,81099169.25
2018-05-14,1105,1059,436,450,False,0,0,3,0.0,1.0,157503172.075,80400655.25
2018-05-15,1105,1059,438,450,False,0,0,4,0.0,1.0,157458886.75,79858130.85
2018-05-16,1107,1063,438,450,False,0,0,3,0.0,1.0,156743814.51875,80531922.85
2018-05-17,1109,1062,437,450,False,0,0,3,0.0,1.0,160116686.95,80733770.05
2018-05-18,1109,1059,437,450,False,0,0,5,0.0,1.0,155519074.85,81484522.35
2018-05-21,1106,1057,437,450,False,0,0,4,0.0,1.0,151696793.5,82565694.35
2018-05-22,1106,1057,437,450,False,0,0,3,0.0,1.0,152564053.85,84085558.75
2018-05-23,1107,1059,437,450,False,0,0,3,0.0,1.0,153555377.15,83597994.55
2018-05-24,1105,1061,438,450,False,0,0,4,0.0,1.0,154297013.475,83457854.9
2018-05-25,1108,1066,439,450,False,0,0,7,0.0,1.0,154655785.15,82677154.4
2018-05-28,1112,1068,439,450,False,0,0,3,0.0,1.0,156687514.05,84349502.15
2018-05-29,1111,1066,438,450,False,0,0,4,0.0,1.0,157103058.6,83997331.4
2018-05-30,1108,1063,437,450,False,0,0,2,0.0,1.0,159696469.95,84347451.9
2018-05-31,1107,1063,438,450,False,0,0,7,0.0,1.0,158926308.9,83927381.05
2018-06-01,1108,1062,437,450,False,0,0,3,0.0,1.0,158383808.65,83656106.95
2018-06-04,1112,1067,437,450,False,0,0,3,0.0,1.0,158463457.05,82670216.9
2018-06-05,1115,1066,437,450,False,0,0,3,0.0,1.0,154924216.65,82537670.75
2018-06-06,1116,1070,439,450,False,0,0,4,0.0,1.0,157250191.55,83576082.6
2018-06-07,1114,1068,439,450,False,0,0,6,0.0,1.0,158696970.6,81378688.8
2018-06-08,1112,1068,439,450,False,0,0,3,0.0,1.0,159846766.65,78983819.4
2018-06-11,1116,1068,439,450,False,0,0,5,0.0,1.0,158221120.75,76896788.8
2018-06-12,1115,1064,437,450,False,0,0,4,0.0,1.0,158578575.65,76647557.7
2018-06-13,1116,1065,437,450,False,0,0,8,0.0,1.0,156387789.05,75653215.6
2018-06-14,1113,1063,437,450,False,0,0,6,0.0,1.0,149096177.8,74574413.35
2018-06-15,1113,1064,437,450,False,0,0,4,0.0,1.0,147660143.05,75024036.4
2018-06-19,1106,1059,437,450,False,0,0,3,0.0,1.0,144535243.05,73149392.2
2018-06-20,1106,1058,437,450,False,0,0,3,0.0,1.0,141803216.36842105,70981893.3
2018-06-21,1106,1056,437,450,False,0,0,7,0.0,1.0,137442828.0,69390332.5
2018-06-22,1107,1053,436,450,False,0,0,1,0.0,1.0,137380291.3,67888936.7
2018-06-25,1108,1052,435,450,False,0,0,7,0.0,1.0,133525395.1,66877864.75
2018-06-26,1109,1050,435,450,False,0,0,1,0.0,1.0,131741397.05,66695404.15
2018-06-27,1112,1051,436,450,False,0,0,6,0.0,1.0,129191774.6,63863699.55
2018-06-28,1113,1042,436,450,False,0,0,3,0.0,1.0,126828315.1,61092066.35
2018-06-29,1116,1047,438,450,False,0,0,4,0.0,1.0,125139480.5,59805087.9
2018-07-02,1118,1047,439,450,False,0,0,5,0.0,1.0,125608203.0,60310338.15
2018-07-03,1122,1053,439,450,False,0,0,4,0.0,1.0,124568722.4,61506359.45
2018-07-04,1123,1053,439,450,False,0,0,3,0.0,1.0,122037960.55,61321900.5
2018-07-05,1124,1058,439,450,False,0,0,2,0.0,1.0,121504551.45,61035168.95
2018-07-06,1123,1056,439,450,False,0,0,6,0.0,1.0,115169917.25,60423422.8
2018-07-09,1124,1049,439,450,False,0,0,6,0.0,1.0,114136328.9,59889586.2
2018-07-10,1125,1047,439,450,False,0,0,6,0.0,1.0,117052823.0,58751233.15
2018-07-11,1123,1045,438,450,False,0,0,3,0.0,1.0,116445764.3,59967116.25
2018-07-12,1124,1046,438,450,False,0,0,5,0.0,1.0,115036229.9,59620173.65
2018-07-13,1126,1043,438,450,False,0,0,6,0.0,1.0,117428887.19999999,58959799.7
2018-07-16,1126,1044,438,450,False,0,0,7,0.0,1.0,115091236.775,57875551.9
2018-07-17,1126,1035,438,450,False,0,0,7,0.0,1.0,113660990.2,56126573.25
2018-07-18,1128,1034,438,450,False,0,0,8,0.0,1.0,113007593.17500001,55746270.95
2018-07-19,1128,1028,438,450,False,0,0,6,0.0,1.0,113224541.025,55112710.95
2018-07-20,1131,1032,438,450,False,0,0,3,0.0,1.0,113475228.025,54924665.25
2018-07-23,1131,1031,438,450,False,0,0,4,0.0,1.0,116889085.45,55552122.15
2018-07-24,1130,1032,438,450,False,0,0,7,0.0,1.0,123370075.525,57340197.95
2018-07-25,1131,1036,438,450,False,0,0,9,0.0,1.0,125073507.475,58746831.95
2018-07-26,1131,1045,439,450,False,0,0,7,0.0,1.0,124354133.95,59771729.1
2018-07-27,1131,1048,439,450,False,0,0,8,0.0,1.0,124158486.1,60464660.6
2018-07-30,1132,1052,440,450,False,0,0,8,0.0,1.0,125480391.07499999,60432686.55
2018-07-31,1135,1057,439,450,False,0,0,4,0.0,1.0,124955131.55,61081630.15
2018-08-01,1138,1060,439,450,False,0,0,4,0.0,1.0,124443518.8,61804361.2
2018-08-02,1138,1065,439,450,False,0,0,4,0.0,1.0,123071659.75,62631309.7
2018-08-03,1138,1062,439,450,False,0,0,3,0.0,1.0,125019500.4,61906175.05
2018-08-06,1139,1065,439,450,False,0,0,5,0.0,1.0,125587047.9,61889292.9
2018-08-07,1141,1065,439,450,False,0,0,5,0.0,1.0,125715973.5,61385973.8
2018-08-08,1141,1067,439,450,False,0,0,7,0.0,1.0,124462619.65,61054545.95
2018-08-09,1141,1063,438,450,False,0,0,5,0.0,1.0,121126839.525,59747743.35
2018-08-10,1140,1060,438,450,False,0,0,4,0.0,1.0,118494568.325,58248347.5
2018-08-13,1139,1059,438,450,False,0,0,4,0.0,1.0,118183934.44999999,58289890.8
2018-08-14,1138,1057,438,450,False,0,0,4,0.0,1.0,117332787.80000001,57667457.65
2018-08-15,1139,1061,439,450,False,0,0,8,0.0,1.0,116594755.2,56731749.85
2018-08-16,1139,1058,440,450,False,0,0,5,0.0,1.0,115593799.1,56801357.05
2018-08-17,1140,1057,440,450,False,0,0,6,0.0,1.0,114734042.975,56128967.15
2018-08-20,1141,1053,441,450,False,0,0,5,0.0,1.0,113547447.35,55714121.35
2018-08-21,1142,1044,441,450,False,0,0,5,0.0,1.0,110591214.7,54459596.2
2018-08-22,1142,1032,441,450,False,0,0,3,0.0,1.0,105363734.9,51834689.55
2018-08-23,1141,1024,441,450,False,0,0,4,0.0,1.0,101081961.75,50463941.4
2018-08-24,1142,1013,441,450,False,0,0,3,0.0,1.0,100655673.85,49638017.1
2018-08-27,1143,1008,440,450,False,0,0,6,0.0,1.0,101621648.4,49900872.65
2018-08-28,1145,1004,440,450,False,0,0,4,0.0,1.0,99914431.725,49797402.05
2018-08-29,1145,995,440,450,False,0,0,5,0.0,1.0,98024451.67500001,49008119.7
2018-08-30,1144,977,440,450,False,0,0,4,0.0,1.0,95504227.19999999,47637410.2
2018-08-31,1144,976,440,450,False,0,0,5,0.0,1.0,94944725.4,47521104.0
2018-09-03,1147,975,440,450,False,0,0,6,0.0,1.0,93730159.2,46816700.35
2018-09-04,1147,970,440,450,False,0,0,7,0.0,1.0,92345642.225,46138275.3
2018-09-05,1147,966,441,450,False,0,0,7,0.0,1.0,92867619.15,45480252.15
2018-09-06,1149,961,440,450,False,0,0,5,0.0,1.0,91682629.6,44393696.75
2018-09-07,1148,955,440,450,False,0,0,4,0.0,1.0,89420641.6,43537751.65
2018-09-10,1150,952,440,450,False,0,0,5,0.0,1.0,87423495.475,43008906.3
2018-09-11,1150,950,440,450,False,0,0,6,0.0,1.0,86805157.15,42364924.55
2018-09-12,1151,941,440,450,False,0,0,6,0.0,1.0,84665973.125,41122957.55
2018-09-13,1152,940,440,450,False,0,0,9,0.0,1.0,84033967.35,41766499.3
2018-09-14,1152,941,439,450,False,0,0,9,0.0,1.0,83360305.8,41691657.2
2018-09-17,1153,942,438,450,False,0,0,3,0.0,1.0,82987878.175,41360488.35
2018-09-18,1153,946,438,450,False,0,0,6,0.0,1.0,82129747.19999999,40778330.6
2018-09-19,1153,949,438,450,False,0,0,3,0.0,1.0,83361664.975,41615106.1
2018-09-20,1154,950,439,450,False,0,0,5,0.0,1.0,85305689.35,41314217.35
2018-09-21,1154,957,439,450,False,0,0,9,0.0,1.0,88162960.2,41402319.8
2018-09-25,1158,955,439,450,False,0,0,4,0.0,1.0,88816970.7,41575792.6
2018-09-26,1158,953,439,450,False,0,0,4,0.0,1.0,89157935.05,40915475.05
2018-09-27,1157,955,439,450,False,0,0,5,0.0,1.0,89697437.7,40983686.7
2018-09-28,1157,956,439,450,False,0,0,5,0.0,1.0,89147159.5,41096608.05
2018-10-08,1156,957,439,450,False,0,0,1,0.0,1.0,88935857.35,41292050.0
2018-10-09,1158,961,440,450,False,0,0,4,0.0,1.0,89757344.1,40813515.55
2018-10-10,1159,961,441,450,False,0,0,4,0.0,1.0,89962184.2,40572024.3
2018-10-11,1160,973,440,450,False,0,0,2,0.0,1.0,90994891.35,41337233.2
2018-10-12,1163,985,440,450,False,0,0,6,0.0,1.0,92498203.475,42283563.1
2018-10-15,1163,985,440,450,False,0,0,11,0.0,1.0,91315697.85,41822120.05
2018-10-16,1163,992,440,450,False,0,0,9,0.0,1.0,90435712.25,42245318.8
2018-10-17,1163,990,440,450,False,0,0,12,0.0,1.0,91666290.65,43082796.5
2018-10-18,1162,994,440,450,False,0,0,3,0.0,1.0,92148917.475,43650265.7
2018-10-19,1161,994,440,450,False,0,0,3,0.0,1.0,91289092.94999999,43303952.7
2018-10-22,1158,1003,441,450,False,0,0,18,0.0,1.0,92948468.05,44511321.85
2018-10-23,1158,1015,442,450,False,0,0,7,0.0,1.0,95542447.75,45669715.6
2018-10-24,1158,1015,442,450,False,0,0,7,0.0,1.0,95473155.625,46087023.35
2018-10-25,1157,1007,442,450,False,0,0,3,0.0,1.0,92730104.55,46083865.75
2018-10-26,1156,1013,442,450,False,0,0,10,0.0,1.0,93055370.125,45112880.2
2018-10-29,1159,1015,442,450,False,0,0,8,0.0,1.0,92335913.7,44672144.0
2018-10-30,1159,1020,442,450,False,0,0,5,0.0,1.0,93119664.19999999,45282586.55
2018-10-31,1155,1025,442,450,False,0,0,9,0.0,1.0,92347739.275,45358335.35
2018-11-01,1156,1032,442,450,False,0,0,11,0.0,1.0,95491006.69999999,46138113.95
2018-11-02,1157,1039,442,450,False,0,0,16,0.0,1.0,98535313.725,48031552.0
2018-11-05,1160,1048,442,450,False,0,0,9,0.0,1.0,102867025.825,49276809.0
2018-11-06,1160,1054,441,450,False,0,0,10,0.0,1.0,103362894.95,50580837.7
2018-11-07,1161,1059,441,450,False,0,0,7,0.0,1.0,105758779.75,50840764.45
2018-11-08,1163,1059,441,450,False,0,0,6,0.0,1.0,105789766.25,50426230.95
2018-11-09,1166,1068,441,450,False,0,0,5,0.0,1.0,107266330.85,50578410.05
2018-11-12,1166,1075,441,450,False,0,0,6,0.0,1.0,108429972.55,52240369.95
2018-11-13,1165,1088,441,450,False,0,0,5,0.0,1.0,114245753.3,55526089.85
2018-11-14,1165,1095,441,450,False,0,0,7,0.0,1.0,115535492.8,57568505.9
2018-11-15,1166,1114,441,450,False,0,0,6,0.0,1.0,118489878.95,59506313.4
2018-11-16,1168,1121,441,450,False,0,0,8,0.0,1.0,123325399.95,61565538.9
2018-11-19,1169,1128,442,450,False,0,0,8,0.0,1.0,122678786.625,63982900.15
2018-11-20,1169,1133,442,450,False,0,0,7,0.0,1.0,126828681.25,65439757.2
2018-11-21,1167,1133,442,450,False,0,0,4,0.0,1.0,127515333.775,66859810.35
2018-11-22,1168,1136,442,450,False,0,0,5,0.0,1.0,128336571.125,67696223.3
2018-11-23,1168,1139,440,450,False,0,0,4,0.0,1.0,128993750.825,69559631.0
2018-11-26,1168,1140,440,450,False,0,0,3,0.0,1.0,131740105.725,69768595.9
2018-11-27,1169,1144,441,450,False,0,0,9,0.0,1.0,131122405.5,69975854.55
2018-11-28,1172,1147,441,450,False,0,0,6,0.0,1.0,130022476.35,70134093.1
2018-11-29,1173,1149,441,450,False,0,0,8,0.0,1.0,131799801.45,69758006.85
2018-11-30,1174,1146,441,450,False,0,0,6,0.0,1.0,128750739.45,68236013.5
2018-12-03,1174,1147,441,450,False,0,0,12,0.0,1.0,126340641.8,67988975.8
2018-12-04,1175,1151,442,450,False,0,0,6,0.0,1.0,127535035.94999999,67762171.5
2018-12-05,1176,1152,442,450,False,0,0,4,0.0,1.0,127639089.225,67568965.4
2018-12-06,1176,1152,442,450,False,0,0,7,0.0,1.0,129244800.45,68225691.1
2018-12-07,1178,1155,442,450,False,0,0,8,0.0,1.0,129494019.525,69201428.9
2018-12-10,1180,1156,441,450,False,0,0,4,0.0,1.0,126714199.75,68923601.9
2018-12-11,1180,1150,441,450,False,0,0,8,0.0,1.0,122071127.3,66077373.7
2018-12-12,1180,1150,441,450,False,0,0,8,0.0,1.0,119550991.75,65009785.7
2018-12-13,1180,1143,439,450,False,0,0,6,0.0,1.0,118765428.25,63934963.2
2018-12-14,1180,1139,439,450,False,0,0,4,0.0,1.0,115654297.2,61618239.7
2018-12-17,1179,1126,439,450,False,0,0,6,0.0,1.0,113006289.65,60011827.5
