industry,avg_weight,max_weight,days
C 制造业,0.3889501243529476,0.5869266547037469,350
I 信息技术,0.06883144543965189,0.1446076591043812,350
分立器件,0.03825275500854743,0.0950222828120731,285
数字芯片设计,0.035031737723378545,0.0794845610583787,285
IT服务Ⅱ,0.034637591761192986,0.10222407072511219,225
其他生物制品,0.03191440750167296,0.0541448443476744,55
模拟芯片设计,0.03125735148045182,0.0433234356591336,115
传媒,0.02950422239755516,0.0645507755818415,60
电子,0.029249301227694303,0.0899513904312569,320
非银金融,0.028463602241136424,0.0430444952303282,90
集成电路制造,0.027514858465761533,0.0440489170629656,85
J 金融业,0.02652156011207506,0.0416411261923042,95
银行Ⅱ,0.026221591520210568,0.0436822311952729,185
底盘与发动机系统,0.02616441131212177,0.059097489073721504,235
电池化学品,0.02610996490940407,0.0455588225607783,205
消费电子,0.026035329227369876,0.048812973128184,220
F 批发零售,0.024763505781673675,0.0392174925585844,185
机械设备,0.0246279337782672,0.0427519930788436,100
火力发电,0.02416148256359836,0.0394727607844513,100
一般零售,0.024136186797784554,0.0262488208161345,15
铜,0.024092182830235395,0.045607797921986895,235
A 农林牧渔,0.024064773373092846,0.038008344735984606,25
M 科研服务,0.023957476814795514,0.042586758277004894,90
医药生物,0.02392253363315333,0.0624618527659207,130
B 采矿业,0.02384615018426844,0.0284008379656992,50
unknown,0.023273546693552888,0.0517365417997397,27
通信线缆及配套,0.02305810135027242,0.0356886890605105,155
L 商务服务,0.02284365639834923,0.0465829900297402,70
军工电子Ⅱ,0.022568474615040666,0.056814324775759706,125
通用设备,0.022532750463930138,0.0293686022266778,115
食品饮料,0.022265984190829296,0.0239915301715055,45
综合Ⅱ,0.022234134716309247,0.0239348190875321,35
汽车,0.022192685916251727,0.0491774370749569,295
金融控股,0.02216233042690133,0.0265788248974893,10
电池,0.021978503857493944,0.0401719434585301,80
宠物食品,0.02168770256732391,0.0231558741688829,10
农化制品,0.021683229073493238,0.0389496129166368,170
板材,0.021667335741953453,0.0345526622901229,55
油气开采Ⅱ,0.02146860575123912,0.0220088072229499,5
电力设备,0.021464683871161058,0.039791612007969,95
金属制品,0.021407744341642634,0.0504694106533648,75
元件,0.02139863087192764,0.0219382458856683,5
锂,0.021359122953391218,0.0221108527804943,5
清洁小家电,0.021322037193830103,0.0272294056655043,90
通信设备,0.02131051059751893,0.040895462018255696,185
游戏Ⅱ,0.021138288306918565,0.0288644131296361,130
G 运输仓储,0.021122128402033362,0.0332262189251512,75
煤化工,0.02085970540863602,0.021589937405759,5
白酒Ⅱ,0.02074042359256344,0.0209040468542434,5
医疗设备,0.020646708258761505,0.0224879751405068,25
化学制剂,0.020495115107662693,0.0406328698402727,110
有色金属,0.02037707189657572,0.0397977769774806,100
电网设备,0.020315251323528637,0.023708427296365,25
旅游及景区,0.02024781408905307,0.0234467274690968,25
塑料,0.020177765082846025,0.0321796584296733,110
保险Ⅱ,0.020160200696058526,0.0229460863441745,145
园林工程,0.020080087006777495,0.0223890105708714,20
公用事业,0.02007624637987958,0.0234419424439326,15
航空运输,0.019960308390735967,0.0245130202887606,90
其他计算机设备,0.01992051446762213,0.0221293028668612,26
印制电路板,0.019855779508191937,0.0234868772016141,85
住宅开发,0.0198460732331198,0.0298421231663105,40
水泥制造,0.019834516330118852,0.0201616008857018,10
食品及饲料添加剂,0.019826656696025107,0.022093182513534,35
R 文化传播,0.01979945387310616,0.0218017947714914,40
环境治理,0.019723119911905528,0.0232165990935229,55
钟表珠宝,0.019667558498711987,0.0209164730402762,30
工业金属,0.019606876790995292,0.0244187320928366,125
家电零部件Ⅱ,0.01957054272396214,0.0198161884738425,5
N 公共环保,0.01954559871995204,0.0196896654583647,5
D 水电煤气,0.019401838377400723,0.0237826605211277,45
基础化工,0.019363574399723985,0.0208408563044878,15
油品石化贸易,0.019281257422641165,0.0214742565955783,15
计算机,0.01927932848736277,0.0465025004324945,130
其他自动化设备,0.01919859708935959,0.0208937968748431,10
贵金属,0.01916210115761454,0.0268445474719522,130
K 房地产,0.01913111585889528,0.0279983558960769,80
航运,0.019094889056123047,0.0201240705069409,10
公交,0.019093164130938204,0.0214458917878822,40
输变电设备,0.01905758885395444,0.0229566134514515,60
印刷包装机械,0.01904344699770787,0.0202895877132727,10
轻工制造,0.01892614026883686,0.0197790863441941,5
其他橡胶制品,0.01887131193642638,0.0193954173850042,5
其他电源设备Ⅱ,0.01884004881908042,0.0191703198218605,5
其他家电Ⅱ,0.018772123902646553,0.0207118142980921,15
超市,0.018725197464930884,0.0241427685625595,25
磷肥及磷化工,0.018706924568929285,0.020605063319818,20
垂直应用软件,0.018686554751654455,0.0227618329695679,100
航空装备Ⅱ,0.018652726801615862,0.0236209043073147,100
百货,0.01843576491212543,0.0190026410006734,10
化学制药,0.018421439605065884,0.0206677148586365,40
化学工程,0.01841042247000828,0.0189737311837783,5
煤炭,0.018345899565538025,0.0218452082590458,205
电能综合服务,0.018300495820670292,0.0197956663493824,15
汽车零部件,0.018035948434626102,0.0187063763030206,5
机床工具,0.017956385571726838,0.0198975596327923,45
石油石化,0.017826008913505484,0.0212989897639398,70
航运港口,0.017596945263484116,0.0206979028541594,30
商业物业经营,0.01757158506984146,0.0196616757269909,45
交通运输,0.017516266368554113,0.0190020722078474,30
啤酒,0.017495455928745733,0.0203032685240622,30
