benchmark,beta,correlation,strategy_vol,benchmark_vol
csi1000,1.1729401449695505,0.9197054147904986,0.2949514788599171,0.23192553217131523
csi500,1.212998392897155,0.9064746825326098,0.2949514788599171,0.22104012755051666
hs300,1.4492902193049224,0.7796483758547927,0.2949514788599171,0.15911791751191892
