symbol,avg_weight,max_weight,holding_days,first_date,last_date
688167.SH,0.037510470598987856,0.0647575167336718,155,2025-11-03,2026-06-24
600113.SH,0.033488506020602375,0.0389869719895691,120,2025-08-01,2026-01-27
000880.SZ,0.03043173044869048,0.0384664533129992,140,2025-03-07,2025-09-25
002048.SZ,0.02738542197867632,0.0433401533254628,315,2025-03-07,2026-06-24
920396.BJ,0.026968867501632094,0.0338630835228465,60,2025-05-08,2025-07-31
688172.SH,0.026916380515238234,0.0456328298455128,120,2025-12-01,2026-06-02
603993.SH,0.026118395534223498,0.0317343789074916,80,2025-09-26,2026-01-27
600105.SH,0.026114830525482125,0.0332219603688746,55,2026-04-02,2026-06-24
002565.SZ,0.025841845013014165,0.0379701332145085,35,2025-12-01,2026-06-24
920002.BJ,0.025744005671981568,0.0315787831741148,40,2025-04-07,2025-06-05
002272.SZ,0.025323133336204527,0.031223836629029,20,2025-08-01,2025-08-28
603061.SH,0.025289427523151796,0.0349973623898105,95,2025-11-03,2026-06-24
002370.SZ,0.025212004809841145,0.0326824539445817,100,2025-08-29,2026-01-27
002716.SZ,0.024938930300904848,0.0328978773919567,80,2025-08-01,2025-11-28
300903.SZ,0.024786345922487654,0.034200062937147,35,2026-05-06,2026-06-24
300153.SZ,0.024783870281132672,0.0412437285050969,40,2025-02-07,2025-09-25
000960.SZ,0.024546042004132917,0.0393781600393013,120,2025-08-01,2026-01-27
688627.SH,0.02452413186305541,0.032918283115529,135,2025-11-03,2026-06-24
000592.SZ,0.02433591884165748,0.0288619245557881,20,2026-01-28,2026-03-04
688585.SH,0.024257978590760003,0.0348845045694421,75,2026-03-05,2026-06-24
002358.SZ,0.024006292097448218,0.0276462370351864,40,2025-03-07,2025-05-07
301161.SZ,0.023929296312520658,0.0268747993009606,40,2025-08-29,2025-10-31
300766.SZ,0.023903442076275743,0.0307440128421468,20,2025-02-07,2025-03-06
605376.SH,0.023735270337066617,0.0263660535354566,40,2025-03-07,2025-05-07
000811.SZ,0.023453881051771923,0.0483606525549968,255,2025-02-07,2026-06-24
000630.SZ,0.02337605916970595,0.028055758842023,80,2025-09-26,2026-01-27
300533.SZ,0.023332720278335238,0.0305497193329087,160,2025-05-08,2025-12-26
000070.SZ,0.023251446537931292,0.0298881954964131,115,2025-12-29,2026-06-24
001331.SZ,0.023225287655687182,0.0269236834063433,35,2026-05-06,2026-06-24
603444.SH,0.02317165438289562,0.0414387009365426,160,2025-02-07,2025-09-25
688620.SH,0.02309326786298885,0.0245842896232218,20,2025-03-07,2025-04-03
300885.SZ,0.022863014867796135,0.0262356998262517,40,2025-08-29,2025-10-31
002155.SZ,0.022752391817384553,0.0330360658548397,200,2025-02-07,2026-03-04
688131.SH,0.022612935551886322,0.0272620649275991,120,2025-06-06,2025-11-28
688110.SH,0.022592779568719683,0.0265640308309811,60,2026-01-28,2026-04-30
603811.SH,0.022566058263201773,0.0244830591185583,20,2025-08-29,2025-09-25
301150.SZ,0.022457665105863805,0.0355968690557504,200,2025-07-04,2026-04-30
300102.SZ,0.022277928856063275,0.0245297445693135,20,2025-12-01,2025-12-26
688383.SH,0.022229202531145888,0.0246025767875251,15,2026-06-03,2026-06-24
688080.SH,0.022191572638281913,0.0250859388005649,40,2025-03-07,2025-05-07
002187.SZ,0.022180385029530906,0.0247915213124371,20,2026-01-28,2026-03-04
000951.SZ,0.02194781468035917,0.0306250394176584,120,2025-03-07,2026-06-02
301086.SZ,0.021916835624415813,0.0235709834982128,20,2026-03-05,2026-04-01
688692.SH,0.021868531347757424,0.0264693766245683,80,2025-03-07,2025-11-28
301205.SZ,0.021858691305063536,0.026911423372238,95,2025-06-06,2026-06-24
300682.SZ,0.021747321806226273,0.0314096000440311,160,2025-05-08,2025-12-26
301529.SZ,0.02164065275147962,0.0280253493174993,60,2025-12-29,2026-04-01
603360.SH,0.021608915736542077,0.0257734808618068,120,2025-02-07,2026-04-01
300394.SZ,0.021525328987316274,0.0372148814679682,240,2025-02-07,2026-06-02
000657.SZ,0.021358282317068676,0.0266525309195815,60,2025-07-04,2025-12-26
