symbol,total_contribution,avg_contribution,holding_days,avg_weight,max_weight
688167.SH,0.04333178518726637,0.00027082365742041477,160,0.023778357841365744,0.0389285779429637
300394.SZ,0.04253083958797009,0.00020252780756176234,210,0.0202356035011773,0.037217610622997
600105.SH,0.037872171594930185,0.00024433659093503344,155,0.02305810135027242,0.0356886890605105
688498.SH,0.03570698321603029,0.0002550498801145021,140,0.02216533683066304,0.0290815057973981
000880.SZ,0.026549743404399265,0.00026549743404399265,100,0.022702253100926058,0.0449159507377098
688375.SH,0.023013796443094515,0.0003540584068168387,65,0.020815525906746103,0.0369441497514348
000657.SZ,0.022977670553879826,0.0003829611758979971,60,0.021506713069799274,0.0277367285600008
688019.SH,0.02288424380311771,7.151326188474285e-05,320,0.020563676245999425,0.0243826091142685
300903.SZ,0.022277523139230485,0.00034273112521893053,65,0.020550122792862176,0.0296429981740997
301489.SZ,0.021780603601066897,0.00011463475579508894,190,0.019475174862704787,0.0330286577054304
000592.SZ,0.01945419522291959,0.00048635488057298973,40,0.020882955673489776,0.0304431541727911
688627.SH,0.01866790056174897,0.00018667900561748972,100,0.02277057790102064,0.0293686022266778
300153.SZ,0.018294672543065105,0.0006098224181021702,30,0.02427237578762228,0.038938289674627
301086.SZ,0.017085126839460524,0.00028475211399100873,60,0.024967609667889846,0.0346603091128597
301150.SZ,0.017013596631604826,0.00018903996257338697,90,0.021195344986816213,0.0269966899995911
600683.SH,0.016790878889289332,0.0004197719722322333,40,0.0198460732331198,0.0298421231663105
688365.SH,0.014942333739097893,0.0004980777913032631,30,0.019877616725123382,0.0310145576717373
002682.SZ,0.01491150956569761,0.000994100637713174,15,0.02381671649170435,0.0332262189251512
002756.SZ,0.014158168232390024,0.000188775576431867,75,0.020290736941586996,0.0279616664440539
000630.SZ,0.013392493971482337,0.00010301918439601798,130,0.02122132594727961,0.0246837656050497
002272.SZ,0.012860138878433696,0.00021433564797389493,60,0.01999296668038924,0.0308828549029318
