benchmark,up_market,months,avg_excess_return,hit_rate,total_excess_return
csi1000,False,6,0.01721135224223837,0.5,0.10326811345343023
csi1000,True,12,0.038605587282035,0.8333333333333334,0.46326704738442004
csi500,False,6,0.02100812014801895,0.8333333333333334,0.1260487208881137
csi500,True,12,0.032314146313779414,0.9166666666666666,0.387769755765353
hs300,False,6,0.005300452890298272,0.5,0.03180271734178963
hs300,True,12,0.05941576669396892,0.9166666666666666,0.712989200327627
