data_type,synthetic_data,mock_data,download_source,universe_name,model,model_key,window_count,positive_excess_windows,positive_excess_ratio,mean_excess_annualized,median_excess_annualized,min_excess_annualized,max_excess_annualized,mean_IR,min_IR,worst_drawdown,y2026_excess,y2026_IR,data_quality_status,industry_quality_status,conclusion_tag
real_akshare,False,False,akshare,dynamic_candidate1000_top300_2018_2026,Alpha158 + LightGBM,alpha158_lgb,5,4,0.8,0.09170857355485253,0.0790337363217244,-0.0680956809314444,0.288171817730629,0.6660271838862457,-0.58365632358642,-0.1883838390220431,-0.0680956809314444,-0.58365632358642,passed,passed,mostly_positive_but_recent_weakness
real_akshare,False,False,akshare,dynamic_candidate2000_top450_2018_2026,Alpha158 + LightGBM,alpha158_lgb,5,5,1.0,0.2079222026298846,0.1990618385824355,0.0221772527945531,0.3567724995892035,1.414387372502672,0.2042256774960178,-0.1557419987799093,0.1973837416717407,1.5958404110207016,passed,passed,stable_positive
real_akshare,False,False,akshare,hs300_current_2018_2026,Alpha158 + LightGBM,alpha158_lgb,5,5,1.0,0.28031708347176065,0.2815990846001361,0.1843650129216209,0.3736822069819928,2.073805941766737,1.7184522903045858,-0.1222653506966759,0.1843650129216209,1.7184522903045858,warning,passed,stable_positive
