universe_name,universe_mode,selected_mode,dynamic_liquidity_top_n,candidate_pool_size,requested_symbols,actual_symbols,missing_symbols_count,avg_selected_universe_count,min_selected_universe_count,max_selected_universe_count,model,model_key,benchmark,train_start,train_end,valid_start,valid_end,test_start,test_end,is_ytd,config_path,log_path,caveats,IC,ICIR,RankIC,RankICIR,excess_annualized_return_with_cost,excess_information_ratio_with_cost,excess_max_drawdown_with_cost,account_total_return,benchmark_total_return,turnover,cost,experiment_id,run_id,candidate_symbol_coverage,selected_top_n_reached,data_sufficient_for_dynamic_top_n,beta_hs300,beta_csi500,beta_csi1000,industry_unknown_weight
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 1d,reversal_lowvol_1d,SH000300,2020-01-01,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2020_2024\reversal_lowvol_1d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2020_2024\reversal_lowvol_1d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,-0.0075382827210333,-0.0316062172042436,-0.0046983338601269,-0.0182264134011682,0.021858623388941,0.1466935118683641,-0.1753566225069914,0.1534477905272089,0.1468336582183838,0.341641309221985,537349100.8648508,738980534231996348,5e35aa5abbc340de97be5e70c3a5e1b5,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 1d,reversal_lowvol_1d,SH000300,2021-01-01,2023-12-31,2024-01-01,2024-12-31,2025-01-01,2025-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2021_2025\reversal_lowvol_1d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2021_2025\reversal_lowvol_1d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,-0.0176883528563445,-0.0731680905811381,0.0139747210462656,0.0610953180202751,0.062945525515224,0.5254902243571501,-0.1529162518032721,0.2491627094000623,0.1766313314437866,0.3492436918611092,641089082.3944402,738980534231996348,6e61cb1f5d724560a38031bc3758208e,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 1d,reversal_lowvol_1d,SH000300,2022-01-01,2024-12-31,2025-01-01,2025-12-31,2026-01-01,2026-06-24,True,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2022_2026_ytd\reversal_lowvol_1d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2022_2026_ytd\reversal_lowvol_1d\qrun.log,current_constituent_bias; eligible_only; 2026_ytd_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,-0.0498513523865867,-0.1882232296005367,-0.0162599931288568,-0.0675695509568456,-0.4825102100408527,-3.668751305345224,-0.2091721223512522,-0.1505058051664929,0.067620038986206,0.3668209552185521,121126215.79173031,738980534231996348,2f3c3a48aa134035a33bc51df317bc92,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 20d,reversal_lowvol_20d,SH000300,2018-01-01,2020-12-31,2021-01-01,2021-12-31,2022-01-01,2022-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2018_2022\reversal_lowvol_20d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2018_2022\reversal_lowvol_20d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,0.0709554570601732,0.3716657033838766,0.0663337437457683,0.3082169884382889,0.1720569516513855,1.153163845666778,-0.1211537780171118,-0.0809930269993169,-0.2163274884223938,0.3166403304847146,490465468.10973954,738980534231996348,15729095ce37420d846f668a9cf32988,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 20d,reversal_lowvol_20d,SH000300,2019-01-01,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2019_2023\reversal_lowvol_20d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2019_2023\reversal_lowvol_20d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,-0.0248831892502535,-0.1280962408658585,-0.0322089974106481,-0.1774206009454055,0.2579201809353099,1.929328942400788,-0.1039453733148632,0.1396289269946031,-0.113783061504364,0.3210920626084536,607964426.1521444,738980534231996348,59ab52bb7a9445ae8c4644d3b342d59b,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 20d,reversal_lowvol_20d,SH000300,2020-01-01,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2020_2024\reversal_lowvol_20d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2020_2024\reversal_lowvol_20d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,0.0248505467033679,0.1199691213482181,0.0208463700158799,0.0922390018303906,0.0185654408133745,0.1244008613816988,-0.1771413990254242,0.1496823836252778,0.1468336582183838,0.3390525571517362,532841273.6449779,738980534231996348,b648593bcdf8400f8510ca2d6cc1d882,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 20d,reversal_lowvol_20d,SH000300,2021-01-01,2023-12-31,2024-01-01,2024-12-31,2025-01-01,2025-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2021_2025\reversal_lowvol_20d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2021_2025\reversal_lowvol_20d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,-0.0866518008196891,-0.3857661042049049,-0.0239130579997878,-0.109735663209013,0.0518162827125427,0.4297545866579145,-0.1552496652874922,0.2349082849066106,0.1766313314437866,0.3526506119856366,646587242.0455143,738980534231996348,a005367310674a2d8b6b1a637e1d2ca4,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 20d,reversal_lowvol_20d,SH000300,2022-01-01,2024-12-31,2025-01-01,2025-12-31,2026-01-01,2026-06-24,True,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2022_2026_ytd\reversal_lowvol_20d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2022_2026_ytd\reversal_lowvol_20d\qrun.log,current_constituent_bias; eligible_only; 2026_ytd_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,-0.1318720716590755,-0.8151570670776571,-0.0438366522549789,-0.3495075363670675,-0.457056239856341,-3.645101502240827,-0.2013476107324668,-0.1408998818687801,0.067620038986206,0.3694440452504282,125078948.41094738,738980534231996348,37e3f873cdd54f30a8562bb4ff28f8f0,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 5d,reversal_lowvol_5d,SH000300,2018-01-01,2020-12-31,2021-01-01,2021-12-31,2022-01-01,2022-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2018_2022\reversal_lowvol_5d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2018_2022\reversal_lowvol_5d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,0.0375133643589109,0.1844783218868298,0.0234563207722317,0.1046461648511164,0.1717230128415164,1.1818047138036532,-0.1197657000616692,-0.0807187226992911,-0.2163274884223938,0.3354652276508867,509508284.9731233,738980534231996348,e9a2c8deda9746c794ba7c003af626db,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 5d,reversal_lowvol_5d,SH000300,2019-01-01,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2019_2023\reversal_lowvol_5d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2019_2023\reversal_lowvol_5d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,-0.0193413573896573,-0.0818482210252164,-0.0134566961024769,-0.0655751372619905,0.2735362052726562,2.0892475691520023,-0.0968220265937933,0.1582846708717078,-0.113783061504364,0.3255527132506648,619916651.3958637,738980534231996348,603c1ba12ed647c89093f47ba3ae0b28,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 5d,reversal_lowvol_5d,SH000300,2020-01-01,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2020_2024\reversal_lowvol_5d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2020_2024\reversal_lowvol_5d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,0.0017764978580756,0.0078013240602545,-0.0001336113766897,-0.0005384579042736,0.0234612211529134,0.1553569566295363,-0.1761582222862018,0.1549758751623569,0.1468336582183838,0.3365026245067919,529662806.4435493,738980534231996348,4bbcc5fbbeaa4c47bbc05671327af8b6,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 5d,reversal_lowvol_5d,SH000300,2021-01-01,2023-12-31,2024-01-01,2024-12-31,2025-01-01,2025-12-31,False,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2021_2025\reversal_lowvol_5d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2021_2025\reversal_lowvol_5d\qrun.log,current_constituent_bias; eligible_only; complete_calendar_test_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,-0.0442101190593115,-0.1868458900987762,0.0032287679463744,0.0144120178629847,0.0495183387183015,0.4106757938803144,-0.1565294811412226,0.2320080929762635,0.1766313314437866,0.3523698639454342,646192627.9883993,738980534231996348,e9fa4c3d6fe84c08a6cf49feb9b7ff9a,1.0,,,,,,
hs300_current_2018_2026,current_constituent,eligible_only,,,300,300,0,273.63242453748785,222,300,Reversal + LowVol 5d,reversal_lowvol_5d,SH000300,2022-01-01,2024-12-31,2025-01-01,2025-12-31,2026-01-01,2026-06-24,True,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2022_2026_ytd\reversal_lowvol_5d\workflow.yaml,reports\rolling_baselines_2018_2026\hs300_current_2018_2026\2022_2026_ytd\reversal_lowvol_5d\qrun.log,current_constituent_bias; eligible_only; 2026_ytd_window; qlib_uniform_limit_threshold_0.095; industry_metadata_coverage_required,-0.0895373298095509,-0.3938767646546799,-0.0382904589863141,-0.2005658220129712,-0.452559605331813,-3.557305952685462,-0.1974031049615986,-0.1385383917468348,0.067620038986206,0.3685928305904676,122905587.56240448,738980534231996348,277cadd2addd45da9ef27ab620172503,1.0,,,,,,
