data_type,synthetic_data,mock_data,download_source,universe_name,model,benchmark,start_time,end_time,scenario,topk,n_drop,rebalance_step,exchange_mode,limit_price_buffer,data_quality_status,industry_quality_status,excess_annualized_return_with_cost,excess_information_ratio_with_cost,excess_max_drawdown_with_cost,account_total_return,benchmark_total_return,turnover,cost,caveats
real_akshare,False,False,akshare,dynamic_candidate1000_top300_2018_2026,Alpha158 + LightGBM,SH000905,2025-01-01,2026-06-24,uniform_limit_threshold_0.095,50,10,1,uniform_limit_threshold_0.095,,passed,passed,0.32598469448646583,2.451631993406356,-0.10878050272955997,1.389552949952396,0.5444203615188599,0.40012046519198996,2063759376.4282727,real_akshare_prediction_reused; portfolio_layer_sensitivity_only; current_listed_candidate_bias; 2026_ytd_window
real_akshare,False,False,akshare,dynamic_candidate1000_top300_2018_2026,Alpha158 + LightGBM,SH000905,2025-01-01,2026-06-24,ashare_exchange_buffer_0.001,50,10,1,ashare_exchange_buffer_0.001,0.001,passed,passed,0.26222737264222296,1.9676282608184463,-0.0969957022630803,1.1856057971327227,0.5444203615188599,0.37844096383641124,1912299093.0856528,real_akshare_prediction_reused; portfolio_layer_sensitivity_only; current_listed_candidate_bias; 2026_ytd_window
real_akshare,False,False,akshare,dynamic_candidate1000_top300_2018_2026,Alpha158 + LightGBM,SH000905,2025-01-01,2026-06-24,ashare_exchange_buffer_0.000,50,10,1,ashare_exchange_buffer_0.000,0.0,passed,passed,0.2783888504627369,2.1156957254628037,-0.09841355671462937,1.234945103903796,0.5444203615188599,0.38227279131313135,1949725669.3411071,real_akshare_prediction_reused; portfolio_layer_sensitivity_only; current_listed_candidate_bias; 2026_ytd_window
