date,position_count,unknown_position_count,gross_weight,unknown_weight,unknown_position_ratio,unknown_weight_ratio,path
2025-08-28,50,0,0.9893274868941784,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-08-29,51,1,0.9901791351465254,0.0195707559846378,0.0196078431372549,0.019764864043253897,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-01,51,1,0.9907511566917638,0.0194633705958417,0.0196078431372549,0.0196450647212285,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-02,51,1,0.9906420976607427,0.0198371882308234,0.0196078431372549,0.02002457625984807,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-03,50,0,0.9895072015940465,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-04,50,0,0.9891481992026269,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-05,50,0,0.9890840822353267,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-08,50,0,0.9893219851202677,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-09,50,0,0.9893976518570418,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-10,50,0,0.9897072419961556,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-11,50,0,0.9893436250336951,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-12,50,0,0.989283527844186,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-15,50,0,0.9889131074410193,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-16,50,0,0.9890903609996108,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-17,50,0,0.9893275772759129,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-18,50,0,0.9890913934205181,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-19,50,0,0.9890512188936627,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-22,50,0,0.9892530804038135,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-23,50,0,0.9891572231668398,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-24,50,0,0.9892835070338194,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-25,50,0,0.9897270889113513,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
