date,symbol,shares,close,market_value,weight,industry,market_cap
2025-10-16,000582.SZ,3100,8.63,26753.000000000004,0.023802234071622186,,0.0
2025-10-16,000600.SZ,1900,8.69,16511.0,0.014689892227284935,,0.0
2025-10-16,000776.SZ,500,24.17,12085.0,0.010752065142434646,,0.0
2025-10-16,000858.SZ,200,119.95,23990.0,0.02134398367952066,,0.0
2025-10-16,000028.SZ,1600,22.47,35952.0,0.0319866153083004,,0.0
2025-10-16,000029.SZ,200,29.04,5808.0,0.005167397132582576,,0.0
2025-10-16,000090.SZ,6500,3.74,24310.0,0.021628688755696006,,0.0
2025-10-16,000403.SZ,1400,16.39,22946.0,0.020415133368498584,,0.0
2025-10-16,000407.SZ,4100,3.66,15006.0,0.013350888665897748,,0.0
2025-10-16,000423.SZ,500,46.65,23325.0,0.020752330943093762,,0.0
2025-10-16,000426.SZ,200,34.28,6856.0,0.006099806257056842,,0.0
2025-10-16,000429.SZ,2600,11.51,29926.0,0.026625262842573372,,0.0
2025-10-16,000539.SZ,4900,4.74,23226.0,0.020664250310152014,,0.0
2025-10-16,000554.SZ,3200,6.74,21568.0,0.01918912213421849,,0.0
2025-10-16,000657.SZ,300,17.13,5139.0,0.004572185582703487,,0.0
2025-10-16,000686.SZ,2300,8.37,19251.0,0.017127679442036355,,0.0
2025-10-16,000722.SZ,1400,12.2,17080.0,0.015196133440859226,,0.0
2025-10-16,000729.SZ,1700,12.59,21403.0,0.019042321079315576,,0.0
2025-10-16,000766.SZ,500,24.87,12435.0,0.011063461319501434,,0.0
2025-10-16,000767.SZ,5300,2.92,15476.0,0.013769049246530293,,0.0
2025-10-16,000778.SZ,5500,3.91,21505.0,0.019133070822346467,,0.0
2025-10-16,000783.SZ,1700,8.13,13821.000000000002,0.012296590180685914,,0.0
2025-10-17,000001.SZ,2500,11.04,27599.999999999996,0.024835886871156003,,0.0
2025-10-17,000027.SZ,3400,6.56,22304.0,0.020070276115009552,,0.0
2025-10-17,000039.SZ,3300,8.11,26762.999999999996,0.02408271160625899,,0.0
2025-10-17,000166.SZ,3900,5.3,20670.0,0.018599919624159227,,0.0
2025-10-17,000333.SZ,400,72.34,28936.0,0.026038087771875735,,0.0
2025-10-17,000338.SZ,1800,14.05,25290.0,0.022757231122157082,,0.0
2025-10-17,000408.SZ,200,53.76,10752.0,0.009675197668067731,,0.0
2025-10-17,000506.SZ,800,14.65,11720.0,0.010546253410505376,,0.0
2025-10-17,000538.SZ,500,55.41,27705.0,0.024930371223383232,,0.0
2025-10-17,000543.SZ,5600,7.71,43176.0,0.038851965635834484,,0.0
2025-10-17,000591.SZ,5000,4.51,22550.0,0.020291639454513333,,0.0
2025-10-17,000598.SZ,4900,6.9,33810.0,0.03042396141716611,,0.0
2025-10-17,000623.SZ,800,20.04,16032.0,0.014426410808636707,,0.0
2025-10-17,000651.SZ,600,39.24,23544.0,0.021186091322264386,,0.0
2025-10-17,000690.SZ,5200,4.51,23452.0,0.021103305032693864,,0.0
2025-10-17,000725.SZ,6100,3.97,24217.0,0.021791691027492212,,0.0
2025-10-17,000728.SZ,2100,9.05,19005.0,0.017101667753127534,,0.0
2025-10-17,000791.SZ,3900,6.79,26481.0,0.02382895363170588,,0.0
2025-10-17,000825.SZ,4500,4.02,18089.999999999996,0.016278304112290292,,0.0
2025-10-17,000050.SZ,1700,9.07,15419.0,0.013874802161824438,,0.0
2025-10-17,000537.SZ,2800,8.81,24668.0,0.02219752381658248,,0.0
2025-10-17,000625.SZ,2400,12.43,29832.0,0.026844354244214712,,0.0
2025-10-17,000860.SZ,1500,15.53,23295.0,0.020962028429839828,,0.0
2025-10-17,000008.SZ,7100,2.8,19880.0,0.017889037355021068,,0.0
2025-10-17,000025.SZ,1000,17.6,17600.0,0.015837377135229917,,0.0
2025-10-17,000088.SZ,10600,4.27,45261.99999999999,0.04072905476674866,,0.0
2025-10-17,000156.SZ,2900,7.62,22098.0,0.019884906814449474,,0.0
2025-10-17,000565.SZ,1900,8.01,15219.0,0.013694831967105916,,0.0
2025-10-17,000582.SZ,3100,8.61,26691.0,0.024017922336160326,,0.0
2025-10-17,000600.SZ,1900,9.15,17385.0,0.01564390917590751,,0.0
2025-10-17,000776.SZ,500,23.27,11635.0,0.010469766077750006,,0.0
2025-10-17,000858.SZ,200,118.32,23664.0,0.0212940734390955,,0.0
2025-10-17,000028.SZ,1600,22.26,35616.0,0.03204909227547436,,0.0
2025-10-17,000029.SZ,200,28.56,5712.0,0.005139948761160982,,0.0
2025-10-17,000090.SZ,6500,3.71,24115.0,0.021699906228185767,,0.0
2025-10-17,000403.SZ,1400,16.34,22876.0,0.02058499087190452,,0.0
2025-10-17,000407.SZ,4100,3.69,15129.0,0.013613845379482582,,0.0
2025-10-17,000423.SZ,500,46.51,23255.0,0.02092603439089612,,0.0
2025-10-17,000426.SZ,200,32.45,6490.000000000001,0.005840032818616033,,0.0
2025-10-17,000429.SZ,2600,11.64,30264.0,0.027233089864806718,,0.0
2025-10-17,000539.SZ,4900,4.68,22932.0,0.02063538252642571,,0.0
2025-10-17,000554.SZ,3200,6.72,21504.0,0.019350395336135463,,0.0
2025-10-17,000657.SZ,300,16.32,4896.0,0.004405670366709413,,0.0
2025-10-17,000686.SZ,2300,8.24,18952.0,0.017053975651527126,,0.0
2025-10-17,000722.SZ,1400,12.08,16912.0,0.015218279665398203,,0.0
2025-10-17,000729.SZ,1700,12.57,21369.0,0.01922891545470046,,0.0
2025-10-17,000766.SZ,500,25.25,12625.0,0.011360618541606688,,0.0
2025-10-17,000767.SZ,5300,2.9,15370.0,0.0138307094641184,,0.0
2025-10-17,000778.SZ,5500,3.89,21395.0,0.019252311580013868,,0.0
2025-10-17,000783.SZ,1700,7.89,13413.0,0.012069701108797664,,0.0
2025-10-20,000001.SZ,2500,11.06,27650.0,0.02487031625887846,,0.0
2025-10-20,000027.SZ,3400,6.63,22542.0,0.02027582890081874,,0.0
2025-10-20,000039.SZ,3300,8.1,26730.0,0.024042804831819937,,0.0
2025-10-20,000166.SZ,3900,5.28,20592.0,0.018521864463031654,,0.0
2025-10-20,000333.SZ,400,72.41,28964.0,0.02605221844926422,,0.0
2025-10-20,000338.SZ,1800,14.08,25344.0,0.02279614087757742,,0.0
2025-10-20,000408.SZ,200,54.42,10884.0,0.009789819969679318,,0.0
2025-10-20,000506.SZ,800,13.62,10896.0,0.009800613596988778,,0.0
2025-10-20,000538.SZ,500,54.99,27495.0,0.024730898572797946,,0.0
2025-10-20,000543.SZ,5600,7.7,43120.0,0.038785100798656026,,0.0
2025-10-20,000591.SZ,5000,4.52,22599.999999999996,0.020327998099481125,,0.0
2025-10-20,000598.SZ,4900,6.87,33663.0,0.030278823009859877,,0.0
2025-10-20,000623.SZ,800,20.28,16224.0,0.014592984122388577,,0.0
2025-10-20,000651.SZ,600,39.77,23862.000000000004,0.021463127904859238,,0.0
2025-10-20,000690.SZ,5200,4.53,23556.0,0.021187890408468028,,0.0
2025-10-20,000725.SZ,6100,3.97,24217.0,0.02178243937943073,,0.0
2025-10-20,000728.SZ,2100,9.01,18921.0,0.017018851860189487,,0.0
2025-10-20,000791.SZ,3900,6.84,26676.0,0.02399423350892737,,0.0
2025-10-20,000825.SZ,4500,4.03,18135.0,0.016311869271419924,,0.0
2025-10-20,000050.SZ,1700,9.16,15572.0,0.01400653037190797,,0.0
2025-10-20,000537.SZ,2800,8.72,24416.0,0.02196143369897926,,0.0
2025-10-20,000625.SZ,2400,12.33,29592.0,0.026617084945125907,,0.0
2025-10-20,000860.SZ,1500,15.57,23355.0,0.02100709715103459,,0.0
2025-10-20,000008.SZ,7100,2.82,20022.0,0.01800916716583235,,0.0
2025-10-20,000025.SZ,1000,17.4,17400.0,0.01565075959871556,,0.0
2025-10-20,000088.SZ,10600,4.29,45474.0,0.0409024506891949,,0.0
2025-10-20,000156.SZ,2900,7.67,22243.0,0.020006887687024723,,0.0
2025-10-20,000565.SZ,1900,8.18,15542.0,0.013979546303634323,,0.0
2025-10-20,000582.SZ,3100,8.74,27094.0,0.024370211526873527,,0.0
2025-10-20,000600.SZ,1900,9.01,17119.0,0.015398008825885727,,0.0
2025-10-20,000776.SZ,500,22.62,11310.0,0.010172993739165113,,0.0
2025-10-20,000858.SZ,200,117.72,23544.0,0.02117709678115857,,0.0
2025-10-20,000028.SZ,1600,22.38,35808.0,0.03220818389142567,,0.0
2025-10-20,000029.SZ,200,29.49,5898.0,0.005305067822599102,,0.0
2025-10-20,000090.SZ,6500,3.68,23920.0,0.021515297103521618,,0.0
2025-10-20,000403.SZ,1400,16.18,22652.0,0.020374770484488783,,0.0
2025-10-20,000407.SZ,4100,3.78,15498.0,0.013939969670166306,,0.0
2025-10-20,000423.SZ,500,46.25,23125.0,0.02080021929426996,,0.0
2025-10-20,000426.SZ,200,31.23,6246.0,0.005618083014573412,,0.0
2025-10-20,000429.SZ,2600,11.65,30290.0,0.02724491426695944,,0.0
2025-10-20,000539.SZ,4900,4.74,23226.0,0.020891065657457904,,0.0
2025-10-20,000554.SZ,3200,6.77,21664.0,0.019486095169343326,,0.0
2025-10-20,000657.SZ,300,16.64,4992.0,0.004490148960734947,,0.0
2025-10-20,000686.SZ,2300,8.27,19021.0,0.017108798754434978,,0.0
2025-10-20,000722.SZ,1400,12.15,17010.0,0.015299966711158141,,0.0
2025-10-20,000729.SZ,1700,12.38,21046.0,0.018930223362906187,,0.0
2025-10-20,000766.SZ,500,24.5,12250.0,0.011018494545072735,,0.0
2025-10-20,000767.SZ,5300,2.95,15635.000000000002,0.014063196915282631,,0.0
2025-10-20,000778.SZ,5500,3.92,21560.0,0.019392550399328013,,0.0
2025-10-20,000783.SZ,1700,7.91,13447.0,0.012095158869191271,,0.0
2025-10-21,000001.SZ,2500,11.07,27675.0,0.024675735319579322,,0.0
2025-10-21,000027.SZ,3400,6.73,22882.0,0.020402174366128782,,0.0
2025-10-21,000039.SZ,3300,8.28,27323.999999999996,0.024362774774062703,,0.0
2025-10-21,000166.SZ,3900,5.33,20787.0,0.01853421897337291,,0.0
2025-10-21,000333.SZ,400,72.45,28980.0,0.025839306578551356,,0.0
2025-10-21,000338.SZ,1800,14.22,25596.0,0.02282204593459629,,0.0
2025-10-21,000408.SZ,200,55.74,11148.0,0.00993984091572431,,0.0
2025-10-21,000506.SZ,800,13.57,10856.0,0.009679486273870032,,0.0
2025-10-21,000538.SZ,500,54.98,27490.0,0.02451078460470589,,0.0
2025-10-21,000543.SZ,5600,7.81,43736.0,0.03899613224705045,,0.0
2025-10-21,000591.SZ,5000,4.56,22799.999999999996,0.020329061076292988,,0.0
2025-10-21,000598.SZ,4900,6.93,33957.0,0.030276926621389522,,0.0
2025-10-21,000623.SZ,800,20.39,16312.0,0.014544194924407512,,0.0
2025-10-21,000651.SZ,600,39.7,23820.0,0.021238519071811363,,0.0
2025-10-21,000690.SZ,5200,4.62,24024.0,0.021420410670915036,,0.0
2025-10-21,000725.SZ,6100,3.99,24339.0,0.02170127269894277,,0.0
2025-10-21,000728.SZ,2100,9.06,19026.0,0.01696406649287502,,0.0
2025-10-21,000791.SZ,3900,6.95,27105.0,0.024167508792671998,,0.0
2025-10-21,000825.SZ,4500,4.1,18450.0,0.016450490213052883,,0.0
2025-10-21,000050.SZ,1700,9.3,15810.000000000002,0.014096598930534747,,0.0
2025-10-21,000537.SZ,2800,8.83,24724.0,0.022044548510976664,,0.0
2025-10-21,000625.SZ,2400,12.34,29616.0,0.026406380387521633,,0.0
2025-10-21,000860.SZ,1500,15.62,23430.0,0.020890785132348457,,0.0
2025-10-21,000008.SZ,7100,2.89,20519.0,0.01829526334317789,,0.0
2025-10-21,000025.SZ,1000,17.56,17560.0,0.015656943530688812,,0.0
2025-10-21,000088.SZ,10600,4.31,45685.99999999999,0.040734801944364976,,0.0
2025-10-21,000156.SZ,2900,7.93,22997.0,0.020504711296996048,,0.0
2025-10-21,000565.SZ,1900,8.31,15789.000000000002,0.014077874795332897,,0.0
2025-10-21,000582.SZ,3100,8.78,27217.999999999996,0.024268262472567657,,0.0
2025-10-21,000600.SZ,1900,9.29,17651.0,0.015738081449896826,,0.0
2025-10-21,000776.SZ,500,22.78,11390.0,0.010155614283288473,,0.0
2025-10-21,000858.SZ,200,117.78,23556.0,0.02100312994355955,,0.0
2025-10-21,000028.SZ,1600,22.42,35872.0,0.031984389426700975,,0.0
2025-10-21,000029.SZ,200,27.43,5486.0,0.00489145741511155,,0.0
2025-10-21,000090.SZ,6500,3.74,24310.0,0.0216754155598545,,0.0
2025-10-21,000403.SZ,1400,16.24,22735.999999999996,0.02027199704520164,,0.0
2025-10-21,000407.SZ,4100,3.85,15785.0,0.014074308293389686,,0.0
2025-10-21,000423.SZ,500,46.51,23255.0,0.02073475067233305,,0.0
2025-10-21,000426.SZ,200,30.98,6196.0,0.005524511510031201,,0.0
2025-10-21,000429.SZ,2600,11.4,29640.0,0.026427779399180888,,0.0
2025-10-21,000539.SZ,4900,4.78,23422.0,0.020883652128462035,,0.0
2025-10-21,000554.SZ,3200,6.96,22272.0,0.019858282819789363,,0.0
2025-10-21,000657.SZ,300,17.52,5256.0,0.004686383553377016,,0.0
2025-10-21,000686.SZ,2300,8.37,19251.0,0.017164682227180542,,0.0
2025-10-21,000722.SZ,1400,12.99,18186.0,0.016215101084801068,,0.0
2025-10-21,000729.SZ,1700,11.82,20094.0,0.0179163225117119,,0.0
2025-10-21,000766.SZ,500,24.97,12485.0,0.011131944190242018,,0.0
2025-10-21,000767.SZ,5300,2.98,15794.0,0.014082332922761908,,0.0
2025-10-21,000778.SZ,5500,3.95,21725.0,0.019370563679055493,,0.0
2025-10-21,000783.SZ,1700,8.12,13803.999999999998,0.012307998206015282,,0.0
2025-10-22,000001.SZ,2500,11.15,27875.0,0.024876773520381697,,0.0
2025-10-22,000027.SZ,3400,6.67,22678.0,0.02023876125184632,,0.0
2025-10-22,000039.SZ,3300,8.24,27192.0,0.02426723679161324,,0.0
2025-10-22,000166.SZ,3900,5.33,20787.0,0.01855115663383585,,0.0
2025-10-22,000333.SZ,400,73.42,29368.0,0.026209186896737926,,0.0
2025-10-22,000338.SZ,1800,14.27,25686.0,0.022923221691283382,,0.0
2025-10-22,000408.SZ,200,56.39,11278.0,0.01006494176727766,,0.0
2025-10-22,000506.SZ,800,13.04,10432.0,0.009309937268685987,,0.0
2025-10-22,000538.SZ,500,54.81,27405.0,0.024457326576719656,,0.0
2025-10-22,000543.SZ,5600,7.7,43120.0,0.03848202598022812,,0.0
2025-10-22,000591.SZ,5000,4.53,22650.0,0.02021377292328773,,0.0
2025-10-22,000598.SZ,4900,6.97,34153.0,0.03047951375933977,,0.0
2025-10-22,000623.SZ,800,20.33,16263.999999999998,0.014514649131317952,,0.0
2025-10-22,000651.SZ,600,39.58,23748.0,0.021193672378906712,,0.0
2025-10-22,000690.SZ,5200,4.59,23868.0,0.02130076521558638,,0.0
2025-10-22,000725.SZ,6100,3.99,24339.0,0.021721104599554085,,0.0
2025-10-22,000728.SZ,2100,8.94,18774.0,0.016754674298534385,,0.0
2025-10-22,000791.SZ,3900,6.91,26949.0,0.02405037379733691,,0.0
2025-10-22,000825.SZ,4500,4.1,18450.0,0.016465523639499276,,0.0
2025-10-22,000050.SZ,1700,9.34,15878.0,0.014170167173331681,,0.0
2025-10-22,000537.SZ,2800,8.8,24640.000000000004,0.02198972913155893,,0.0
2025-10-22,000625.SZ,2400,12.35,29640.0,0.02645193065987851,,0.0
2025-10-22,000860.SZ,1500,15.64,23460.0,0.020936649570875505,,0.0
2025-10-22,000008.SZ,7100,2.92,20732.0,0.018502072417024337,,0.0
2025-10-22,000025.SZ,1000,17.38,17380.0,0.015510612512438885,,0.0
2025-10-22,000088.SZ,10600,4.32,45792.0,0.040866626476962105,,0.0
2025-10-22,000156.SZ,2900,7.94,23026.0,0.020549330478217363,,0.0
2025-10-22,000565.SZ,1900,8.28,15731.999999999998,0.014039870888704748,,0.0
2025-10-22,000582.SZ,3100,8.8,27280.000000000004,0.02434577153851167,,0.0
2025-10-22,000600.SZ,1900,9.25,17575.0,0.015684638372043348,,0.0
2025-10-22,000776.SZ,500,22.33,11165.0,0.009964096012737638,,0.0
2025-10-22,000858.SZ,200,117.37,23474.0,0.020949143735154798,,0.0
2025-10-22,000028.SZ,1600,22.62,36192.0,0.0322991995425885,,0.0
2025-10-22,000029.SZ,200,28.82,5764.0,0.00514402592184682,,0.0
2025-10-22,000090.SZ,6500,3.74,24310.0,0.021695223830689832,,0.0
2025-10-22,000403.SZ,1400,16.26,22764.000000000004,0.02031551111813342,,0.0
2025-10-22,000407.SZ,4100,3.79,15539.0,0.013867629909711613,,0.0
2025-10-22,000423.SZ,500,46.89,23445.0,0.020923262966290546,,0.0
2025-10-22,000426.SZ,200,30.61,6122.0,0.005463519551274503,,0.0
2025-10-22,000429.SZ,2600,11.56,30056.0,0.026823185827034704,,0.0
2025-10-22,000539.SZ,4900,4.76,23324.0,0.02081527768930521,,0.0
2025-10-22,000554.SZ,3200,7.13,22816.0,0.02036191801402794,,0.0
2025-10-22,000657.SZ,300,18.14,5442.0,0.004856660143423039,,0.0
2025-10-22,000686.SZ,2300,8.28,19044.0,0.016995633181063643,,0.0
2025-10-22,000722.SZ,1400,12.71,17794.0,0.015880082798983747,,0.0
2025-10-22,000729.SZ,1700,11.78,20026.0,0.01787200956122561,,0.0
2025-10-22,000766.SZ,500,25.13,12565.0,0.011213512440667123,,0.0
2025-10-22,000767.SZ,5300,2.94,15582.0,0.013906004842855162,,0.0
2025-10-22,000778.SZ,5500,3.95,21725.0,0.019388265640548605,,0.0
2025-10-22,000783.SZ,1700,7.94,13498.0,0.012046159245851557,,0.0
2025-10-23,000001.SZ,2500,11.26,28150.0,0.024787673002125143,,0.0
2025-10-23,000027.SZ,3400,7.34,24956.0,0.021975174687070515,,0.0
2025-10-23,000039.SZ,3300,8.3,27390.000000000004,0.024118449858906137,,0.0
2025-10-23,000166.SZ,3900,5.39,21021.0,0.01851018380737736,,0.0
2025-10-23,000333.SZ,400,74.42,29768.0,0.026212413851767716,,0.0
2025-10-23,000338.SZ,1800,14.18,25524.0,0.022475330930949985,,0.0
2025-10-23,000408.SZ,200,57.56,11512.0,0.010136969506233202,,0.0
2025-10-23,000506.SZ,800,12.47,9976.0,0.00878443431151689,,0.0
2025-10-23,000538.SZ,500,54.93,27465.0,0.02418449161646064,,0.0
2025-10-23,000543.SZ,5600,7.86,44016.0,0.03875858667358935,,0.0
2025-10-23,000591.SZ,5000,4.58,22900.0,0.02016474997330962,,0.0
2025-10-23,000598.SZ,4900,7.02,34398.0,0.030289391684799313,,0.0
2025-10-23,000623.SZ,800,20.5,16400.0,0.014441130985252303,,0.0
2025-10-23,000651.SZ,600,39.54,23724.0,0.020890328749641807,,0.0
2025-10-23,000690.SZ,5200,4.64,24128.0,0.021246073683668754,,0.0
2025-10-23,000725.SZ,6100,4.02,24521.999999999996,0.021593013050021762,,0.0
2025-10-23,000728.SZ,2100,9.0,18900.0,0.016642522903735885,,0.0
2025-10-23,000791.SZ,3900,6.98,27222.0,0.023970516321984037,,0.0
2025-10-23,000825.SZ,4500,4.11,18495.0,0.016285897412941546,,0.0
2025-10-23,000050.SZ,1700,9.53,16200.999999999998,0.014265900188541007,,0.0
2025-10-23,000537.SZ,2800,8.91,24948.0,0.021968130232931368,,0.0
2025-10-23,000625.SZ,2400,12.33,29592.0,0.02605743586070647,,0.0
2025-10-23,000860.SZ,1500,15.69,23535.0,0.020723903520604447,,0.0
2025-10-23,000008.SZ,7100,2.92,20732.0,0.018255702901600654,,0.0
2025-10-23,000025.SZ,1000,19.12,19120.0,0.01683624539256244,,0.0
2025-10-23,000088.SZ,10600,4.45,47170.0,0.04153586271794824,,0.0
2025-10-23,000156.SZ,2900,7.97,23113.0,0.02035230856476442,,0.0
2025-10-23,000565.SZ,1900,8.39,15941.000000000002,0.014036955429018718,,0.0
2025-10-23,000582.SZ,3100,8.93,27683.0,0.02437645299175241,,0.0
2025-10-23,000600.SZ,1900,9.46,17974.0,0.015827127337129567,,0.0
2025-10-23,000776.SZ,500,22.68,11340.0,0.009985513742241532,,0.0
2025-10-23,000858.SZ,200,118.57,23714.0,0.020881523181967874,,0.0
2025-10-23,000028.SZ,1600,22.73,36368.0,0.032024088516564374,,0.0
2025-10-23,000029.SZ,200,29.39,5878.0,0.0051759126787386,,0.0
2025-10-23,000090.SZ,6500,4.11,26715.000000000004,0.02352407404091557,,0.0
2025-10-23,000403.SZ,1400,16.36,22904.0,0.020168272200379193,,0.0
2025-10-23,000407.SZ,4100,3.81,15621.0,0.013755177263452819,,0.0
2025-10-23,000423.SZ,500,47.06,23530.0,0.020719500736767482,,0.0
2025-10-23,000426.SZ,200,30.34,6068.0,0.005343218464543352,,0.0
2025-10-23,000429.SZ,2600,11.63,30238.000000000004,0.026626275532442633,,0.0
2025-10-23,000539.SZ,4900,4.84,23716.0,0.02088328429550266,,0.0
2025-10-23,000554.SZ,3200,7.07,22624.0,0.01992171630550903,,0.0
2025-10-23,000657.SZ,300,18.61,5583.0,0.004916148432357537,,0.0
2025-10-23,000686.SZ,2300,8.47,19481.0,0.01715412638559147,,0.0
2025-10-23,000722.SZ,1400,12.71,17794.0,0.01566862711899875,,0.0
2025-10-23,000729.SZ,1700,11.73,19941.0,0.017559182498592448,,0.0
2025-10-23,000766.SZ,500,25.32,12660.0,0.011147848675200862,,0.0
2025-10-23,000767.SZ,5300,2.95,15635.000000000002,0.013767505058196327,,0.0
2025-10-23,000778.SZ,5500,4.0,22000.0,0.019372248882655527,,0.0
2025-10-23,000783.SZ,1700,8.02,13634.0,0.012005510966642067,,0.0
2025-10-24,000001.SZ,2500,11.19,27975.0,0.024811681228621534,,0.0
2025-10-24,000027.SZ,3400,7.08,24072.0,0.021350019322086775,,0.0
2025-10-24,000039.SZ,3300,8.22,27126.000000000004,0.024058683288921818,,0.0
2025-10-24,000166.SZ,3900,5.42,21138.0,0.01874778615944958,,0.0
2025-10-24,000333.SZ,400,74.14,29656.0,0.026302599410759617,,0.0
2025-10-24,000338.SZ,1800,14.2,25560.0,0.022669761294139997,,0.0
2025-10-24,000408.SZ,200,58.14,11628.0,0.010313144926770731,,0.0
2025-10-24,000506.SZ,800,12.28,9824.0,0.008713135170329865,,0.0
2025-10-24,000538.SZ,500,54.73,27365.0,0.02427065797394918,,0.0
2025-10-24,000543.SZ,5600,7.86,44016.0,0.039038818979767846,,0.0
2025-10-24,000591.SZ,5000,4.54,22700.0,0.020133160460758134,,0.0
2025-10-24,000598.SZ,4900,6.96,34104.0,0.03024763455302623,,0.0
2025-10-24,000623.SZ,800,20.55,16440.0,0.01458102017510413,,0.0
2025-10-24,000651.SZ,600,39.51,23706.0,0.021025405369283365,,0.0
2025-10-24,000690.SZ,5200,4.58,23816.0,0.021122966939798052,,0.0
2025-10-24,000725.SZ,6100,4.02,24521.999999999996,0.021749134837828674,,0.0
2025-10-24,000728.SZ,2100,9.13,19173.0,0.017004981740709944,,0.0
2025-10-24,000791.SZ,3900,6.85,26715.0,0.02369415778454421,,0.0
2025-10-24,000825.SZ,4500,4.04,18180.0,0.016124266835972813,,0.0
2025-10-24,000050.SZ,1700,9.49,16133.0,0.014308734701031322,,0.0
2025-10-24,000537.SZ,2800,8.84,24752.0,0.021953127212541206,,0.0
2025-10-24,000625.SZ,2400,12.67,30408.0,0.02696956578373275,,0.0
2025-10-24,000860.SZ,1500,15.58,23370.0,0.02072739911752941,,0.0
2025-10-24,000008.SZ,7100,2.9,20590.0,0.018261752153612774,,0.0
2025-10-24,000025.SZ,1000,18.51,18510.0,0.016416951547516875,,0.0
2025-10-24,000088.SZ,10600,4.36,46216.0,0.04099005039006159,,0.0
2025-10-24,000156.SZ,2900,7.94,23026.0,0.020422297478828934,,0.0
2025-10-24,000565.SZ,1900,8.36,15883.999999999998,0.0140878907823208,,0.0
2025-10-24,000582.SZ,3100,8.97,27807.000000000004,0.02466267810274456,,0.0
2025-10-24,000600.SZ,1900,9.26,17594.0,0.015604529742140027,,0.0
2025-10-24,000776.SZ,500,22.96,11480.0,0.01018188026826006,,0.0
2025-10-24,000858.SZ,200,117.56,23512.0,0.02085334223583019,,0.0
2025-10-24,000028.SZ,1600,22.51,36016.0,0.03194343203324516,,0.0
2025-10-24,000029.SZ,200,28.32,5664.0,0.005023533958138066,,0.0
2025-10-24,000090.SZ,6500,3.85,25025.0,0.02219525729209129,,0.0
2025-10-24,000403.SZ,1400,16.37,22918.0,0.02032650975505088,,0.0
2025-10-24,000407.SZ,4100,3.72,15252.0,0.01352735521354551,,0.0
2025-10-24,000423.SZ,500,46.47,23235.0,0.02060766446280684,,0.0
2025-10-24,000426.SZ,200,30.34,6068.0,0.005381850998937461,,0.0
2025-10-24,000429.SZ,2600,11.75,30550.0,0.027095508902033525,,0.0
2025-10-24,000539.SZ,4900,4.77,23372.999999999996,0.020730059887634354,,0.0
2025-10-24,000554.SZ,3200,6.94,22208.0,0.01969679416354699,,0.0
2025-10-24,000657.SZ,300,18.95,5685.0,0.005042159348872687,,0.0
2025-10-24,000686.SZ,2300,8.5,19550.0,0.017339351850564826,,0.0
2025-10-24,000722.SZ,1400,12.56,17584.0,0.015595660508456875,,0.0
2025-10-24,000729.SZ,1700,11.62,19754.0,0.017520284217701153,,0.0
2025-10-24,000766.SZ,500,25.2,12600.0,0.011175234440773238,,0.0
2025-10-24,000767.SZ,5300,2.88,15264.0,0.013537998293965294,,0.0
2025-10-24,000778.SZ,5500,4.04,22220.0,0.019707437243966775,,0.0
2025-10-24,000783.SZ,1700,8.12,13803.999999999998,0.0122430901762249,,0.0
2025-10-27,000001.SZ,2500,11.15,27875.0,0.024474293819402193,,0.0
2025-10-27,000027.SZ,3400,7.08,24072.0,0.021135253841099537,,0.0
2025-10-27,000039.SZ,3300,8.25,27225.0,0.023903592797604473,,0.0
2025-10-27,000166.SZ,3900,5.48,21372.0,0.01876464959670901,,0.0
2025-10-27,000333.SZ,400,74.41,29764.0,0.026132838788903566,,0.0
2025-10-27,000338.SZ,1800,14.17,25506.0,0.022394308095342506,,0.0
2025-10-27,000408.SZ,200,59.55,11910.0,0.010456998722478211,,0.0
2025-10-27,000506.SZ,800,12.01,9608.0,0.008435839103742288,,0.0
2025-10-27,000538.SZ,500,54.83,27415.0,0.02407041309628381,,0.0
2025-10-27,000543.SZ,5600,8.65,48440.0,0.04253039614751004,,0.0
2025-10-27,000591.SZ,5000,4.54,22700.0,0.019930635684320352,,0.0
2025-10-27,000598.SZ,4900,7.0,34300.0,0.03011545391947965,,0.0
2025-10-27,000623.SZ,800,20.89,16712.0,0.014673162271205362,,0.0
2025-10-27,000651.SZ,600,39.97,23982.0,0.021056233699619852,,0.0
2025-10-27,000690.SZ,5200,4.63,24076.0,0.021138765847387525,,0.0
2025-10-27,000725.SZ,6100,4.04,24644.0,0.02163747074028153,,0.0
2025-10-27,000728.SZ,2100,9.33,19593.0,0.017202684800127252,,0.0
2025-10-27,000791.SZ,3900,6.89,26871.0,0.023592780241117717,,0.0
2025-10-27,000825.SZ,4500,4.15,18675.0,0.016396679357034476,,0.0
2025-10-27,000050.SZ,1700,9.58,16286.0,0.014299133601534857,,0.0
2025-10-27,000537.SZ,2800,8.83,24724.0,0.02170771086604125,,0.0
2025-10-27,000625.SZ,2400,12.56,30144.0,0.02646647938626223,,0.0
2025-10-27,000860.SZ,1500,15.68,23520.0,0.020650596973357475,,0.0
2025-10-27,000008.SZ,7100,2.91,20661.0,0.018140390479019507,,0.0
2025-10-27,000025.SZ,1000,18.58,18580.0,0.016313269207694808,,0.0
2025-10-27,000088.SZ,10600,4.38,46428.0,0.040763856984653096,,0.0
