date,symbol,shares,close,market_value,weight,industry,market_cap
2025-11-13,000767.SZ,7500,3.09,23175.0,0.019969641166416013,,0.0
2025-11-13,000778.SZ,4600,4.34,19964.0,0.01720275798258163,,0.0
2025-11-13,000089.SZ,4500,7.41,33345.0,0.028733017678280126,,0.0
2025-11-13,000157.SZ,2600,8.15,21190.0,0.018259188622064954,,0.0
2025-11-13,000301.SZ,1900,10.17,19323.0,0.016650415372541815,,0.0
2025-11-13,000415.SZ,4800,3.8,18240.0,0.015717206251366907,,0.0
2025-11-13,000513.SZ,500,35.9,17950.0,0.015467316458993201,,0.0
2025-11-13,000552.SZ,9800,2.73,26754.0,0.023053625879883237,,0.0
2025-11-13,000566.SZ,2800,6.15,17220.0,0.014838283533362836,,0.0
2025-11-13,000589.SZ,4600,5.02,23091.999999999996,0.019898120984460775,,0.0
2025-11-13,000678.SZ,1100,13.08,14388.0,0.012397980457492712,,0.0
2025-11-13,000691.SZ,700,7.96,5572.0,0.004801330769332039,,0.0
2025-11-13,000705.SZ,1900,10.11,19209.0,0.016552182833470774,,0.0
2025-11-13,000708.SZ,1200,15.1,18120.0,0.015613803578660546,,0.0
2025-11-13,000726.SZ,3100,7.32,22692.0,0.019553445408772907,,0.0
2025-11-13,000735.SZ,2900,8.18,23722.0,0.020440985016169175,,0.0
2025-11-13,000738.SZ,1100,18.82,20702.0,0.01783868441972575,,0.0
2025-11-13,000756.SZ,1100,16.95,18645.0,0.016066190271750876,,0.0
2025-11-13,000828.SZ,1600,11.52,18432.0,0.015882650527697086,,0.0
2025-11-13,000848.SZ,2700,8.53,23031.0,0.01984555795916838,,0.0
2025-11-14,000001.SZ,3000,11.38,34140.0,0.02936717129256835,,0.0
2025-11-14,000039.SZ,3100,8.94,27714.0,0.02383953676632218,,0.0
2025-11-14,000166.SZ,4100,5.38,22058.0,0.0189742549610859,,0.0
2025-11-14,000333.SZ,400,78.73,31492.0,0.02708936609096551,,0.0
2025-11-14,000338.SZ,1600,17.03,27248.0,0.023438684340360352,,0.0
2025-11-14,000408.SZ,200,59.35,11870.0,0.010210554283619985,,0.0
2025-11-14,000538.SZ,600,55.02,33012.0,0.02839686756620581,,0.0
2025-11-14,000591.SZ,4900,4.77,23372.999999999996,0.02010541577683655,,0.0
2025-11-14,000598.SZ,4400,7.18,31592.0,0.027175385924862898,,0.0
2025-11-14,000623.SZ,700,20.91,14637.0,0.012590723087560719,,0.0
2025-11-14,000651.SZ,600,39.63,23778.0,0.02045379610412098,,0.0
2025-11-14,000690.SZ,5500,4.55,25025.0,0.02152646343282141,,0.0
2025-11-14,000725.SZ,6300,3.97,25011.0,0.021514420656075776,,0.0
2025-11-14,000728.SZ,1900,8.56,16264.000000000002,0.013990265785071227,,0.0
2025-11-14,000825.SZ,4900,4.32,21168.0,0.018208678439399145,,0.0
2025-11-14,000050.SZ,1600,9.52,15232.0,0.013102541099250178,,0.0
2025-11-14,000537.SZ,2600,8.88,23088.000000000004,0.019860259250229002,,0.0
2025-11-14,000625.SZ,1700,12.18,20706.0,0.01781126680679321,,0.0
2025-11-14,000860.SZ,1700,15.92,27064.0,0.023280407845989157,,0.0
2025-11-14,000008.SZ,7500,3.34,25050.0,0.021547968391295757,,0.0
2025-11-14,000088.SZ,9200,4.46,41032.0,0.035295658244776346,,0.0
2025-11-14,000582.SZ,3000,9.11,27330.0,0.02350922060415621,,0.0
2025-11-14,000858.SZ,200,117.48,23496.0,0.020211220172530343,,0.0
2025-11-14,000403.SZ,1600,16.3,26080.0,0.022433972680438855,,0.0
2025-11-14,000407.SZ,4100,5.52,22632.0,0.01946800880765691,,0.0
2025-11-14,000423.SZ,600,47.75,28650.0,0.024644682411601733,,0.0
2025-11-14,000426.SZ,200,32.03,6406.0,0.005510430559466691,,0.0
2025-11-14,000539.SZ,4900,4.93,24157.0,0.02077981127459208,,0.0
2025-11-14,000554.SZ,3100,7.24,22444.0,0.019306291519929818,,0.0
2025-11-14,000766.SZ,500,28.75,14375.0,0.01236535112274956,,0.0
2025-11-14,000767.SZ,7500,3.09,23175.0,0.019935096505719726,,0.0
2025-11-14,000778.SZ,4600,4.33,19918.0,0.01713343051568179,,0.0
2025-11-14,000089.SZ,4500,7.36,33120.0,0.02848976898681499,,0.0
2025-11-14,000157.SZ,2600,8.06,20956.0,0.018026316391536682,,0.0
2025-11-14,000301.SZ,1900,10.11,19209.0,0.01652354989334931,,0.0
2025-11-14,000415.SZ,4800,3.82,18336.0,0.01577259674342511,,0.0
2025-11-14,000513.SZ,500,35.91,17955.0,0.01544486117627606,,0.0
2025-11-14,000552.SZ,9800,2.73,26754.0,0.023013746360907254,,0.0
2025-11-14,000566.SZ,2800,6.77,18956.0,0.016305919713588916,,0.0
2025-11-14,000589.SZ,4600,4.98,22908.000000000004,0.019705423549213705,,0.0
2025-11-14,000678.SZ,1100,12.9,14190.0,0.012206214430039393,,0.0
2025-11-14,000691.SZ,700,7.58,5306.0,0.00456421238659542,,0.0
2025-11-14,000705.SZ,1900,10.34,19646.0,0.016899456567480896,,0.0
2025-11-14,000708.SZ,1200,14.84,17808.0,0.0153184120204469,,0.0
2025-11-14,000726.SZ,3100,7.36,22816.0,0.019626285302028104,,0.0
2025-11-14,000735.SZ,2900,8.4,24360.0,0.020954431537403777,,0.0
2025-11-14,000738.SZ,1100,18.85,20735.0,0.017836212558623454,,0.0
2025-11-14,000756.SZ,1100,17.31,19041.0,0.0163790365724017,,0.0
2025-11-14,000828.SZ,1600,11.48,18368.0,0.015800123090272275,,0.0
2025-11-14,000848.SZ,2700,8.38,22626.000000000004,0.01946284761762307,,0.0
2025-11-17,000001.SZ,3000,11.3,33900.0,0.029185653403640238,,0.0
2025-11-17,000039.SZ,3100,8.91,27621.0,0.023779850521001386,,0.0
2025-11-17,000166.SZ,4100,5.31,21771.0,0.018743388207983824,,0.0
2025-11-17,000333.SZ,400,77.93,31172.000000000004,0.026837026191689487,,0.0
2025-11-17,000338.SZ,1600,17.7,28320.0,0.02438164319737733,,0.0
2025-11-17,000408.SZ,200,59.89,11978.0,0.010312264202619551,,0.0
2025-11-17,000538.SZ,600,54.71,32826.0,0.028261010578993936,,0.0
2025-11-17,000591.SZ,4900,4.74,23226.0,0.019996046783272808,,0.0
2025-11-17,000598.SZ,4400,7.09,31196.0,0.02685768860117879,,0.0
2025-11-17,000623.SZ,700,20.38,14266.0,0.012282080573933088,,0.0
2025-11-17,000651.SZ,600,39.21,23526.0,0.020254326901889094,,0.0
2025-11-17,000690.SZ,5500,4.45,24475.0,0.021071353010445274,,0.0
2025-11-17,000725.SZ,6300,3.93,24759.0,0.021315858189402025,,0.0
2025-11-17,000728.SZ,1900,8.46,16074.000000000002,0.013838648755460568,,0.0
2025-11-17,000825.SZ,4900,4.32,21168.0,0.01822424516956509,,0.0
2025-11-17,000050.SZ,1600,9.39,15024.0,0.012934668340303568,,0.0
2025-11-17,000537.SZ,2600,8.71,22646.000000000004,0.019496705220614658,,0.0
2025-11-17,000625.SZ,1700,12.15,20655.0,0.017782586166731243,,0.0
2025-11-17,000860.SZ,1700,15.97,27149.0,0.0233734898010451,,0.0
2025-11-17,000008.SZ,7500,3.39,25425.0,0.02188924005273018,,0.0
2025-11-17,000088.SZ,9200,4.43,40756.0,0.03508821504775108,,0.0
2025-11-17,000582.SZ,3000,9.01,27030.0,0.023271038687327304,,0.0
2025-11-17,000858.SZ,200,117.42,23484.0,0.020218167685282812,,0.0
2025-11-17,000403.SZ,1600,16.23,25968.0,0.022356727067425655,,0.0
2025-11-17,000407.SZ,4100,6.07,24887.0,0.021426057706678308,,0.0
2025-11-17,000423.SZ,600,47.18,28308.0,0.02437131199263268,,0.0
2025-11-17,000426.SZ,200,31.1,6220.0,0.005355007792644315,,0.0
2025-11-17,000539.SZ,4900,4.93,24157.0,0.020797576084712013,,0.0
2025-11-17,000554.SZ,3100,7.24,22444.0,0.019322796607413022,,0.0
2025-11-17,000766.SZ,500,29.5,14750.0,0.012698772498634027,,0.0
2025-11-17,000767.SZ,7500,3.09,23175.0,0.019952139163108038,,0.0
2025-11-17,000778.SZ,4600,4.35,20010.0,0.01722728391170623,,0.0
2025-11-17,000089.SZ,4500,7.26,32670.0,0.028126704917313467,,0.0
2025-11-17,000157.SZ,2600,7.9,20540.0,0.017683578787928332,,0.0
2025-11-17,000301.SZ,1900,10.3,19570.0,0.01684847307106901,,0.0
2025-11-17,000415.SZ,4800,3.79,18192.0,0.01566210639289154,,0.0
2025-11-17,000513.SZ,500,34.9,17450.0,0.015023293566180596,,0.0
2025-11-17,000552.SZ,9800,2.75,26950.0,0.02320216398902963,,0.0
2025-11-17,000566.SZ,2800,7.45,20860.0,0.01795907758111904,,0.0
2025-11-17,000589.SZ,4600,4.98,22908.000000000004,0.019722269857539547,,0.0
2025-11-17,000678.SZ,1100,12.9,14190.0,0.012216649610550294,,0.0
2025-11-17,000691.SZ,700,7.75,5425.0,0.004670565478311159,,0.0
2025-11-17,000705.SZ,1900,10.07,19133.0,0.016472245031617955,,0.0
2025-11-17,000708.SZ,1200,14.48,17376.0,0.014959584470255244,,0.0
2025-11-17,000726.SZ,3100,7.36,22816.0,0.019643063954497216,,0.0
2025-11-17,000735.SZ,2900,8.53,24736.999999999996,0.021296917647370163,,0.0
2025-11-17,000738.SZ,1100,19.16,21076.0,0.018145039266522764,,0.0
2025-11-17,000756.SZ,1100,16.95,18645.0,0.016052109372002132,,0.0
2025-11-17,000828.SZ,1600,11.25,18000.0,0.015496807116977119,,0.0
2025-11-17,000848.SZ,2700,8.3,22410.000000000004,0.019293524860636516,,0.0
2025-11-18,000001.SZ,3000,11.22,33660.0,0.02925950023147502,,0.0
2025-11-18,000039.SZ,3100,8.6,26660.0,0.023174636844061916,,0.0
2025-11-18,000166.SZ,4100,5.28,21648.0,0.01881787465867413,,0.0
2025-11-18,000333.SZ,400,77.4,30960.000000000004,0.02691248149632997,,0.0
2025-11-18,000338.SZ,1600,17.42,27872.000000000004,0.024228187476282588,,0.0
2025-11-18,000408.SZ,200,57.99,11598.0,0.010081749366745316,,0.0
2025-11-18,000538.SZ,600,54.76,32856.0,0.028560610208120715,,0.0
2025-11-18,000591.SZ,4900,4.64,22736.0,0.019763636282317767,,0.0
2025-11-18,000598.SZ,4400,7.04,30976.0,0.026926389755501195,,0.0
2025-11-18,000623.SZ,700,20.26,14182.000000000002,0.012327933222898954,,0.0
2025-11-18,000651.SZ,600,39.13,23478.0,0.020408631801383557,,0.0
2025-11-18,000690.SZ,5500,4.37,24035.0,0.020892813073782,,0.0
2025-11-18,000725.SZ,6300,3.9,24570.0,0.02135787048982,,0.0
2025-11-18,000728.SZ,1900,8.44,16035.999999999998,0.013939552754365222,,0.0
2025-11-18,000825.SZ,4900,4.14,20286.0,0.017633934096723182,,0.0
2025-11-18,000050.SZ,1600,9.28,14847.999999999998,0.012906864510901398,,0.0
2025-11-18,000537.SZ,2600,8.65,22490.0,0.01954979679756011,,0.0
2025-11-18,000625.SZ,1700,12.07,20519.0,0.01783647312090422,,0.0
2025-11-18,000860.SZ,1700,15.82,26894.0,0.023378045134441153,,0.0
2025-11-18,000008.SZ,7500,3.29,24675.0,0.0214491434406312,,0.0
2025-11-18,000088.SZ,9200,4.37,40204.0,0.03494797823250807,,0.0
2025-11-18,000582.SZ,3000,8.84,26520.0,0.023052939576313655,,0.0
2025-11-18,000858.SZ,200,117.62,23524.0,0.020448618046500843,,0.0
2025-11-18,000403.SZ,1600,16.19,25904.000000000004,0.022517471598221303,,0.0
2025-11-18,000407.SZ,4100,6.68,27388.0,0.023807462636352878,,0.0
2025-11-18,000423.SZ,600,47.01,28206.0,0.02451852238648201,,0.0
2025-11-18,000426.SZ,200,29.79,5958.0,0.005179088008886755,,0.0
2025-11-18,000539.SZ,4900,4.82,23618.0,0.020530329069131818,,0.0
2025-11-18,000554.SZ,3100,7.12,22072.0,0.019186443526711724,,0.0
2025-11-18,000766.SZ,500,29.5,14750.0,0.012821676423477616,,0.0
2025-11-18,000767.SZ,7500,3.02,22650.0,0.01968887938927241,,0.0
2025-11-18,000778.SZ,4600,4.19,19274.0,0.016754236704142885,,0.0
2025-11-18,000089.SZ,4500,7.17,32265.0,0.02804687388498341,,0.0
2025-11-18,000157.SZ,2600,7.81,20306.0,0.01765131942068722,,0.0
2025-11-18,000301.SZ,1900,10.09,19171.0,0.016664702285728094,,0.0
2025-11-18,000415.SZ,4800,3.72,17856.0,0.01552161723509263,,0.0
2025-11-18,000513.SZ,500,34.67,17335.0,0.015068729545829456,,0.0
2025-11-18,000552.SZ,9800,2.65,25970.0,0.022574843167302624,,0.0
2025-11-18,000566.SZ,2800,8.0,22400.0,0.01947156283972194,,0.0
2025-11-18,000589.SZ,4600,4.9,22540.0,0.0195932601074702,,0.0
2025-11-18,000678.SZ,1100,12.71,13981.000000000002,0.012153210717060377,,0.0
2025-11-18,000691.SZ,700,7.36,5152.0,0.004478459453136046,,0.0
2025-11-18,000705.SZ,1900,9.99,18981.0,0.016499541708069738,,0.0
2025-11-18,000708.SZ,1200,14.25,17100.0,0.014864451989252016,,0.0
2025-11-18,000726.SZ,3100,7.25,22475.0,0.01953675780458708,,0.0
2025-11-18,000735.SZ,2900,8.38,24302.000000000004,0.021124907148701903,,0.0
2025-11-18,000738.SZ,1100,18.95,20845.0,0.01811985390151803,,0.0
2025-11-18,000756.SZ,1100,16.79,18469.0,0.01605447741459038,,0.0
2025-11-18,000828.SZ,1600,11.17,17872.0,0.015535525494263862,,0.0
2025-11-18,000848.SZ,2700,8.19,22113.0,0.019222083440838002,,0.0
2025-11-19,000001.SZ,3000,11.42,34260.0,0.029782820415933223,,0.0
2025-11-19,000039.SZ,3100,8.74,27094.0,0.023553290611479708,,0.0
2025-11-19,000166.SZ,4100,5.28,21648.0,0.01881898705090842,,0.0
2025-11-19,000333.SZ,400,77.4,30960.000000000004,0.026914072389880115,,0.0
2025-11-19,000338.SZ,1600,17.2,27520.0,0.023923619902115653,,0.0
2025-11-19,000408.SZ,200,59.8,11960.0,0.010397038300483401,,0.0
2025-11-19,000538.SZ,600,54.77,32862.0,0.028567514433987088,,0.0
2025-11-19,000591.SZ,4900,4.64,22736.0,0.019764804581922292,,0.0
2025-11-19,000598.SZ,4400,7.05,31020.0,0.026966231444899257,,0.0
2025-11-19,000623.SZ,700,20.11,14077.0,0.012237383625075657,,0.0
2025-11-19,000651.SZ,600,39.18,23508.0,0.02043591775650199,,0.0
2025-11-19,000690.SZ,5500,4.35,23924.999999999996,0.020798423188885064,,0.0
2025-11-19,000725.SZ,6300,3.89,24507.0,0.021304366022570798,,0.0
2025-11-19,000728.SZ,1900,8.42,15998.0,0.013907342703272029,,0.0
2025-11-19,000825.SZ,4900,4.16,20384.0,0.01772016962517171,,0.0
2025-11-19,000050.SZ,1600,9.07,14512.0,0.012615536773964476,,0.0
2025-11-19,000537.SZ,2600,8.63,22438.000000000004,0.019505747941993865,,0.0
2025-11-19,000625.SZ,1700,12.03,20451.0,0.017778413903276426,,0.0
2025-11-19,000860.SZ,1700,15.73,26741.0,0.023246421504450387,,0.0
2025-11-19,000008.SZ,7500,3.17,23775.0,0.020668025551337198,,0.0
2025-11-19,000088.SZ,9200,4.37,40204.0,0.03495004413316344,,0.0
2025-11-19,000582.SZ,3000,8.79,26369.999999999996,0.022923904680915323,,0.0
2025-11-19,000858.SZ,200,117.16,23432.0,0.020369849620144403,,0.0
2025-11-19,000403.SZ,1600,16.04,25664.0,0.02231016646685669,,0.0
2025-11-19,000407.SZ,4100,6.01,24641.0,0.021420854578780225,,0.0
2025-11-19,000423.SZ,600,46.91,28145.999999999996,0.02446781270948209,,0.0
2025-11-19,000426.SZ,200,31.78,6356.0,0.005525382561695025,,0.0
2025-11-19,000539.SZ,4900,4.8,23520.0,0.02044634956750582,,0.0
2025-11-19,000554.SZ,3100,7.2,22320.0,0.01940316846712287,,0.0
2025-11-19,000766.SZ,500,28.75,14375.0,0.01249644026500409,,0.0
2025-11-19,000767.SZ,7500,2.97,22275.0,0.01936404917585851,,0.0
2025-11-19,000778.SZ,4600,4.14,19044.0,0.016555284063077418,,0.0
2025-11-19,000089.SZ,4500,7.13,32085.0,0.027892054671489128,,0.0
2025-11-19,000157.SZ,2600,7.86,20436.0,0.017765374139521638,,0.0
2025-11-19,000301.SZ,1900,10.15,19285.0,0.01676478960073766,,0.0
2025-11-19,000415.SZ,4800,3.6,17280.0,0.015021807845514481,,0.0
2025-11-19,000513.SZ,500,34.39,17195.0,0.014947915850904022,,0.0
2025-11-19,000552.SZ,9800,2.65,25970.0,0.022576177647454343,,0.0
2025-11-19,000566.SZ,2800,7.2,20160.0,0.01752544248643356,,0.0
2025-11-19,000586.SZ,700,13.69,9583.0,0.008330670404141509,,0.0
2025-11-19,000589.SZ,4600,4.87,22402.0,0.019474452508982373,,0.0
2025-11-19,000678.SZ,1100,12.46,13706.000000000002,0.011914866801540596,,0.0
2025-11-19,000691.SZ,700,7.0,4900.0,0.004259656159897046,,0.0
2025-11-19,000705.SZ,1900,9.75,18525.0,0.016104108237161793,,0.0
2025-11-19,000708.SZ,1200,14.57,17484.0,0.015199148632579582,,0.0
2025-11-19,000726.SZ,3100,7.17,22227.0,0.019322321931843193,,0.0
2025-11-19,000735.SZ,2900,8.06,23374.0,0.02031942920029256,,0.0
2025-11-19,000738.SZ,1100,19.15,21065.0,0.018312174899639034,,0.0
2025-11-19,000756.SZ,1100,16.51,18161.0,0.015787676636712298,,0.0
2025-11-19,000828.SZ,1600,11.0,17600.0,0.015299989472283266,,0.0
2025-11-19,000848.SZ,2700,8.13,21951.000000000004,0.019082390278755117,,0.0
2025-11-20,000001.SZ,3000,11.47,34410.0,0.029927162741397853,,0.0
2025-11-20,000039.SZ,3100,8.5,26350.0,0.02291719669386322,,0.0
2025-11-20,000166.SZ,4100,5.31,21771.0,0.018934735833855642,,0.0
2025-11-20,000333.SZ,400,77.94,31176.0,0.02711447909403718,,0.0
2025-11-20,000338.SZ,1600,17.15,27439.999999999996,0.023865194583666288,,0.0
2025-11-20,000408.SZ,200,61.44,12288.0,0.010687154192568929,,0.0
2025-11-20,000538.SZ,600,54.42,32652.0,0.028398189998027394,,0.0
2025-11-20,000591.SZ,4900,4.59,22491.0,0.01956093627482648,,0.0
2025-11-20,000598.SZ,4400,7.08,31152.0,0.02709360574600482,,0.0
2025-11-20,000623.SZ,700,20.02,14014.0,0.01218829580522957,,0.0
2025-11-20,000651.SZ,600,39.37,23622.0,0.0205445928008515,,0.0
2025-11-20,000690.SZ,5500,4.34,23870.0,0.020760284063852563,,0.0
2025-11-20,000725.SZ,6300,3.87,24381.0,0.02120471243237492,,0.0
2025-11-20,000728.SZ,1900,8.4,15960.0,0.01388077644152019,,0.0
2025-11-20,000825.SZ,4900,4.12,20188.0,0.017557964586554484,,0.0
2025-11-20,000050.SZ,1600,9.04,14463.999999999998,0.01257967108083634,,0.0
2025-11-20,000537.SZ,2600,8.62,22411.999999999996,0.019492228170886618,,0.0
2025-11-20,000625.SZ,1700,11.99,20383.0,0.01772756053931742,,0.0
2025-11-20,000860.SZ,1700,15.64,26588.0,0.023124190728517468,,0.0
2025-11-20,000008.SZ,7500,3.14,23550.0,0.020481972756754414,,0.0
2025-11-20,000088.SZ,9200,4.38,40296.0,0.03504635134633444,,0.0
2025-11-20,000582.SZ,3000,8.74,26220.0,0.022804132725354597,,0.0
2025-11-20,000858.SZ,200,117.52,23504.0,0.020441965506359055,,0.0
2025-11-20,000403.SZ,1600,15.95,25520.0,0.022195326741077395,,0.0
2025-11-20,000407.SZ,4100,5.95,24395.0,0.021216888552060467,,0.0
2025-11-20,000423.SZ,600,47.17,28302.0,0.02461489566716193,,0.0
2025-11-20,000426.SZ,200,31.58,6316.0,0.005493169423849719,,0.0
2025-11-20,000539.SZ,4900,4.78,23422.0,0.020370648233915156,,0.0
2025-11-20,000554.SZ,3100,7.0,21700.0,0.01887298551259324,,0.0
2025-11-20,000766.SZ,500,28.95,14475.0,0.01258923803201784,,0.0
2025-11-20,000767.SZ,7500,2.94,22050.0,0.01917738850473184,,0.0
2025-11-20,000778.SZ,4600,4.14,19044.0,0.016563001663678602,,0.0
2025-11-20,000089.SZ,4500,7.12,32040.0,0.027865919623202184,,0.0
2025-11-20,000157.SZ,2600,7.8,20280.0,0.017637979087345202,,0.0
2025-11-20,000301.SZ,1900,10.06,19114.0,0.016623882262106322,,0.0
2025-11-20,000415.SZ,4800,3.57,17136.0,0.014903570495105888,,0.0
2025-11-20,000513.SZ,500,34.52,17260.0,0.015011416126606421,,0.0
2025-11-20,000552.SZ,9800,2.6,25480.0,0.022160537827690126,,0.0
2025-11-20,000566.SZ,2800,7.92,22176.0,0.019286973581901738,,0.0
2025-11-20,000586.SZ,700,12.9,9030.0,0.007853597197175897,,0.0
2025-11-20,000589.SZ,4600,4.88,22448.0,0.019523538192935164,,0.0
2025-11-20,000678.SZ,1100,12.08,13288.0,0.011556877027250645,,0.0
2025-11-20,000691.SZ,700,7.02,4914.0,0.004273818009625953,,0.0
2025-11-20,000705.SZ,1900,9.91,18829.0,0.01637601125422203,,0.0
2025-11-20,000708.SZ,1200,14.57,17484.0,0.015206234041575124,,0.0
2025-11-20,000726.SZ,3100,7.1,22010.0,0.019142599591344574,,0.0
2025-11-20,000735.SZ,2900,8.65,25085.0,0.02181699730799085,,0.0
2025-11-20,000738.SZ,1100,18.92,20812.000000000004,0.01810067163539588,,0.0
2025-11-20,000756.SZ,1100,16.41,18051.0,0.015699366888839657,,0.0
2025-11-20,000828.SZ,1600,11.08,17728.0,0.015418446413237464,,0.0
2025-11-20,000848.SZ,2700,8.15,22005.0,0.019138250977171162,,0.0
2025-11-21,000001.SZ,3000,11.32,33960.0,0.030296093763004676,,0.0
2025-11-21,000039.SZ,3100,8.23,25513.0,0.022760431100575334,,0.0
2025-11-21,000166.SZ,4100,5.14,21074.0,0.01880034982218965,,0.0
2025-11-21,000333.SZ,400,78.75,31500.0,0.02810150039854674,,0.0
2025-11-21,000338.SZ,1600,16.66,26656.0,0.023780114115036888,,0.0
2025-11-21,000408.SZ,200,57.8,11560.0,0.010312804590704772,,0.0
2025-11-21,000538.SZ,600,54.05,32430.0,0.028931163743646692,,0.0
2025-11-21,000591.SZ,4900,4.41,21609.0,0.019277629273403065,,0.0
2025-11-21,000598.SZ,4400,6.95,30580.0,0.027280758164684425,,0.0
2025-11-21,000623.SZ,700,18.91,13237.0,0.011808874945255975,,0.0
2025-11-21,000651.SZ,600,39.27,23562.000000000004,0.021019922298112965,,0.0
2025-11-21,000690.SZ,5500,4.2,23100.0,0.020607766958934275,,0.0
2025-11-21,000725.SZ,6300,3.8,23940.0,0.02135714030289552,,0.0
2025-11-21,000728.SZ,1900,8.18,15542.0,0.013865191085530585,,0.0
2025-11-21,000825.SZ,4900,3.96,19404.0,0.01731052424550479,,0.0
2025-11-21,000050.SZ,1600,8.66,13856.0,0.012361091730865512,,0.0
2025-11-21,000537.SZ,2600,8.34,21684.0,0.019344537607685317,,0.0
2025-11-21,000625.SZ,1700,11.74,19958.0,0.017804753808069708,,0.0
2025-11-21,000860.SZ,1700,15.22,25874.0,0.023082483216253915,,0.0
2025-11-21,000008.SZ,7500,3.02,22650.0,0.020206316953240752,,0.0
2025-11-21,000088.SZ,9200,4.29,39468.0,0.03520984183269342,,0.0
2025-11-21,000582.SZ,3000,8.63,25890.000000000004,0.023096756994234132,,0.0
2025-11-21,000858.SZ,200,116.96,23392.0,0.020868263407073186,,0.0
2025-11-21,000403.SZ,1600,15.49,24784.0,0.02211008209135182,,0.0
2025-11-21,000407.SZ,4100,5.35,21935.0,0.01956845749974993,,0.0
2025-11-21,000423.SZ,600,46.76,28056.0,0.02502906968830563,,0.0
2025-11-21,000426.SZ,200,29.79,5958.0,0.005315198075382269,,0.0
2025-11-21,000539.SZ,4900,4.61,22589.0,0.020151898174691183,,0.0
2025-11-21,000554.SZ,3100,6.59,20429.0,0.018224938147362264,,0.0
2025-11-21,000766.SZ,500,27.55,13775.0,0.012288830729840678,,0.0
2025-11-21,000767.SZ,7500,2.82,21150.0,0.018868150267595668,,0.0
2025-11-21,000778.SZ,4600,3.97,18262.0,0.016291733342167002,,0.0
2025-11-21,000089.SZ,4500,6.95,31275.0,0.02790077539569998,,0.0
2025-11-21,000157.SZ,2600,7.64,19864.0,0.01772089536243595,,0.0
2025-11-21,000301.SZ,1900,9.82,18658.0,0.016645009347177303,,0.0
2025-11-21,000415.SZ,4800,3.48,16704.0,0.014901824211343643,,0.0
2025-11-21,000513.SZ,500,33.9,16950.0,0.015121283547789436,,0.0
2025-11-21,000552.SZ,9800,2.47,24206.000000000004,0.021594441861816586,,0.0
2025-11-21,000566.SZ,2800,8.38,23464.000000000004,0.020932495407984152,,0.0
2025-11-21,000586.SZ,700,12.71,8897.0,0.007937112668122867,,0.0
2025-11-21,000589.SZ,4600,4.73,21758.000000000004,0.01941055383084381,,0.0
2025-11-21,000678.SZ,1100,12.95,14245.0,0.012708122958009471,,0.0
2025-11-21,000691.SZ,700,6.67,4669.0,0.004165266836851261,,0.0
2025-11-21,000705.SZ,1900,9.31,17689.0,0.01578055366825058,,0.0
2025-11-21,000708.SZ,1200,14.37,17244.0,0.015383564218175872,,0.0
2025-11-21,000726.SZ,3100,6.76,20956.0,0.01869508070958557,,0.0
2025-11-21,000735.SZ,2900,8.45,24504.999999999996,0.021861183087821832,,0.0
2025-11-21,000738.SZ,1100,18.66,20526.0,0.018311472926367315,,0.0
2025-11-21,000756.SZ,1100,15.44,16984.0,0.015151615325997392,,0.0
2025-11-21,000828.SZ,1600,10.82,17312.0,0.015444227774591783,,0.0
2025-11-21,000848.SZ,2700,7.94,21438.0,0.019125078271239524,,0.0
2025-11-24,000001.SZ,3000,11.23,33690.0,0.030199602730382524,,0.0
2025-11-24,000039.SZ,3100,8.26,25606.0,0.022953132309711334,,0.0
2025-11-24,000166.SZ,4100,5.11,20951.0,0.018780405960351566,,0.0
2025-11-24,000333.SZ,400,78.56,31424.0,0.028168367948932634,,0.0
2025-11-24,000338.SZ,1600,16.6,26560.000000000004,0.023808294702254672,,0.0
2025-11-24,000408.SZ,200,56.59,11318.0,0.010145417147594817,,0.0
2025-11-24,000538.SZ,600,54.04,32424.0,0.02906476458681873,,0.0
2025-11-24,000591.SZ,4900,4.4,21560.0,0.0193263115128242,,0.0
2025-11-24,000598.SZ,4400,6.91,30404.0,0.027254043378288816,,0.0
2025-11-24,000623.SZ,700,19.02,13314.0,0.011934624836815462,,0.0
2025-11-24,000651.SZ,600,39.13,23478.0,0.021045600264289727,,0.0
2025-11-24,000690.SZ,5500,4.16,22880.0,0.020509555074833843,,0.0
2025-11-24,000725.SZ,6300,3.79,23877.0,0.021403262522806277,,0.0
2025-11-24,000728.SZ,1900,8.21,15599.000000000002,0.01398289115438519,,0.0
2025-11-24,000825.SZ,4900,3.97,19453.0,0.017437603796798196,,0.0
2025-11-24,000050.SZ,1600,8.76,14016.0,0.0125638952766115,,0.0
2025-11-24,000537.SZ,2600,8.38,21788.000000000004,0.01953068994626223,,0.0
2025-11-24,000625.SZ,1700,11.84,20128.0,0.01804267152737131,,0.0
2025-11-24,000860.SZ,1700,15.29,25993.0,0.023300037808573253,,0.0
2025-11-24,000008.SZ,7500,3.09,23175.0,0.02077399208301024,,0.0
2025-11-24,000088.SZ,9200,4.28,39376.0,0.035296514013402856,,0.0
2025-11-24,000582.SZ,3000,8.6,25800.0,0.023127033257461238,,0.0
2025-11-24,000858.SZ,200,115.83,23166.0,0.020765924513269265,,0.0
2025-11-24,000403.SZ,1600,15.38,24608.0,0.022058528465101014,,0.0
2025-11-24,000407.SZ,4100,4.82,19762.0,0.017714590357905,,0.0
