month,benchmark,strategy_return,benchmark_return,excess_return,up_market
2025-01,csi1000,0.08190514784004077,-0.018740064356866704,0.10064521219690747,False
2025-02,csi1000,0.132767510546681,0.07258723768056763,0.06018027286611338,True
2025-03,csi1000,0.02989968713004365,-0.006980394771067044,0.036880081901110695,False
2025-04,csi1000,0.01286500430111226,-0.04441104677652441,0.05727605107763667,False
2025-05,csi1000,-0.01501229670497084,0.012847310397425593,-0.027859607102396433,True
2025-06,csi1000,0.10414253768790416,0.05469471804810677,0.049447819639797386,True
2025-07,csi1000,0.10903379471948038,0.04798557498598632,0.06104821973349406,True
2025-08,csi1000,0.19385826938071182,0.11671960518742375,0.07713866419328808,True
2025-09,csi1000,0.07409723051038264,0.018321268687966796,0.05577596182241584,True
2025-10,csi1000,-0.013008527617627053,-0.009014961525224297,-0.003993566092402756,False
2025-11,csi1000,-0.01289166881243109,-0.022974885685073665,0.010083216872642575,False
2025-12,csi1000,0.06093378205579714,0.035596880918327134,0.025336901137470003,True
2026-01,csi1000,0.11078891780905042,0.08684005932627992,0.023948858482770508,True
2026-02,csi1000,0.0687523021303933,0.03706701264467238,0.03168528948572091,True
2026-03,csi1000,-0.11585786301618428,-0.10991826389060055,-0.005939599125583728,False
2026-04,csi1000,0.1282290988865702,0.10001469845206956,0.02821440043450063,True
2026-05,csi1000,0.014487179464482303,0.0031960354795848023,0.0112911439848975,True
2026-06,csi1000,0.056134934333259556,0.0457561041278971,0.010378830205362455,True
2025-01,csi500,0.08190514784004077,-0.023820360436010657,0.10572550827605143,False
2025-02,csi500,0.132767510546681,0.04840067965054229,0.08436683089613872,True
2025-03,csi500,0.02989968713004365,-0.00035819901154843237,0.030257886141592083,False
2025-04,csi500,0.01286500430111226,-0.03857217385722789,0.05143717815834015,False
2025-05,csi500,-0.01501229670497084,0.0069687889804821435,-0.021981085685452983,True
2025-06,csi500,0.10414253768790416,0.043081096484050896,0.06106144120385326,True
2025-07,csi500,0.10903379471948038,0.05256713507212041,0.056466659647359974,True
2025-08,csi500,0.19385826938071182,0.13131287498937994,0.06254539439133189,True
2025-09,csi500,0.07409723051038264,0.05230395139539756,0.021793279114985076,True
2025-10,csi500,-0.013008527617627053,-0.01097692397355332,-0.0020316036440737317,False
2025-11,csi500,-0.01289166881243109,-0.040847343808207315,0.027955674995776225,False
2025-12,csi500,0.06093378205579714,0.061725073173756195,-0.0007912911179590587,True
2026-01,csi500,0.11078891780905042,0.12121586364290282,-0.010426945833852397,True
2026-02,csi500,0.0687523021303933,0.03439810191003656,0.034354200220356734,True
2026-03,csi500,-0.11585786301618428,-0.1202436925777709,0.004385829561586618,False
2026-04,csi500,0.1282290988865702,0.09612060715269277,0.03210849173387742,True
2026-05,csi500,0.014487179464482303,0.0012039032719055598,0.013283276192576743,True
2026-06,csi500,0.056134934333259556,0.05782337826392814,-0.0016884439306685817,True
2025-01,hs300,0.08190514784004077,-0.029945022898865914,0.11185017073890668,False
2025-02,hs300,0.132767510546681,0.019116445031280405,0.1136510655154006,True
2025-03,hs300,0.02989968713004365,-0.0007051325060434266,0.030604819636087077,False
2025-04,hs300,0.01286500430111226,-0.03002979441289222,0.04289479871400448,False
2025-05,hs300,-0.01501229670497084,0.018474920641992965,-0.033487217346963805,True
2025-06,hs300,0.10414253768790416,0.024958648331663502,0.07918388935624066,True
2025-07,hs300,0.10903379471948038,0.035444410541557,0.07358938417792338,True
2025-08,hs300,0.19385826938071182,0.10333912308668802,0.0905191462940238,True
2025-09,hs300,0.07409723051038264,0.032008608866963995,0.042088621643418644,True
2025-10,hs300,-0.013008527617627053,-5.602610299915156e-06,-0.013002925007327137,False
2025-11,hs300,-0.01289166881243109,-0.02456672185987019,0.011675053047439099,False
2025-12,hs300,0.06093378205579714,0.022815487438646587,0.03811829461715055,True
2026-01,hs300,0.11078891780905042,0.016501293753266477,0.09428762405578395,True
2026-02,hs300,0.0687523021303933,0.0009151485018081829,0.06783715362858511,True
2026-03,hs300,-0.11585786301618428,-0.05532106311510965,-0.060536799901074634,False
2026-04,hs300,0.1282290988865702,0.08028181262723177,0.04794728625933842,True
2026-05,hs300,0.014487179464482303,0.01764272595862937,-0.0031555464941470657,True
2026-06,hs300,0.056134934333259556,0.010404280679075839,0.04573065365418372,True
