benchmark,up_market,months,avg_excess_return,hit_rate,total_excess_return
csi1000,False,6,0.017435705300436328,0.6666666666666666,0.10461423180261797
csi1000,True,12,0.027970248595028363,0.75,0.33564298314034036
csi500,False,6,0.021232473206216906,0.5,0.12739483923730144
csi500,True,12,0.021678807626772777,0.75,0.2601456915212733
hs300,False,6,0.005524805948496229,0.3333333333333333,0.033148835690977374
hs300,True,12,0.04878042800696228,0.9166666666666666,0.5853651360835473
