benchmark,beta,correlation,strategy_vol,benchmark_vol
csi1000,1.2286288038355562,0.902533053335024,0.314833579743143,0.23192553217131523
csi500,1.2559198485600511,0.8792794194735698,0.314833579743143,0.22104012755051666
hs300,1.483041158242399,0.7474224729470939,0.314833579743143,0.15911791751191892
