benchmark,up_market,months,avg_excess_return,hit_rate,total_excess_return
csi1000,False,6,0.0010859455967308456,0.3333333333333333,0.006515673580385073
csi1000,True,12,0.04350778629483517,0.9166666666666666,0.522093435538022
csi500,False,6,0.0048827135025114226,0.3333333333333333,0.029296281015068537
csi500,True,12,0.03721634532657958,0.8333333333333334,0.44659614391895497
hs300,False,6,-0.010824953755209255,0.3333333333333333,-0.06494972253125553
hs300,True,12,0.06431796570676908,0.8333333333333334,0.771815588481229
