month,benchmark,strategy_return,benchmark_return,excess_return,up_market
2025-01,csi1000,0.08098883386398548,-0.018740390619230052,0.09972922448321553,False
2025-02,csi1000,0.1866170986514566,0.07258722526415196,0.11402987338730464,True
2025-03,csi1000,-0.04534549502721941,-0.0069803936578410886,-0.03836510136937832,False
2025-04,csi1000,0.011868914315850354,-0.044410718444107045,0.0562796327599574,False
2025-05,csi1000,0.0754283310997359,0.012846799728408298,0.0625815313713276,True
2025-06,csi1000,0.10248620177444501,0.05469455211596741,0.0477916496584776,True
2025-07,csi1000,0.0140757015320776,0.04798636917142063,-0.03391066763934303,True
2025-08,csi1000,0.17393597539008532,0.11671938497475698,0.05721659041532834,True
2025-09,csi1000,0.0733708708850338,0.018320454704329192,0.05505041618070461,True
2025-10,csi1000,-0.049928329366467405,-0.009015229123321977,-0.04091310024314543,False
2025-11,csi1000,-0.060231935646552826,-0.022974234913749392,-0.037257700732803434,False
2025-12,csi1000,0.12072529189109127,0.03559619918164292,0.08512909270944835,True
2026-01,csi1000,0.11216037972344806,0.08684077479697927,0.025319604926468786,True
2026-02,csi1000,0.040184896951293236,0.03706664922239722,0.0031182477288960175,True
2026-03,csi1000,-0.14287523329413565,-0.10991795197667498,-0.032957281317460674,False
2026-04,csi1000,0.16126052114176792,0.10001509216060622,0.0612454289811617,True
2026-05,csi1000,0.015314454799819854,0.0031961536396662993,0.012118301160153555,True
2026-06,csi1000,0.07815933009613563,0.04575596343804178,0.032403366658093846,True
2025-01,csi500,0.08098883386398548,-0.02382054340669204,0.10480937727067752,False
2025-02,csi500,0.1866170986514566,0.04840106345293016,0.13821603519852643,True
2025-03,csi500,-0.04534549502721941,-0.00035836972492553354,-0.04498712530229387,False
2025-04,csi500,0.011868914315850354,-0.03857269916708961,0.05044161348293996,False
2025-05,csi500,0.0754283310997359,0.00696932785493809,0.06845900324479781,True
2025-06,csi500,0.10248620177444501,0.04308181701160452,0.05940438476284049,True
2025-07,csi500,0.0140757015320776,0.05256627204630604,-0.03849057051422844,True
2025-08,csi500,0.17393597539008532,0.13131309886707143,0.042622876523013886,True
2025-09,csi500,0.0733708708850338,0.052304534110171774,0.021066336774862027,True
2025-10,csi500,-0.049928329366467405,-0.010977595559854891,-0.038950733806612514,False
2025-11,csi500,-0.060231935646552826,-0.04084708770972589,-0.019384847936826932,False
2025-12,csi500,0.12072529189109127,0.0617246553035955,0.05900063658749577,True
2026-01,csi500,0.11216037972344806,0.12121646438249178,-0.009056084659043728,True
2026-02,csi500,0.040184896951293236,0.03439810191003656,0.005786795041256676,True
2026-03,csi500,-0.14287523329413565,-0.12024323060132003,-0.022632002692815623,False
2026-04,csi500,0.16126052114176792,0.09612029411880596,0.06514022702296196,True
2026-05,csi500,0.015314454799819854,0.0012036634485133035,0.01411079135130655,True
2026-06,csi500,0.07815933009613563,0.05782361751097009,0.020335712585165533,True
2025-01,hs300,0.08098883386398548,-0.02994477637353865,0.11093361023752413,False
2025-02,hs300,0.1866170986514566,0.01911670701164292,0.16750039163981367,True
2025-03,hs300,-0.04534549502721941,-0.0007043611264636596,-0.04464113390075575,False
2025-04,hs300,0.011868914315850354,-0.030031049749054906,0.04189996406490526,False
2025-05,hs300,0.0754283310997359,0.01847466032987044,0.05695367076986546,True
2025-06,hs300,0.10248620177444501,0.024959442533389886,0.07752675924105512,True
2025-07,hs300,0.0140757015320776,0.03544389341680021,-0.02136819188472261,True
2025-08,hs300,0.17393597539008532,0.10333963916880706,0.07059633622127826,True
2025-09,hs300,0.0733708708850338,0.03200748983712676,0.041363381047907044,True
2025-10,hs300,-0.049928329366467405,-4.3097039448269925e-06,-0.04992401966252258,False
2025-11,hs300,-0.060231935646552826,-0.0245675732167987,-0.035664362429754126,False
2025-12,hs300,0.12072529189109127,0.022815939346007896,0.09790935254508337,True
2026-01,hs300,0.11216037972344806,0.01650129375326692,0.09565908597018113,True
2026-02,hs300,0.040184896951293236,0.0009157859398167822,0.039269111011476454,True
2026-03,hs300,-0.14287523329413565,-0.05532145245348319,-0.08755378084065246,False
2026-04,hs300,0.16126052114176792,0.08028224401972972,0.0809782771220382,True
2026-05,hs300,0.015314454799819854,0.01764188288252644,-0.002327428082706584,True
2026-06,hs300,0.07815933009613563,0.01040448721617615,0.06775484287995948,True
