date,industry,weight
2025-01-03,C 制造业,0.2659838783070829
2025-01-03,I 信息技术,0.1139975910231518
2025-01-03,数字芯片设计,0.0758326272685971
2025-01-03,电子,0.057006397875979706
2025-01-03,输变电设备,0.0379893008679638
2025-01-03,集成电路制造,0.0379845792277499
2025-01-03,电池化学品,0.037981818128810504
2025-01-03,垂直应用软件,0.0379782766106748
2025-01-03,机床工具,0.019004974363996
2025-01-03,火力发电,0.0190048731941989
2025-01-03,通信线缆及配套,0.0190043533416296
2025-01-03,E 建筑业,0.0190031132281787
2025-01-03,电力设备,0.0190028827116135
2025-01-03,非银金融,0.0190023322342245
2025-01-03,银行Ⅱ,0.0190018423577854
2025-01-03,工程咨询服务Ⅱ,0.0190008415015132
2025-01-03,交通运输,0.0190004318798833
2025-01-03,公交,0.0189943302039044
2025-01-03,底盘与发动机系统,0.018992739148031
2025-01-03,IT服务Ⅱ,0.0189760253114295
2025-01-03,模拟芯片设计,0.0189737641631717
2025-01-03,自动化设备,0.0189711032352385
2025-01-03,通信设备,0.0189658725736611
2025-01-06,C 制造业,0.2667757867563843
2025-01-06,I 信息技术,0.180385647908299
2025-01-06,数字芯片设计,0.0744751713176918
2025-01-06,电子,0.056249993209296204
2025-01-06,输变电设备,0.0400391740396599
2025-01-06,电池化学品,0.0381590848373564
2025-01-06,垂直应用软件,0.0380188757030211
2025-01-06,电力设备,0.0194889072537856
2025-01-06,银行Ⅱ,0.0193479571813411
2025-01-06,IT服务Ⅱ,0.0191375054900335
2025-01-06,交通运输,0.0191249747699936
2025-01-06,集成电路制造,0.0191187285383743
2025-01-06,公交,0.0190553818892343
2025-01-06,工程咨询服务Ⅱ,0.0190498871186168
2025-01-06,火力发电,0.0190266285460066
2025-01-06,通信线缆及配套,0.0190021538178615
2025-01-06,机床工具,0.0189268223356995
2025-01-06,模拟芯片设计,0.018903786714398
2025-01-06,非银金融,0.0188808934016093
2025-01-06,底盘与发动机系统,0.0187570785930696
2025-01-06,通信设备,0.0187231235837948
2025-01-06,自动化设备,0.0183922844136518
2025-01-06,E 建筑业,0.0174801988786976
2025-01-07,C 制造业,0.288029640667004
2025-01-07,I 信息技术,0.1804254295766517
2025-01-07,数字芯片设计,0.07805169136928769
2025-01-07,电子,0.0561719634581208
2025-01-07,输变电设备,0.0402113106049787
2025-01-07,垂直应用软件,0.037527085048714
2025-01-07,电池化学品,0.0372698405087825
2025-01-07,通信线缆及配套,0.0201394882008809
2025-01-07,通信设备,0.019111777316367
2025-01-07,非银金融,0.0191040784766637
2025-01-07,IT服务Ⅱ,0.0189393866262608
2025-01-07,底盘与发动机系统,0.0189086425084943
2025-01-07,集成电路制造,0.0187882016686371
2025-01-07,银行Ⅱ,0.0187858916954183
2025-01-07,工程咨询服务Ⅱ,0.0187394790596831
2025-01-07,公交,0.018721928135111
2025-01-07,机床工具,0.0187216842301826
2025-01-07,交通运输,0.0186378140320694
2025-01-07,火力发电,0.0186274069400998
2025-01-07,模拟芯片设计,0.0183844192923083
2025-01-07,自动化设备,0.0181661314673425
2025-01-07,E 建筑业,0.0174343504745701
2025-01-08,C 制造业,0.3062762114241339
2025-01-08,I 信息技术,0.1779127303716554
2025-01-08,数字芯片设计,0.0804907001921282
2025-01-08,电子,0.055548906273433604
2025-01-08,输变电设备,0.0398233404192236
2025-01-08,电池化学品,0.0370439401100196
2025-01-08,垂直应用软件,0.0367592982783796
2025-01-08,通信线缆及配套,0.0204198364459737
2025-01-08,底盘与发动机系统,0.0200494625476042
2025-01-08,自动化设备,0.0197676939274977
2025-01-08,银行Ⅱ,0.0189867233417121
2025-01-08,非银金融,0.0188654538076331
2025-01-08,机床工具,0.0188264786292115
2025-01-08,公交,0.0187986645391059
2025-01-08,IT服务Ⅱ,0.0187966390541917
2025-01-08,集成电路制造,0.0186849327692904
2025-01-08,通信设备,0.0186609169459015
2025-01-08,交通运输,0.0184990541031538
2025-01-08,模拟芯片设计,0.0183564367422866
2025-01-08,工程咨询服务Ⅱ,0.0183560471203973
2025-01-08,火力发电,0.0181628255717615
2025-01-09,C 制造业,0.28628318644669337
2025-01-09,I 信息技术,0.1769028125981476
2025-01-09,数字芯片设计,0.0808621797481196
2025-01-09,电子,0.0570299859893245
2025-01-09,输变电设备,0.038608575652869404
2025-01-09,电池化学品,0.037738045024554204
2025-01-09,垂直应用软件,0.0375530667380864
2025-01-09,底盘与发动机系统,0.0211870463537437
2025-01-09,自动化设备,0.0203093516133753
2025-01-09,通信线缆及配套,0.0199307723996011
2025-01-09,石油石化,0.0191304453697343
2025-01-09,IT服务Ⅱ,0.0190217696520261
2025-01-09,机床工具,0.0189062858403485
2025-01-09,非银金融,0.018828129957206
2025-01-09,银行Ⅱ,0.0187855856366007
2025-01-09,公交,0.0186093282162635
2025-01-09,集成电路制造,0.0184503564671468
2025-01-09,交通运输,0.0184002166762919
2025-01-09,通信设备,0.0183274399802929
2025-01-09,工程咨询服务Ⅱ,0.0182425318890138
2025-01-09,火力发电,0.0180225206511948
2025-01-09,模拟芯片设计,0.0178562407156088
2025-01-10,C 制造业,0.3058588034491778
2025-01-10,I 信息技术,0.1732106533878079
2025-01-10,数字芯片设计,0.0822713657333298
2025-01-10,电池化学品,0.0379948137046847
2025-01-10,垂直应用软件,0.037858803006703495
2025-01-10,输变电设备,0.037508874838389994
2025-01-10,电子,0.037110204277757
2025-01-10,底盘与发动机系统,0.0211659983325451
2025-01-10,自动化设备,0.0210614946313895
2025-01-10,公交,0.0210253454560877
2025-01-10,通信线缆及配套,0.0193561656367864
2025-01-10,IT服务Ⅱ,0.0193237912190264
2025-01-10,银行Ⅱ,0.019213234409939
2025-01-10,机床工具,0.0189576904327318
2025-01-10,通信设备,0.0188475697641268
2025-01-10,非银金融,0.0187677329921095
2025-01-10,集成电路制造,0.0185839029696661
2025-01-10,石油石化,0.0184562989772968
2025-01-10,工程咨询服务Ⅱ,0.0184008934619575
2025-01-10,交通运输,0.0182979848479017
2025-01-10,火力发电,0.0179200189496707
2025-01-10,模拟芯片设计,0.0176845206834745
2025-01-13,C 制造业,0.2828672205671984
2025-01-13,I 信息技术,0.1721838931034259
2025-01-13,数字芯片设计,0.0807024888641259
2025-01-13,垂直应用软件,0.0399440458527045
2025-01-13,电池化学品,0.038754632740099
2025-01-13,输变电设备,0.0379636554928336
2025-01-13,电子,0.0362649882976567
2025-01-13,一般零售,0.0230593929466514
2025-01-13,底盘与发动机系统,0.021268397003556
2025-01-13,公交,0.02082941462846
2025-01-13,自动化设备,0.0202790241262727
2025-01-13,IT服务Ⅱ,0.0200883896080205
2025-01-13,通信线缆及配套,0.0194509521872312
2025-01-13,银行Ⅱ,0.019075147823021
2025-01-13,集成电路制造,0.0188600341835563
2025-01-13,机床工具,0.0188335865592472
2025-01-13,非银金融,0.0188292483840596
2025-01-13,模拟芯片设计,0.0186274562568548
2025-01-13,通信设备,0.0185841641382405
2025-01-13,工程咨询服务Ⅱ,0.0183129792882911
2025-01-13,交通运输,0.0182681906472965
2025-01-13,石油石化,0.0179541460618229
2025-01-13,火力发电,0.0177761554147081
2025-01-14,C 制造业,0.2823299465017028
2025-01-14,I 信息技术,0.1962559782186042
2025-01-14,数字芯片设计,0.0791643173705574
2025-01-14,垂直应用软件,0.040171462843923894
2025-01-14,电池化学品,0.0382531308141916
2025-01-14,输变电设备,0.038161070496684005
2025-01-14,电子,0.036764212737585594
2025-01-14,一般零售,0.0227565171473668
2025-01-14,底盘与发动机系统,0.0217584400402397
2025-01-14,自动化设备,0.0214703446262971
2025-01-14,通信线缆及配套,0.0196862946180747
2025-01-14,IT服务Ⅱ,0.0195893656096704
2025-01-14,机床工具,0.0193319683324206
2025-01-14,非银金融,0.0188303089480293
2025-01-14,集成电路制造,0.0186517943449496
2025-01-14,工程咨询服务Ⅱ,0.0181748100821409
2025-01-14,通信设备,0.0180978716005829
2025-01-14,交通运输,0.0180521260287743
2025-01-14,模拟芯片设计,0.0180433894190098
2025-01-14,石油石化,0.0179194406729025
2025-01-14,银行Ⅱ,0.0178978123052822
2025-01-14,火力发电,0.0175501594363084
2025-01-15,C 制造业,0.3018664986522046
2025-01-15,I 信息技术,0.19571195439590888
2025-01-15,数字芯片设计,0.0816260086872421
2025-01-15,垂直应用软件,0.0396233984051654
2025-01-15,电池化学品,0.0376245645141367
2025-01-15,输变电设备,0.037549690546480496
2025-01-15,电子,0.0371585677900729
2025-01-15,一般零售,0.0230889798580466
2025-01-15,自动化设备,0.021994316659843
2025-01-15,底盘与发动机系统,0.0212953696584534
2025-01-15,通信线缆及配套,0.0197687219029175
2025-01-15,IT服务Ⅱ,0.0193053989381456
2025-01-15,非银金融,0.0185536017330303
2025-01-15,银行Ⅱ,0.0183745944893597
2025-01-15,集成电路制造,0.0182986089318398
2025-01-15,交通运输,0.0181336180140682
2025-01-15,工程咨询服务Ⅱ,0.0180399763279547
2025-01-15,模拟芯片设计,0.0180097776636582
2025-01-15,石油石化,0.0179901004068016
2025-01-15,通信设备,0.0177284473491798
2025-01-15,火力发电,0.0172232850396541
2025-01-16,C 制造业,0.3054288897528602
2025-01-16,I 信息技术,0.1766758617819613
2025-01-16,数字芯片设计,0.0765057448519554
2025-01-16,垂直应用软件,0.0392508572220131
2025-01-16,输变电设备,0.0379341426001669
2025-01-16,电池化学品,0.037666012945111904
2025-01-16,电子,0.0372961505711405
2025-01-16,一般零售,0.0229645866363073
2025-01-16,底盘与发动机系统,0.0218387114371823
2025-01-16,自动化设备,0.0212057562228841
2025-01-16,通信线缆及配套,0.0201620687945722
2025-01-16,传媒,0.0193044442318239
2025-01-16,IT服务Ⅱ,0.0191510295023971
2025-01-16,银行Ⅱ,0.0187607450237784
2025-01-16,模拟芯片设计,0.0186185890489537
2025-01-16,非银金融,0.0184740099069974
2025-01-16,集成电路制造,0.0182684397568491
2025-01-16,通信设备,0.0182200077911569
2025-01-16,石油石化,0.0180212441105075
2025-01-16,交通运输,0.0179945177929861
2025-01-16,工程咨询服务Ⅱ,0.0179900109858742
2025-01-16,火力发电,0.0172579404483139
2025-01-17,C 制造业,0.2897209414480349
2025-01-17,I 信息技术,0.17168834851109802
2025-01-17,数字芯片设计,0.0806209151572236
2025-01-17,电子,0.039050980877932004
2025-01-17,垂直应用软件,0.0390253299601149
2025-01-17,传媒,0.0373593788496097
2025-01-17,电池化学品,0.0372701460912615
2025-01-17,输变电设备,0.037130737184753904
2025-01-17,一般零售,0.0226628006001892
2025-01-17,底盘与发动机系统,0.0217515732323564
2025-01-17,自动化设备,0.0206071061110646
2025-01-17,通信线缆及配套,0.0196475928672821
2025-01-17,模拟芯片设计,0.0195685215973779
2025-01-17,IT服务Ⅱ,0.0189204744060425
2025-01-17,银行Ⅱ,0.0184355956764884
2025-01-17,集成电路制造,0.0183913292612832
2025-01-17,非银金融,0.018291806461933
2025-01-17,工程咨询服务Ⅱ,0.0180569614121599
2025-01-17,石油石化,0.0180311905941113
2025-01-17,交通运输,0.017999159547382
2025-01-17,通信设备,0.0177751195349383
2025-01-17,火力发电,0.0170877307201483
2025-01-20,C 制造业,0.2900986453690717
2025-01-20,I 信息技术,0.1720322909769345
2025-01-20,数字芯片设计,0.0811084946260081
2025-01-20,垂直应用软件,0.0387585270714707
2025-01-20,电子,0.0384979334445599
2025-01-20,输变电设备,0.0381776495191281
2025-01-20,电池化学品,0.037630164758408705
2025-01-20,一般零售,0.02360696795521
2025-01-20,底盘与发动机系统,0.022254719065406
2025-01-20,自动化设备,0.0199539570971797
2025-01-20,通信线缆及配套,0.0195936068329803
2025-01-20,传媒,0.0187516730084365
2025-01-20,IT服务Ⅱ,0.0186481314204448
2025-01-20,石油石化,0.0184822982674573
2025-01-20,模拟芯片设计,0.0183190475006984
2025-01-20,集成电路制造,0.0182832757299332
2025-01-20,银行Ⅱ,0.0181324611121138
2025-01-20,非银金融,0.0181257302687608
2025-01-20,工程咨询服务Ⅱ,0.0180971389178492
2025-01-20,食品饮料,0.0178686191841544
2025-01-20,交通运输,0.0178176077817389
2025-01-20,通信设备,0.0177215579173533
2025-01-20,火力发电,0.016972615414957
2025-01-21,C 制造业,0.3101238717100976
2025-01-21,I 信息技术,0.150856808401998
2025-01-21,数字芯片设计,0.0848849079276137
2025-01-21,垂直应用软件,0.0398144068635322
2025-01-21,电子,0.038239569621877495
2025-01-21,输变电设备,0.0379189759303037
2025-01-21,电池化学品,0.0365338427316471
2025-01-21,一般零售,0.0238334766565198
2025-01-21,底盘与发动机系统,0.0234291986886094
2025-01-21,自动化设备,0.020813492111198
2025-01-21,通信线缆及配套,0.0195543901740447
2025-01-21,IT服务Ⅱ,0.0183084823428706
2025-01-21,石油石化,0.0182922450438862
2025-01-21,集成电路制造,0.0181084393521451
2025-01-21,模拟芯片设计,0.018016607914461
2025-01-21,工程咨询服务Ⅱ,0.0179531454778255
2025-01-21,非银金融,0.0178749523452973
2025-01-21,食品饮料,0.0178501980452
2025-01-21,传媒,0.0178404434292292
2025-01-21,银行Ⅱ,0.0177247341587222
2025-01-21,交通运输,0.0174819003031935
2025-01-21,通信设备,0.0170346510009047
2025-01-21,火力发电,0.0165272533217023
2025-01-22,C 制造业,0.2921802297297201
2025-01-22,I 信息技术,0.149277684853655
2025-01-22,数字芯片设计,0.08608548636252189
2025-01-22,垂直应用软件,0.0397517675613832
2025-01-22,输变电设备,0.0393773261749346
2025-01-22,电子,0.037284997008217496
2025-01-22,电池化学品,0.036106972582872196
2025-01-22,一般零售,0.0241637466731753
2025-01-22,底盘与发动机系统,0.0231129505263391
2025-01-22,通信线缆及配套,0.0199551808429486
2025-01-22,自动化设备,0.01979227072626
2025-01-22,石油石化,0.0188072405784764
2025-01-22,集成电路制造,0.0186927095772518
2025-01-22,IT服务Ⅱ,0.0182159844056358
2025-01-22,工程咨询服务Ⅱ,0.0181408443654774
2025-01-22,L 商务服务,0.0181319670133863
2025-01-22,模拟芯片设计,0.0180832028737881
2025-01-22,非银金融,0.0180406421292996
