benchmark,beta,correlation,strategy_vol,benchmark_vol
csi1000,1.2297592120628043,0.9144027067652163,0.3110327013851908,0.23192553217131523
csi500,1.2534711174737612,0.8882890540555822,0.3110327013851908,0.22104012755051666
hs300,1.478110773100257,0.7540409383716247,0.3110327013851908,0.15911791751191892
