symbol,total_contribution,avg_contribution,holding_days,avg_weight,max_weight
300394.SZ,0.046005882529411304,0.00022662996319907047,203,0.021451462821061928,0.0306740341571496
688498.SH,0.03614619806948383,0.0002492841246171299,145,0.020728944838441662,0.0271711754066646
301489.SZ,0.03578801808974507,0.00028179541802948873,127,0.019599042386321926,0.0305055167441579
300766.SZ,0.03004297029422519,0.0005777494287350998,52,0.02046622395909261,0.0382788916895781
603119.SH,0.028168752982096857,0.00015144490850589707,186,0.020069062528546868,0.0257092985439594
301232.SZ,0.0272852486596005,0.0004624618416881441,59,0.020539647546157728,0.0293987063392947
603993.SH,0.02065917649542002,0.0002197784733555321,94,0.020360910621802203,0.0253850250219371
688416.SH,0.018751198236777684,0.00022322855043782958,84,0.01974099370180989,0.0260633564858157
300503.SZ,0.017215991434954572,0.0007485213667371553,23,0.02071677005849584,0.0286639831408175
300857.SZ,0.01716273608217725,7.397731069903986e-05,232,0.01928812359428048,0.0276697154735358
000880.SZ,0.016913375188853892,0.00023490798873408182,72,0.020981509404341833,0.0277040401346835
603629.SH,0.016665534778666703,0.0005555178259555568,30,0.02030965012379029,0.0230785010110641
688662.SH,0.01643629228353748,0.000821814614176874,20,0.021642402755160384,0.0343507933845031
603083.SH,0.016203243063297852,0.00033756756381870525,48,0.02040195803376844,0.0226857063461223
688110.SH,0.01616344251709341,0.00032986617381823287,49,0.021035976471586063,0.026789835317282
600126.SH,0.016020616010962132,0.0006675256671234221,24,0.021187513746469124,0.0310673938445458
688041.SH,0.015644828330237077,0.00030676133980857013,51,0.020821158402411583,0.0258937863048202
300399.SZ,0.01511539073016142,0.0010076927153440946,15,0.01993969358743158,0.0284489187658699
601606.SH,0.015107978905167938,0.0004316565401476554,35,0.019700674557268504,0.0247209780803908
002149.SZ,0.014388903637635436,0.00043602738295864956,33,0.02026082534258989,0.0227190085227881
300377.SZ,0.013749862363355514,0.0005499944945342206,25,0.020407597323207235,0.0247276866044389
601579.SH,0.01315957416733383,0.0005981624621515377,22,0.021170726208181008,0.0283120248087757
000426.SZ,0.012931578169373405,0.0002535603562622236,51,0.020255673742440018,0.0229718454670379
002471.SZ,0.012749908876489637,0.00036428311075684675,35,0.020208712464436944,0.0243508195825647
002645.SZ,0.012039664093813095,0.0002508263352877728,48,0.020718963128954195,0.0235892230544089
920493.BJ,0.011961978779142176,0.0004600761068900837,26,0.020376111388289535,0.0233573921183602
002881.SZ,0.011777387046476802,0.00043619952023988157,27,0.02103230989355698,0.027993388834246
301529.SZ,0.011767285097251019,0.00023534570194502037,50,0.020857016212907933,0.0277635162897092
300735.SZ,0.011487148273348163,0.0003104634668472476,37,0.019193860385923342,0.0227878489601036
000070.SZ,0.011361764764152781,0.00034429590194402364,33,0.020731481926429155,0.023507140761876
603256.SH,0.011271842871177287,0.00043353241812220335,26,0.02068142411160281,0.023509098134694
301018.SZ,0.010705044515721117,6.906480332723301e-05,155,0.02015305187640295,0.0274626163226031
601126.SH,0.01037264129975457,0.00033460133225014744,31,0.02106423225669466,0.0240673261900561
000592.SZ,0.010090273113887502,0.0003363424371295834,30,0.021686638487800922,0.0262064709512366
603686.SH,0.01003528867899556,0.00025088221697488897,40,0.020496437195006885,0.0301462158322487
002796.SZ,0.00984964966634594,0.0002592013070091037,38,0.020044596195725514,0.0230469347717608
000534.SZ,0.009435931486769637,0.0002621092079658232,36,0.01984789672689383,0.0227078106325265
002842.SZ,0.009425319745831764,0.00034908591651228757,27,0.02062892314430973,0.0232526195117404
301052.SZ,0.009235976115394295,0.00024305200303669197,38,0.02001676974950279,0.0230579037376794
000657.SZ,0.009119819215424237,0.0003039939738474746,30,0.020619176667424334,0.0217911824179215
300438.SZ,0.009026010472124603,0.00032235751686159297,28,0.020360335690775777,0.0227273028891188
600141.SH,0.008962108035931018,0.0002800658761228443,32,0.020432003745684327,0.0220466863109967
002192.SZ,0.008865459424786993,0.000285982562089903,31,0.020305590481278682,0.0253953920200148
688333.SH,0.008817742938348794,0.00018761155187976158,47,0.020477371715066087,0.0238068808023216
002378.SZ,0.008535926544803178,0.000371127241078399,23,0.020562460865228564,0.0269984946214956
603444.SH,0.008412939970994987,0.00010516174963743734,80,0.020283858464903066,0.0229560922213419
603598.SH,0.008214928965261171,0.0007468117241146519,11,0.02089379278122128,0.0233240334898932
002565.SZ,0.008183895699023542,0.00017049782706299047,48,0.01964836918925649,0.0220760343650137
003010.SZ,0.008097682355331716,0.00016870171573607742,48,0.018812666480714956,0.0247758217499107
002255.SZ,0.00806779016480518,0.0005762707260575129,14,0.021665157763114735,0.0273425434297394
002527.SZ,0.008008443024245878,0.0003481931749672121,23,0.020145367391536616,0.02643778496552
600259.SH,0.007859875586424194,0.0003572670721101907,22,0.020611056945237387,0.0234389781314184
300571.SZ,0.007824681991874438,0.0008694091102082709,9,0.022058408545661934,0.0252703394276521
601008.SH,0.007821603203130795,0.0013036005338551324,6,0.020597575275416384,0.0222745652114033
688308.SH,0.0077466760621016885,0.00048416725388135553,16,0.02029213195163895,0.0211353153715162
601899.SH,0.007711397510289047,0.00010861123253928235,71,0.02017504090658159,0.022705857293711
600418.SH,0.007620823827890213,0.00012916650555746124,59,0.021277233938392474,0.0241426963020939
300209.SZ,0.007564438607914589,0.0006303698839928825,12,0.021518433468851433,0.0236630322067478
300866.SZ,0.007470122749613244,0.00024097170160042723,31,0.019875416739571817,0.021507770171085
002474.SZ,0.007420787885726338,0.0010601125551037624,7,0.02189273322007917,0.0281244031034822
002131.SZ,0.0073569160244518,0.0004087175569139889,18,0.021839895361006792,0.0260662477455177
