benchmark,up_market,months,avg_excess_return,hit_rate,total_excess_return
csi1000,False,6,0.04007360867744567,0.8333333333333334,0.24044165206467405
csi1000,True,12,0.039579120736136286,0.9166666666666666,0.47494944883363543
csi500,False,6,0.043870121453939315,0.8333333333333334,0.2632207287236359
csi500,True,12,0.03328787506522899,0.75,0.3994545007827479
hs300,False,6,0.02816256207706645,0.6666666666666666,0.1689753724623987
hs300,True,12,0.06038942077592826,0.9166666666666666,0.7246730493111391
