date,industry,portfolio_weight,benchmark_weight,active_weight
2025-01-03,I 信息技术,0.2089792948785289,0.049564270152505446,0.15941502472602345
2025-01-03,L 商务服务,0.057003959425876605,0.009259259259259259,0.047744700166617346
2025-01-03,R 文化传播,0.0190036934642906,0.004901960784313725,0.014101732679976876
2025-01-03,A 农林牧渔,0.0190037929761177,0.0054466230936819175,0.013557169882435782
2025-01-03,H 住宿餐饮,0.0,0.0005446623093681918,-0.0005446623093681918
2025-01-03,S 综合,0.0,0.0005446623093681918,-0.0005446623093681918
2025-01-03,信息传输、软件和信息技术服务业,0.0,0.0005446623093681918,-0.0005446623093681918
2025-01-03,工业,0.0,0.0005446623093681918,-0.0005446623093681918
2025-01-03,房地产,0.0,0.0005446623093681918,-0.0005446623093681918
2025-01-03,文化、体育和娱乐业,0.0,0.0005446623093681918,-0.0005446623093681918
2025-01-03,电力设备,0.0,0.0005446623093681918,-0.0005446623093681918
2025-01-03,非银金融,0.0,0.0005446623093681918,-0.0005446623093681918
2025-01-03,P 教育,0.0,0.0010893246187363835,-0.0010893246187363835
2025-01-03,金融业,0.0,0.0010893246187363835,-0.0010893246187363835
2025-01-03,F 批发零售,0.0190015625866233,0.020152505446623094,-0.0011509428599997922
2025-01-03,交通运输、仓储和邮政业,0.0,0.002178649237472767,-0.002178649237472767
2025-01-03,Q 卫生,0.0,0.0032679738562091504,-0.0032679738562091504
2025-01-03,制造业,0.0,0.0032679738562091504,-0.0032679738562091504
2025-01-03,电力、热力、燃气及水生产和供应业,0.0,0.0032679738562091504,-0.0032679738562091504
2025-01-03,B 采矿业,0.0,0.005991285403050109,-0.005991285403050109
2025-01-03,G 运输仓储,0.0,0.007080610021786492,-0.007080610021786492
2025-01-03,J 金融业,0.0,0.007080610021786492,-0.007080610021786492
2025-01-03,E 建筑业,0.0,0.007625272331154684,-0.007625272331154684
2025-01-03,K 房地产,0.0,0.007625272331154684,-0.007625272331154684
2025-01-03,N 公共环保,0.0,0.010893246187363835,-0.010893246187363835
