benchmark,beta,correlation,strategy_vol,benchmark_vol
csi1000,1.0800748003563296,0.919179826288739,0.2717543859660375,0.23192539435076076
csi500,1.0945097870014164,0.8877502272690556,0.2717543859660375,0.22104097925998098
hs300,1.2853239262352214,0.7504629216663871,0.2717543859660375,0.15911762979043897
