industry,avg_weight,max_weight,days
unknown,0.43499063962471124,0.5919999819245859,354
C 制造业,0.39236996364955595,0.5803185369016112,354
I 信息技术,0.07377959968377196,0.2095205450564544,344
电力、热力、燃气及水生产和供应业,0.0284309456181171,0.060210082858584,112
D 水电煤气,0.027660827142781685,0.059387697218916,47
L 商务服务,0.027090561519731337,0.063179937623339,218
F 批发零售,0.027084894759694677,0.0776082221836725,160
J 金融业,0.025026317031132516,0.0641575409619002,162
G 运输仓储,0.02389511630724299,0.062082261226914404,80
B 采矿业,0.02168820590803761,0.0470763144429604,91
K 房地产,0.021590792658868724,0.042364343278046,125
R 文化传播,0.02094402273861962,0.0394563163908673,55
M 科研服务,0.020926943183194963,0.0406956627093565,107
工业,0.0204456352851867,0.0204456352851867,1
交通运输、仓储和邮政业,0.019909761606727316,0.0223542651044421,79
A 农林牧渔,0.019725147960490415,0.0227638240242654,45
N 公共环保,0.01962550698266153,0.0207331778591352,27
E 建筑业,0.019577482927157,0.019577482927157,1
P 教育,0.0195319894122843,0.0202786113332611,7
