benchmark,up_market,months,avg_excess_return,hit_rate,total_excess_return
csi1000,False,6,0.04543145565271367,0.8333333333333334,0.272588733916282
csi1000,True,12,0.04426535495697751,0.75,0.5311842594837302
csi500,False,6,0.049228223558494245,1.0,0.2953693413509655
csi500,True,12,0.03797391398872193,0.8333333333333334,0.4556869678646631
hs300,False,6,0.03352055630077357,0.8333333333333334,0.20112333780464142
hs300,True,12,0.06507553436891143,0.75,0.7809064124269371
