benchmark,beta,correlation,strategy_vol,benchmark_vol
csi1000,1.175609347168632,0.8913132498984987,0.30503954087889285,0.23192553217131523
csi500,1.196477537972735,0.8645586149383349,0.30503954087889285,0.22104012755051666
hs300,1.4589296196461714,0.7588784113804665,0.30503954087889285,0.15911791751191892
