date,open,high,low,close,volume,amount,symbol,data_source,amount_estimated,price_adjust,source_priority,source_fetch_time,source_error,volume_unit,quality_flags,factor,is_paused,is_st,list_date,list_date_fallback,industry,limit_up,limit_down,has_valid_ohlc,has_valid_volume,has_valid_amount,has_valid_limit,has_valid_list_date,has_valid_industry,listed_days,listed_days_fallback,avg_amount,eligible,liquidity_rank,selected,industry_source,industry_update_date,previous_amount,amount_pct_change
2020-02-04,11.04,12.16,11.04,11.86,100059500.0,1275668656.0,000021.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:09.856816+00:00,,share,,1.0,False,False,1994-02-02,False,C 制造业,13.618000000000002,11.142000000000001,True,True,True,True,True,True,9498,False,1113714319.8,True,,True,akshare_metadata_cache,,43504956.0,28.322375501310702
2020-02-04,11.22,11.93,11.22,11.5,17194500.0,204612402.0,000032.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:09.744715+00:00,,share,,1.0,False,False,1993-10-28,False,E 建筑业,13.772,11.268,True,True,True,True,True,True,9595,False,108326062.35,True,,True,akshare_metadata_cache,,4329869.0,46.25602599062466
2018-07-11,4.76,5.0,4.76,4.76,33278900.0,164168721.0,000035.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.275397+00:00,,share,,1.0,False,False,1994-04-08,False,N 公共环保,5.83,4.77,True,True,True,False,True,True,8860,False,58605930.333333336,True,,True,akshare_metadata_cache,,5315930.0,29.882408346234808
2018-07-09,6.91,7.47,6.91,7.07,4861100.0,78730690.0,000048.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.404967+00:00,,share,,1.0,False,False,1994-11-01,False,A 农林牧渔,8.294,6.7860000000000005,True,True,True,True,True,True,8651,False,14936991.65,True,,True,akshare_metadata_cache,,2662845.0,28.566381069870758
2018-08-07,11.37,11.37,11.07,11.33,1006000.0,22160133.0,000048.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.404967+00:00,,share,,1.0,False,False,1994-11-01,False,A 农林牧渔,11.638000000000002,9.522,True,True,True,True,True,True,8680,False,9558602.6,False,,False,akshare_metadata_cache,,931186.0,22.7977514696312
2019-04-12,13.48,13.48,11.75,12.22,3266900.0,79475357.0,000048.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.404967+00:00,,share,,1.0,False,False,1994-11-01,False,A 农林牧渔,13.849,11.331,True,True,True,True,True,True,8928,False,15173237.65,True,,True,akshare_metadata_cache,,2286236.0,33.76253413908275
2019-09-26,13.55,14.1,13.05,13.43,1933200.0,48180781.0,000048.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.404967+00:00,,share,,1.0,False,False,1994-11-01,False,A 农林牧渔,14.531000000000002,11.889000000000001,True,True,True,True,True,True,9095,False,15883198.45,True,,True,akshare_metadata_cache,,1990905.0,23.20044201004066
2020-02-04,5.75,6.09,5.75,5.94,25395600.0,153972679.0,000058.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.413979+00:00,,share,,1.0,False,False,1996-12-26,False,L 商务服务,7.040000000000001,5.760000000000001,True,True,True,True,True,True,8440,False,157798634.5,True,,True,akshare_metadata_cache,,6908740.0,21.286651256234855
2025-10-24,12.28,12.28,10.41,10.76,130505600.0,1461486648.54,000058.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.413979+00:00,,share,,1.0,False,False,1996-12-26,False,L 商务服务,12.276000000000002,10.044,True,True,True,True,True,True,10529,False,285962298.8835,True,,True,akshare_metadata_cache,,52721067.62,26.72111253652947
2018-06-25,11.08,11.77,11.08,11.08,550768000.0,7482723584.0,000063.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.791870+00:00,,share,,1.0,False,False,1997-11-18,False,C 制造业,13.838000000000001,11.322000000000001,True,True,True,False,True,True,7524,False,1238140581.15,True,,True,akshare_metadata_cache,,123625446.0,59.52737382237634
2024-04-01,16.63,16.92,16.25,16.92,243943200.0,4176815741.23,000099.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.944230+00:00,,share,,1.0,False,False,2000-07-31,False,G 运输仓储,16.885,13.815,True,True,True,False,True,True,8645,False,1290384399.546,True,,True,akshare_metadata_cache,,125107116.96,32.385916346912836
2020-02-04,3.58,4.28,3.58,4.16,46109800.0,199703233.0,000155.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.988411+00:00,,share,,1.0,False,False,2000-09-26,False,D 水电煤气,4.323,3.5370000000000004,True,True,True,True,True,True,7070,False,134430883.7,True,,True,akshare_metadata_cache,,8089740.0,23.685989042911146
2020-06-09,4.19,4.19,3.86,3.91,58267900.0,255262389.0,000155.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:10.988411+00:00,,share,,1.0,False,False,2000-09-26,False,D 水电煤气,4.158,3.4019999999999997,True,True,True,True,True,True,7196,False,35184889.6,True,,True,akshare_metadata_cache,,3609340.0,69.72273296502962
2018-11-16,11.46,11.46,11.05,11.46,2926900.0,82207714.0,000403.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.261353+00:00,,share,,1.0,False,False,1996-06-28,False,C 制造业,11.979000000000001,9.801,True,True,True,True,True,True,8176,False,18707992.8,True,,True,akshare_metadata_cache,,1967542.0,40.78193603999305
2020-05-08,-3.5,-3.44,-3.5,-3.5,47497100.0,176411485.0,000408.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.454133+00:00,,share,,1.0,False,False,1996-06-28,False,C 制造业,-3.63,-2.9699999999999998,False,True,True,False,True,True,8715,False,62054976.15,True,,True,akshare_metadata_cache,,2718232.0,63.8993481792577
2020-05-20,-2.56,-2.56,-2.76,-2.64,45192300.0,207431989.0,000408.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.454133+00:00,,share,,1.0,False,False,1996-06-28,False,C 制造业,-3.058,-2.502,False,True,True,False,True,True,8727,False,66074747.0,True,,True,akshare_metadata_cache,,2121527.0,96.7748522644303
2021-01-27,2.35,2.35,2.01,2.35,47315500.0,451267312.0,000408.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.454133+00:00,,share,,1.0,False,False,1996-06-28,False,C 制造业,2.079,1.7009999999999998,True,True,True,False,True,True,8979,False,74953934.95,True,,True,akshare_metadata_cache,,10092464.0,43.7132941965411
2024-11-06,4.87,4.87,4.76,4.87,379381500.0,1846754039.98,000415.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.479446+00:00,,share,,1.0,False,False,1996-07-16,False,L 商务服务,4.873,3.9869999999999997,True,True,True,True,True,True,10340,False,491923795.393,True,,True,akshare_metadata_cache,,69550787.36,25.552597175083942
2018-07-17,1.44,1.55,1.38,1.52,35411200.0,83483902.0,000422.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.567452+00:00,,share,,1.0,False,False,1996-08-15,False,C 制造业,1.573,1.287,True,True,True,True,True,True,8006,False,12302018.0,True,,True,akshare_metadata_cache,,2475239.0,32.72761256589768
2019-04-09,33.0,33.0,27.68,28.28,89180600.0,2584214800.0,000503.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.654824+00:00,,share,,1.0,False,False,1992-11-30,False,I 信息技术,33.825,27.675,True,True,True,True,True,True,9626,False,666911860.3,True,,True,akshare_metadata_cache,,30345360.0,84.16012991772054
2018-02-27,4.34,4.9,4.34,4.48,185134900.0,817494624.0,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,5.3020000000000005,4.338,True,True,True,True,True,True,9118,False,64306835.65,True,,True,akshare_metadata_cache,,27289876.0,28.9559669673838
2024-04-17,5.06,6.01,5.06,5.46,279632300.0,1506258608.58,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,6.182,5.058,True,True,True,True,True,True,11359,False,746724131.1015,True,,True,akshare_metadata_cache,,42298368.0,34.610324459326655
2024-05-20,2.75,2.87,2.75,2.75,234089200.0,646012461.33,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,3.1790000000000003,2.601,True,True,True,True,True,True,11392,False,490061233.45150006,True,,True,akshare_metadata_cache,,2978145.0,215.91773279339992
2024-05-27,2.13,2.15,2.13,2.13,81885900.0,174457657.85,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,2.4640000000000004,2.0160000000000005,True,True,True,True,True,True,11399,False,183325899.56300002,True,,True,akshare_metadata_cache,,4058432.0,41.98646813596975
2024-06-05,1.48,1.48,1.48,1.48,20748700.0,30708076.0,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,1.7160000000000002,1.4040000000000001,True,True,True,True,True,True,11408,False,46380134.059,True,,True,akshare_metadata_cache,,822588.0,36.33105272627366
2024-06-18,0.99,1.09,0.99,1.09,174602200.0,184515156.15,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,1.1440000000000001,0.936,True,True,True,True,True,True,11421,False,23896871.15,True,,True,akshare_metadata_cache,,2539472.0,71.65886615406667
2024-06-27,1.03,1.13,1.03,1.06,146318600.0,157546914.26,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,1.1880000000000002,0.9720000000000001,True,True,True,True,True,True,11430,False,42847391.8415,True,,True,akshare_metadata_cache,,4566672.0,33.49928399937635
2024-07-23,1.28,1.28,1.18,1.28,94486600.0,120251084.13,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,1.342,1.098,True,True,True,True,True,True,11456,False,70367889.70650001,True,,True,akshare_metadata_cache,,1967961.26,60.104395993039006
2024-09-04,1.56,1.56,1.5,1.56,116979700.0,181468876.51,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,1.639,1.341,True,True,True,True,True,True,11499,False,66608489.545,True,,True,akshare_metadata_cache,,2705038.38,66.08550897159544
2024-09-12,1.26,1.4,1.26,1.37,122132500.0,162321329.55,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,1.4630000000000003,1.197,True,True,True,True,True,True,11507,False,64345495.279999994,True,,True,akshare_metadata_cache,,5738950.0,27.284151203617387
2024-11-07,3.49,3.49,3.24,3.49,121800000.0,420188840.55,000506.SZ,eastmoney,False,qfq,1,2026-06-28T08:46:11.937296+00:00,,share,,1.0,False,False,1993-03-12,False,B 采矿业,3.652,2.988,True,True,True,True,True,True,11563,False,40996508.542,True,,True,akshare_metadata_cache,,8058968.0,51.13928638877832
