benchmark,beta,correlation,strategy_vol,benchmark_vol
csi1000,0.7948809130148188,0.862777430863102,0.2398940667597189,0.26092425073673137
csi500,0.9414673276216879,0.8817269400048058,0.2398940667597189,0.22513685498673802
hs300,1.1459663870563754,0.8518208700900021,0.2398940667597189,0.17868748437463436
