benchmark,beta,correlation,strategy_vol,benchmark_vol
csi1000,1.063293097242201,0.8763900136576441,0.28059442958291375,0.23192553217131523
csi500,1.1045958010668615,0.8677015523178105,0.28059442958291375,0.22104012755051666
hs300,1.3014745236638663,0.7359539174216498,0.28059442958291375,0.15911791751191892
