symbol,avg_weight,max_weight,holding_days,first_date,last_date
603052.SH,0.023441183648988582,0.0313336940281736,20,2026-01-09,2026-05-15
603657.SH,0.02321404750338725,0.0255411517462374,18,2025-06-09,2025-07-02
600726.SH,0.022987378892346574,0.0252043960763107,4,2026-05-14,2026-06-01
002177.SZ,0.02254297113331885,0.0269365282503557,6,2025-05-29,2025-08-25
300579.SZ,0.0224290253749653,0.023355299238156,5,2025-09-03,2025-09-09
603082.SH,0.0223392154674594,0.0238848553847571,4,2025-02-14,2025-02-19
601606.SH,0.022269145556739867,0.0306551201565743,26,2025-06-19,2025-11-19
000925.SZ,0.02216030388412475,0.0242419775235047,8,2025-03-13,2026-06-04
002881.SZ,0.02213910573527893,0.0315592898034928,20,2025-01-27,2025-04-28
002132.SZ,0.022065250159419875,0.0239438719876562,4,2026-06-01,2026-06-04
600179.SH,0.022033330892469737,0.0239098526683958,3,2025-12-24,2025-12-26
301086.SZ,0.021946850005711328,0.0240906427933821,15,2026-04-24,2026-05-19
002471.SZ,0.021876120420977925,0.0281763834037148,21,2025-05-06,2026-03-05
688757.SH,0.021860758107301752,0.0248555988390122,4,2026-06-16,2026-06-22
300720.SZ,0.021836075096716877,0.0238488869997823,12,2026-04-02,2026-04-27
605016.SH,0.021769369542073588,0.02330997401712,9,2025-05-26,2025-06-10
000862.SZ,0.0217138245113579,0.0217138245113579,1,2025-04-22,2025-04-22
600644.SH,0.0217138088028219,0.0217138088028219,1,2025-04-22,2025-04-22
002474.SZ,0.02171252385767751,0.0283077549324413,11,2025-01-03,2025-12-25
002670.SZ,0.02170658385750507,0.026443328984262,12,2025-06-26,2025-09-30
002483.SZ,0.021667054876061,0.021667054876061,1,2025-02-17,2025-02-17
002640.SZ,0.021652432559596237,0.0267828690030434,15,2025-04-03,2025-08-22
605376.SH,0.021635952300719262,0.0285402959420612,27,2025-03-10,2026-05-27
600081.SH,0.0216201108053062,0.0216201108053062,1,2025-05-30,2025-05-30
002232.SZ,0.021605911484918135,0.0225728121765985,3,2025-01-08,2025-01-10
605598.SH,0.021594213980120975,0.023059687605146,4,2025-11-25,2025-12-29
600545.SH,0.021535373899107445,0.02334010516679,7,2025-01-06,2026-06-16
300571.SZ,0.021528549910892467,0.0263911909225465,15,2025-02-20,2026-05-13
600589.SH,0.021524209532933172,0.0265019898330539,25,2025-01-06,2026-05-28
000700.SZ,0.021499065109978528,0.0265558971810884,33,2025-04-07,2026-06-04
002451.SZ,0.02144610349604395,0.0223625845722881,2,2025-12-11,2025-12-12
300278.SZ,0.021440554973104695,0.0245374914151251,15,2025-01-06,2025-04-18
301156.SZ,0.02140007440324305,0.0217981728615769,4,2025-05-30,2025-06-05
603269.SH,0.021359523323282982,0.0225163504793906,5,2025-01-20,2025-02-18
603687.SH,0.021358846199261414,0.0234022410736204,8,2026-04-16,2026-05-21
600539.SH,0.021355182719005876,0.0235845409530818,4,2026-05-20,2026-05-25
603216.SH,0.0213183041325234,0.0232990452028921,3,2025-12-26,2025-12-30
603081.SH,0.0212888550758209,0.0221479766809736,6,2025-04-07,2025-04-24
600606.SH,0.02128352217548365,0.0212955101692807,2,2025-08-04,2025-08-05
603175.SH,0.021265785204394694,0.0227373017959679,18,2026-04-01,2026-05-11
002255.SZ,0.021226555229811792,0.0263224864557937,12,2025-03-26,2025-12-11
301137.SZ,0.0211923590052842,0.0242887170996029,7,2025-05-26,2026-04-10
300645.SZ,0.021181957167825102,0.0220631857681882,2,2025-07-02,2025-07-03
600126.SH,0.021179447687170654,0.0318375631306465,34,2025-01-10,2026-06-18
688109.SH,0.021170851757954138,0.0245861178597748,16,2025-11-17,2026-01-06
688385.SH,0.021167059156495742,0.0234747263684731,15,2025-04-01,2026-06-18
002244.SZ,0.021161593430242435,0.0218720611568882,18,2025-03-11,2025-04-03
603989.SH,0.021149557490626067,0.0217750393194217,3,2026-06-18,2026-06-23
300872.SZ,0.021143971047156696,0.0212926920728726,3,2025-08-04,2025-08-06
688352.SH,0.021141988976174902,0.0215523103566273,3,2026-06-12,2026-06-16
