benchmark,beta,correlation,strategy_vol,benchmark_vol
csi1000,1.193042004528441,0.9005544477232809,0.3063862208533242,0.23192553217131523
csi500,1.2146166144924913,0.8738080052732947,0.3063862208533242,0.22104012755051666
hs300,1.4261499929216859,0.738567119912853,0.3063862208533242,0.15911791751191892
