industry,avg_weight,max_weight,days
G 运输仓储,0.019657516426386815,0.0258832554606069,44
其他医疗服务,0.0196418585351561,0.0196418585351561,1
跨境物流,0.01963720442757615,0.0196545821602979,2
输变电设备,0.019621010103483407,0.0204744194585766,11
游戏Ⅱ,0.019619909033743235,0.023086138285853,47
公交,0.019566809480083255,0.021076673228046,11
非银金融,0.019527817440433533,0.0204372076628063,12
火力发电,0.019475707318630252,0.0413743484542998,50
医疗设备,0.01945993821303265,0.0201962249190905,14
电动乘用车,0.019400464335509127,0.0206082766429563,15
大气治理,0.019396074561608738,0.0206466182799873,24
商用载货车,0.019364787324303443,0.0223360657486322,54
数字媒体,0.01932429316933103,0.0195349941919564,3
房屋建设Ⅱ,0.019292037606918565,0.0208005175661348,15
工程咨询服务Ⅱ,0.019240807656221066,0.0203750815349083,14
线缆部件及其他,0.019233463005173597,0.0394488476310981,67
石油石化,0.019166944715411402,0.020796267691023,35
特钢Ⅱ,0.019150181691125562,0.0194998634649012,5
化学纤维,0.0190975859961408,0.0204367262633815,4
煤化工,0.019039940091942945,0.0206658924091303,13
股份制银行Ⅲ,0.01902286672828139,0.0203251286240563,18
零食,0.0189959498816048,0.0189959498816048,1
航运港口,0.018975965347324153,0.0198711485459306,2
机床工具,0.018902828815179018,0.0190049736704544,6
影视动漫制作,0.018883962887954957,0.0220826241305901,7
交通运输,0.018864655481187497,0.0200154771471559,19
特种纸,0.01885192193409467,0.0214035880262529,13
保险Ⅱ,0.01872714474537666,0.0205470855272515,38
氟化工,0.018620291516121223,0.0199191896724145,17
普钢,0.017995074726976916,0.0202399839232214,15
黑色家电,0.01788912101728625,0.0180759646000002,2
旅游及景区,0.017499301159822876,0.0205852487891888,30
计算机,0.017109082964044307,0.0207177313576944,53
