date,raw_count,eligible_count,selected_universe_count,configured_top_n,candidate_pool_limited,st_count,paused_count,limit_buy_blocked_count,listed_days_fallback_rate,industry_coverage_rate,avg_amount_median,avg_amount_min
2018-01-02,533,484,281,300,False,0,0,0,0.0,0.5778611632270169,98018900.0,38461300.0
2018-01-03,533,493,282,300,False,0,0,0,0.0,0.5778611632270169,113694000.0,45344950.0
2018-01-04,533,496,283,300,False,0,0,0,0.0,0.5778611632270169,118252133.33333333,45208966.666666664
2018-01-05,535,502,285,300,False,0,0,0,0.0,0.577570093457944,116915500.0,45021425.0
2018-01-08,536,503,285,300,False,0,0,2,0.0,0.5764925373134329,122172860.0,44717920.0
2018-01-09,535,502,285,300,False,0,0,2,0.0,0.577570093457944,120506483.33333333,44532221.5
2018-01-10,535,503,287,300,False,0,0,2,0.0,0.5794392523364486,121079905.28571428,44671557.14285714
2018-01-11,535,502,286,300,False,0,0,2,0.0,0.5794392523364486,118458418.0625,44496100.0
2018-01-12,534,502,284,300,False,0,0,2,0.0,0.5805243445692884,118701749.1111111,45843633.333333336
2018-01-15,534,507,284,300,False,0,0,1,0.0,0.5805243445692884,121691705.0,47896990.0
2018-01-16,533,506,285,300,False,0,0,0,0.0,0.5816135084427767,117744163.63636364,46737427.27272727
2018-01-17,534,508,285,300,False,0,0,1,0.0,0.5805243445692884,120368507.58333333,48024307.416666664
2018-01-18,532,505,285,300,False,0,0,0,0.0,0.5808270676691729,120167319.07692307,47188300.0
2018-01-19,534,508,285,300,False,0,0,0,0.0,0.5805243445692884,121345429.07142857,47327571.428571425
2018-01-22,529,502,285,300,False,0,0,0,0.0,0.5803402646502835,120340540.0,47331986.666666664
2018-01-23,529,504,285,300,False,0,0,0,0.0,0.5822306238185255,119717981.25,46830666.5625
2018-01-24,531,506,285,300,False,0,0,2,0.0,0.5800376647834274,118336482.35294117,47902847.058823526
2018-01-25,531,507,285,300,False,0,0,0,0.0,0.5800376647834274,116686283.33333333,49224583.333333336
2018-01-26,531,507,285,300,False,0,0,0,0.0,0.5800376647834274,117331494.73684211,48682810.526315786
2018-01-29,530,505,285,300,False,0,0,0,0.0,0.5811320754716981,117179450.0,48950840.0
2018-01-30,529,504,285,300,False,0,0,0,0.0,0.5822306238185255,117293735.0,47499950.0
2018-01-31,528,501,285,300,False,0,0,1,0.0,0.5795454545454546,118074445.5,47403530.0
2018-02-01,530,502,285,300,False,0,0,1,0.0,0.5792452830188679,117601262.6,49024865.0
2018-02-02,523,498,285,300,False,0,0,1,0.0,0.5755258126195029,113992675.0,47047465.0
2018-02-05,520,496,286,300,False,0,0,1,0.0,0.575,109913687.5,45196155.0
2018-02-06,519,495,285,300,False,0,0,0,0.0,0.5722543352601156,111376035.0,45740665.0
2018-02-07,518,496,285,300,False,0,0,1,0.0,0.5733590733590733,111189995.0,44508205.0
2018-02-08,517,495,285,300,False,0,0,0,0.0,0.574468085106383,109187165.0,42936580.0
2018-02-09,517,496,285,300,False,0,0,0,0.0,0.574468085106383,107622450.0,42837190.0
2018-02-12,522,500,285,300,False,0,0,0,0.0,0.5766283524904214,106719505.0,43214055.0
2018-02-13,522,501,287,300,False,0,0,0,0.0,0.5766283524904214,106190555.0,42633590.0
2018-02-14,523,501,287,300,False,0,0,0,0.0,0.5774378585086042,103266115.0,41079953.65
2018-02-22,524,504,289,300,False,0,0,0,0.0,0.5782442748091603,101403755.0,41114885.0
2018-02-23,524,503,290,300,False,0,0,2,0.0,0.5782442748091603,99513875.35,40173915.0
2018-02-26,526,504,290,300,False,0,0,0,0.0,0.5779467680608364,98982375.15,40707940.0
2018-02-27,529,507,290,300,False,0,0,1,0.0,0.5784499054820416,97880785.0,40050145.0
2018-02-28,528,504,290,300,False,0,0,1,0.0,0.5776515151515151,94849877.5,39198505.0
2018-03-01,529,504,290,300,False,0,0,1,0.0,0.5784499054820416,94210767.5,38860385.0
2018-03-02,531,506,289,300,False,0,0,3,0.0,0.5800376647834274,94597210.0,39490299.0
2018-03-05,529,502,289,300,False,0,0,4,0.0,0.5803402646502835,91915395.0,39125793.9
2018-03-06,529,503,290,300,False,0,0,2,0.0,0.5803402646502835,94459435.07499999,39247360.0
2018-03-07,531,505,290,300,False,0,0,2,0.0,0.5800376647834274,95559540.0,39152589.3
2018-03-08,530,500,289,300,False,0,0,2,0.0,0.5811320754716981,95406165.0,37759370.0
2018-03-09,533,505,289,300,False,0,0,3,0.0,0.5816135084427767,98799400.0,38822100.0
2018-03-12,534,508,290,300,False,0,0,3,0.0,0.5823970037453183,100820297.5,41380875.0
2018-03-13,532,506,290,300,False,0,0,3,0.0,0.5808270676691729,102748545.0,41225685.0
2018-03-14,532,506,290,300,False,0,0,1,0.0,0.5808270676691729,105083365.0,41409770.0
2018-03-15,534,507,290,300,False,0,0,1,0.0,0.5842696629213483,106025775.0,42059675.0
2018-03-16,535,509,289,300,False,0,0,2,0.0,0.5831775700934579,108727605.0,43870520.0
2018-03-19,534,511,290,300,False,0,0,2,0.0,0.5823970037453183,108593387.575,44333260.0
2018-03-20,533,511,290,300,False,0,0,1,0.0,0.5834896810506567,108263896.65,46123745.0
2018-03-21,535,513,290,300,False,0,0,1,0.0,0.5813084112149532,112891137.5,49160445.0
2018-03-22,534,514,291,300,False,0,0,0,0.0,0.5805243445692884,112867110.75,48684325.0
2018-03-23,533,514,291,300,False,0,0,2,0.0,0.5816135084427767,115527055.0,51783835.0
2018-03-26,533,515,291,300,False,0,0,1,0.0,0.5816135084427767,117034600.0,51538538.88888889
2018-03-27,533,516,292,300,False,0,0,0,0.0,0.5816135084427767,128090255.0,52039705.0
2018-03-28,533,516,292,300,False,0,0,0,0.0,0.5834896810506567,129130418.55263159,51872685.0
2018-03-29,533,516,292,300,False,0,0,1,0.0,0.5834896810506567,130221195.0,52679180.0
2018-03-30,537,519,292,300,False,0,0,1,0.0,0.5828677839851024,136910819.175,54947500.0
2018-04-02,539,522,293,300,False,0,0,2,0.0,0.5844155844155844,142338071.15,56456410.0
2018-04-03,537,522,294,300,False,0,0,1,0.0,0.5865921787709497,142654525.225,57846840.0
2018-04-04,539,523,294,300,False,0,0,3,0.0,0.5862708719851577,145096340.0,58133440.0
2018-04-09,537,521,294,300,False,0,0,2,0.0,0.5865921787709497,151602462.5,56834102.85
2018-04-10,538,523,293,300,False,0,0,3,0.0,0.5855018587360595,151604040.0,58199315.0
2018-04-11,537,522,293,300,False,0,0,3,0.0,0.5865921787709497,150105660.0,57930750.0
2018-04-12,538,524,293,300,False,0,0,0,0.0,0.5836431226765799,152529540.0,58038105.0
2018-04-13,541,527,293,300,False,0,0,1,0.0,0.5822550831792976,152354440.0,58935435.0
2018-04-16,540,526,292,300,False,0,0,4,0.0,0.5814814814814815,149868635.5,59199404.65
2018-04-17,539,525,291,300,False,0,0,3,0.0,0.5825602968460112,148662420.0,59132560.0
2018-04-18,540,525,291,300,False,0,0,0,0.0,0.5814814814814815,146495910.0,59552491.7
2018-04-19,541,526,291,300,False,0,0,2,0.0,0.5804066543438078,147688115.0,61053700.0
2018-04-20,543,527,291,300,False,0,0,1,0.0,0.580110497237569,146584490.0,62758580.0
2018-04-23,545,528,291,300,False,0,0,4,0.0,0.5834862385321101,144936700.0,61954382.15
2018-04-24,546,528,291,300,False,0,0,2,0.0,0.5824175824175825,143340619.7,59249325.0
2018-04-25,548,528,291,300,False,0,0,4,0.0,0.5821167883211679,143064400.0,60465835.0
2018-04-26,547,527,291,300,False,0,0,3,0.0,0.583180987202925,137832960.0,58149720.0
2018-04-27,546,525,291,300,False,0,0,3,0.0,0.5842490842490843,138675100.0,58038544.1
2018-05-02,546,525,290,300,False,0,0,0,0.0,0.5824175824175825,143529975.0,58874810.0
2018-05-03,547,525,290,300,False,0,0,1,0.0,0.5813528336380256,139138576.65,59214910.0
2018-05-04,547,525,290,300,False,0,0,0,0.0,0.5813528336380256,135758827.5,58795495.0
2018-05-07,549,527,292,300,False,0,0,0,0.0,0.5828779599271403,131640125.0,59834485.0
2018-05-08,549,526,292,300,False,0,0,3,0.0,0.5828779599271403,128297507.5,60220005.0
2018-05-09,550,528,292,300,False,0,0,1,0.0,0.5818181818181818,128790937.675,60059310.3
