benchmark,up_market,months,avg_excess_return,hit_rate,total_excess_return
csi1000,False,6,0.038745583189357134,1.0,0.2324734991361428
csi1000,True,12,0.029614295468831653,0.75,0.35537154562597983
csi500,False,6,0.04254235109513771,0.8333333333333334,0.25525410657082626
csi500,True,12,0.023322854500576067,0.8333333333333334,0.2798742540069128
hs300,False,6,0.026834683837417033,0.6666666666666666,0.1610081030245022
hs300,True,12,0.05042447488076557,1.0,0.6050936985691868
