symbol,successful_source,successful_attempt_order,fallback_used,attempted_sources,failed_sources,errors
603568.SH,eastmoney,1,False,eastmoney,,
603596.SH,eastmoney,1,False,eastmoney,,
603605.SH,eastmoney,1,False,eastmoney,,
603606.SH,eastmoney,1,False,eastmoney,,
603650.SH,eastmoney,1,False,eastmoney,,
603658.SH,eastmoney,1,False,eastmoney,,
603688.SH,eastmoney,1,False,eastmoney,,
603699.SH,eastmoney,1,False,eastmoney,,
603728.SH,eastmoney,1,False,eastmoney,,
603737.SH,eastmoney,1,False,eastmoney,,
603786.SH,eastmoney,1,False,eastmoney,,
603799.SH,eastmoney,1,False,eastmoney,,
603806.SH,eastmoney,1,False,eastmoney,,
603816.SH,eastmoney,1,False,eastmoney,,
603885.SH,eastmoney,1,False,eastmoney,,
603899.SH,eastmoney,1,False,eastmoney,,
603939.SH,eastmoney,1,False,eastmoney,,
603979.SH,eastmoney,1,False,eastmoney,,
603986.SH,eastmoney,1,False,eastmoney,,
605117.SH,eastmoney,1,False,eastmoney,,
605358.SH,eastmoney,1,False,eastmoney,,
605589.SH,eastmoney,1,False,eastmoney,,
688002.SH,eastmoney,1,False,eastmoney,,
688008.SH,eastmoney,1,False,eastmoney,,
688012.SH,eastmoney,1,False,eastmoney,,
688017.SH,eastmoney,1,False,eastmoney,,
688018.SH,eastmoney,1,False,eastmoney,,
688036.SH,eastmoney,1,False,eastmoney,,
688037.SH,eastmoney,1,False,eastmoney,,
688047.SH,eastmoney,1,False,eastmoney,,
688065.SH,eastmoney,1,False,eastmoney,,
688072.SH,eastmoney,1,False,eastmoney,,
688082.SH,eastmoney,1,False,eastmoney,,
688099.SH,eastmoney,1,False,eastmoney,,
688120.SH,eastmoney,1,False,eastmoney,,
688122.SH,eastmoney,1,False,eastmoney,,
688126.SH,eastmoney,1,False,eastmoney,,
688166.SH,eastmoney,1,False,eastmoney,,
688169.SH,eastmoney,1,False,eastmoney,,
688180.SH,eastmoney,1,False,eastmoney,,
688183.SH,eastmoney,1,False,eastmoney,,
688187.SH,eastmoney,1,False,eastmoney,,
688192.SH,eastmoney,1,False,eastmoney,,
688200.SH,eastmoney,1,False,eastmoney,,
688213.SH,eastmoney,1,False,eastmoney,,
688220.SH,eastmoney,1,False,eastmoney,,
688234.SH,eastmoney,1,False,eastmoney,,
688235.SH,eastmoney,1,False,eastmoney,,
688256.SH,eastmoney,1,False,eastmoney,,
688266.SH,eastmoney,1,False,eastmoney,,
688271.SH,eastmoney,1,False,eastmoney,,
688278.SH,eastmoney,1,False,eastmoney,,
688295.SH,eastmoney,1,False,eastmoney,,
688297.SH,eastmoney,1,False,eastmoney,,
688301.SH,eastmoney,1,False,eastmoney,,
688303.SH,eastmoney,1,False,eastmoney,,
688313.SH,eastmoney,1,False,eastmoney,,
688318.SH,eastmoney,1,False,eastmoney,,
688322.SH,eastmoney,1,False,eastmoney,,
688331.SH,eastmoney,1,False,eastmoney,,
688336.SH,eastmoney,1,False,eastmoney,,
688343.SH,eastmoney,1,False,eastmoney,,
688347.SH,eastmoney,1,False,eastmoney,,
688361.SH,eastmoney,1,False,eastmoney,,
688363.SH,eastmoney,1,False,eastmoney,,
688387.SH,eastmoney,1,False,eastmoney,,
688396.SH,eastmoney,1,False,eastmoney,,
688411.SH,eastmoney,1,False,eastmoney,,
688425.SH,eastmoney,1,False,eastmoney,,
688469.SH,eastmoney,1,False,eastmoney,,
688475.SH,eastmoney,1,False,eastmoney,,
688506.SH,eastmoney,1,False,eastmoney,,
688561.SH,eastmoney,1,False,eastmoney,,
688563.SH,eastmoney,1,False,eastmoney,,
688568.SH,eastmoney,1,False,eastmoney,,
688582.SH,eastmoney,1,False,eastmoney,,
688599.SH,eastmoney,1,False,eastmoney,,
688615.SH,eastmoney,1,False,eastmoney,,
688617.SH,eastmoney,1,False,eastmoney,,
688629.SH,eastmoney,1,False,eastmoney,,
688708.SH,eastmoney,1,False,eastmoney,,
688709.SH,eastmoney,1,False,eastmoney,,
688728.SH,eastmoney,1,False,eastmoney,,
688772.SH,eastmoney,1,False,eastmoney,,
688777.SH,eastmoney,1,False,eastmoney,,
688778.SH,eastmoney,1,False,eastmoney,,
688819.SH,eastmoney,1,False,eastmoney,,
689009.SH,eastmoney,1,False,eastmoney,,
